name,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
TcCLB.503989.60,0.122,34,0.116,34,0.160,29,0.114,0.115,N,0.450,SignalP-noTM
TcCLB.503991.10,0.114,37,0.108,19,0.138,5,0.102,0.105,N,0.450,SignalP-noTM
TcCLB.503991.20,0.151,24,0.156,24,0.260,4,0.165,0.161,N,0.450,SignalP-noTM
TcCLB.503991.30,0.112,20,0.106,20,0.113,7,0.101,0.104,N,0.450,SignalP-noTM
TcCLB.503991.39,0.217,54,0.154,54,0.258,31,0.125,0.139,N,0.450,SignalP-noTM
TcCLB.504005.10,0.123,69,0.117,11,0.183,2,0.126,0.122,N,0.450,SignalP-noTM
TcCLB.504005.20,0.754,27,0.816,27,0.977,13,0.897,0.859,Y,0.450,SignalP-noTM
TcCLB.504005.29,0.110,56,0.109,11,0.125,1,0.106,0.107,N,0.450,SignalP-noTM
TcCLB.504005.3,0.186,30,0.241,33,0.484,25,0.214,0.230,N,0.500,SignalP-TM
TcCLB.504005.40,0.110,67,0.106,67,0.113,6,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.504005.50,0.122,25,0.109,25,0.123,24,0.096,0.102,N,0.450,SignalP-noTM
TcCLB.504005.54,0.108,50,0.111,31,0.166,5,0.113,0.112,N,0.500,SignalP-TM
TcCLB.504005.60,0.232,27,0.171,27,0.250,2,0.141,0.155,N,0.450,SignalP-noTM
TcCLB.504005.6,0.111,59,0.106,59,0.134,38,0.099,0.102,N,0.450,SignalP-noTM
TcCLB.504009.10,0.109,55,0.109,42,0.126,33,0.103,0.106,N,0.450,SignalP-noTM
TcCLB.504009.20,0.111,70,0.116,11,0.143,39,0.122,0.119,N,0.450,SignalP-noTM
TcCLB.504009.30,0.125,68,0.113,68,0.142,46,0.099,0.105,N,0.450,SignalP-noTM
TcCLB.504009.40,0.122,16,0.124,16,0.167,6,0.130,0.127,N,0.450,SignalP-noTM
TcCLB.504009.4,0.156,41,0.154,41,0.280,37,0.139,0.146,N,0.450,SignalP-noTM
TcCLB.504009.60,0.109,31,0.117,38,0.138,27,0.113,0.115,N,0.450,SignalP-noTM
TcCLB.504009.70,0.117,59,0.227,11,0.534,1,0.398,0.319,N,0.450,SignalP-noTM
TcCLB.504011.30,0.465,26,0.531,26,0.752,31,0.589,0.562,Y,0.450,SignalP-noTM
TcCLB.504011.40,0.141,24,0.179,11,0.451,4,0.292,0.240,N,0.450,SignalP-noTM
TcCLB.504011.60,0.130,21,0.111,21,0.122,47,0.094,0.102,N,0.450,SignalP-noTM
TcCLB.504011.70,0.109,64,0.108,12,0.135,2,0.109,0.109,N,0.450,SignalP-noTM
TcCLB.504011.80,0.539,28,0.699,28,0.963,20,0.910,0.813,Y,0.450,SignalP-noTM
TcCLB.504017.10,0.543,24,0.567,24,0.797,20,0.593,0.577,Y,0.500,SignalP-TM
TcCLB.504017.20,0.110,39,0.105,58,0.112,9,0.097,0.101,N,0.450,SignalP-noTM
TcCLB.504017.30,0.163,19,0.179,19,0.256,7,0.201,0.191,N,0.450,SignalP-noTM
TcCLB.504017.40,0.126,22,0.136,22,0.307,18,0.147,0.142,N,0.450,SignalP-noTM
TcCLB.504017.50,0.158,34,0.123,11,0.171,1,0.111,0.116,N,0.450,SignalP-noTM
TcCLB.504017.54,0.136,18,0.122,18,0.139,21,0.106,0.113,N,0.450,SignalP-noTM
TcCLB.504017.60,0.142,19,0.126,19,0.135,1,0.107,0.116,N,0.450,SignalP-noTM
TcCLB.504017.70,0.109,27,0.103,27,0.120,13,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.504017.79,0.143,16,0.131,16,0.164,36,0.120,0.125,N,0.450,SignalP-noTM
TcCLB.504019.3,0.110,47,0.118,11,0.168,2,0.133,0.126,N,0.450,SignalP-noTM
TcCLB.504019.6,0.267,21,0.381,21,0.729,4,0.571,0.457,N,0.500,SignalP-TM
TcCLB.504019.9,0.225,27,0.168,27,0.196,24,0.129,0.147,N,0.450,SignalP-noTM
TcCLB.504025.10,0.172,30,0.201,30,0.396,26,0.249,0.227,N,0.450,SignalP-noTM
TcCLB.504025.19,0.109,55,0.114,25,0.167,8,0.118,0.116,N,0.450,SignalP-noTM
TcCLB.504029.101,0.149,17,0.138,17,0.264,46,0.122,0.129,N,0.450,SignalP-noTM
TcCLB.504029.21,0.126,28,0.120,28,0.171,25,0.113,0.116,N,0.450,SignalP-noTM
TcCLB.504029.40,0.128,18,0.116,18,0.122,4,0.108,0.112,N,0.450,SignalP-noTM
TcCLB.504029.50,0.110,26,0.114,43,0.135,32,0.106,0.110,N,0.450,SignalP-noTM
TcCLB.504029.60,0.120,31,0.112,45,0.160,36,0.101,0.106,N,0.450,SignalP-noTM
TcCLB.504029.70,0.901,19,0.918,19,0.974,9,0.931,0.925,Y,0.450,SignalP-noTM
TcCLB.504029.80,0.120,15,0.174,15,0.321,10,0.236,0.208,N,0.450,SignalP-noTM
TcCLB.504029.90,0.215,35,0.167,35,0.217,5,0.138,0.155,N,0.500,SignalP-TM
TcCLB.504033.100,0.118,39,0.113,39,0.247,38,0.106,0.110,N,0.450,SignalP-noTM
TcCLB.504033.110,0.111,61,0.107,61,0.120,11,0.102,0.104,N,0.450,SignalP-noTM
TcCLB.504033.120,0.111,60,0.115,21,0.172,12,0.117,0.116,N,0.500,SignalP-TM
TcCLB.504033.130,0.111,69,0.110,27,0.182,12,0.113,0.112,N,0.450,SignalP-noTM
TcCLB.504033.140,0.176,23,0.192,23,0.311,1,0.209,0.201,N,0.450,SignalP-noTM
TcCLB.504033.160,0.111,40,0.110,26,0.169,13,0.112,0.111,N,0.450,SignalP-noTM
TcCLB.504033.170,0.115,40,0.121,55,0.172,43,0.122,0.121,N,0.450,SignalP-noTM
TcCLB.504033.180,0.130,38,0.136,23,0.214,17,0.164,0.151,N,0.450,SignalP-noTM
TcCLB.504033.190,0.137,28,0.130,12,0.202,2,0.129,0.129,N,0.450,SignalP-noTM
TcCLB.504033.200,0.139,17,0.116,17,0.137,26,0.102,0.108,N,0.450,SignalP-noTM
TcCLB.504033.210,0.139,23,0.154,23,0.249,19,0.171,0.163,N,0.450,SignalP-noTM
TcCLB.504033.21,0.703,32,0.619,32,0.698,27,0.456,0.554,Y,0.500,SignalP-TM
TcCLB.504033.220,0.132,30,0.162,16,0.279,1,0.183,0.173,N,0.450,SignalP-noTM
TcCLB.504033.40,0.297,32,0.164,32,0.112,5,0.093,0.125,N,0.450,SignalP-noTM
TcCLB.504033.53,0.116,58,0.193,11,0.603,2,0.300,0.250,N,0.450,SignalP-noTM
TcCLB.504033.66,0.210,32,0.167,32,0.280,1,0.154,0.160,N,0.450,SignalP-noTM
TcCLB.504033.80,0.135,16,0.186,16,0.427,13,0.266,0.229,N,0.450,SignalP-noTM
TcCLB.504033.90,0.258,25,0.205,21,0.296,4,0.177,0.190,N,0.450,SignalP-noTM
TcCLB.504035.100,0.123,29,0.115,49,0.199,38,0.107,0.111,N,0.450,SignalP-noTM
TcCLB.504035.110,0.173,31,0.147,31,0.169,12,0.127,0.136,N,0.450,SignalP-noTM
TcCLB.504035.120,0.116,38,0.139,11,0.225,1,0.142,0.141,N,0.450,SignalP-noTM
TcCLB.504035.130,0.138,30,0.137,11,0.222,1,0.136,0.136,N,0.450,SignalP-noTM
TcCLB.504035.140,0.113,37,0.112,12,0.134,1,0.110,0.111,N,0.450,SignalP-noTM
TcCLB.504035.149,0.110,62,0.105,62,0.113,55,0.093,0.098,N,0.450,SignalP-noTM
TcCLB.504035.21,0.124,13,0.129,13,0.148,1,0.125,0.127,N,0.450,SignalP-noTM
TcCLB.504035.41,0.578,26,0.713,26,0.985,5,0.890,0.808,Y,0.450,SignalP-noTM
TcCLB.504035.60,0.109,51,0.108,51,0.209,39,0.100,0.104,N,0.450,SignalP-noTM
TcCLB.504035.70,0.114,35,0.102,61,0.109,42,0.094,0.098,N,0.450,SignalP-noTM
TcCLB.504035.80,0.119,26,0.152,12,0.310,5,0.210,0.183,N,0.450,SignalP-noTM
TcCLB.504035.84,0.128,34,0.114,34,0.163,3,0.106,0.110,N,0.450,SignalP-noTM
TcCLB.504035.90,0.117,25,0.145,11,0.233,5,0.190,0.169,N,0.450,SignalP-noTM
TcCLB.504039.110,0.136,43,0.124,43,0.155,3,0.114,0.119,N,0.450,SignalP-noTM
TcCLB.504039.120,0.880,24,0.922,24,0.992,6,0.965,0.945,Y,0.450,SignalP-noTM
TcCLB.504039.130,0.580,25,0.755,25,0.994,14,0.979,0.876,Y,0.450,SignalP-noTM
TcCLB.504039.140,0.164,22,0.220,22,0.411,12,0.308,0.255,N,0.500,SignalP-TM
TcCLB.504039.160,0.540,24,0.726,24,0.995,7,0.975,0.861,Y,0.450,SignalP-noTM
TcCLB.504039.170,0.244,28,0.240,28,0.550,5,0.255,0.248,N,0.450,SignalP-noTM
TcCLB.504039.175,0.124,23,0.136,49,0.212,44,0.126,0.132,N,0.500,SignalP-TM
TcCLB.504039.180,0.492,26,0.689,26,0.992,10,0.963,0.837,Y,0.450,SignalP-noTM
TcCLB.504039.200,0.692,27,0.802,27,0.988,6,0.935,0.874,Y,0.450,SignalP-noTM
TcCLB.504039.210,0.665,29,0.693,29,0.862,26,0.727,0.707,Y,0.500,SignalP-TM
TcCLB.504039.230,0.723,28,0.789,28,0.988,7,0.882,0.839,Y,0.450,SignalP-noTM
TcCLB.504039.240,0.808,25,0.879,25,0.994,5,0.959,0.923,Y,0.450,SignalP-noTM
TcCLB.504039.250,0.126,22,0.137,22,0.231,20,0.151,0.145,N,0.450,SignalP-noTM
TcCLB.504039.25,0.164,37,0.127,37,0.153,47,0.101,0.113,N,0.450,SignalP-noTM
TcCLB.504039.50,0.163,20,0.215,20,0.539,3,0.282,0.251,N,0.450,SignalP-noTM
TcCLB.504039.57,0.650,24,0.795,24,0.994,7,0.972,0.891,Y,0.450,SignalP-noTM
TcCLB.504039.70,0.118,16,0.133,16,0.208,1,0.122,0.127,N,0.450,SignalP-noTM
TcCLB.504039.80,0.262,23,0.203,23,0.400,2,0.185,0.196,N,0.500,SignalP-TM
TcCLB.504039.90,0.118,23,0.131,15,0.195,2,0.154,0.143,N,0.450,SignalP-noTM
TcCLB.504039.99,0.766,25,0.856,25,0.994,6,0.959,0.912,Y,0.450,SignalP-noTM
TcCLB.504041.10,0.114,16,0.116,16,0.181,10,0.123,0.120,N,0.450,SignalP-noTM
TcCLB.504041.20,0.111,52,0.108,68,0.167,46,0.101,0.104,N,0.450,SignalP-noTM
TcCLB.504041.29,0.181,34,0.259,21,0.636,19,0.451,0.363,N,0.450,SignalP-noTM
TcCLB.504041.4,0.111,48,0.134,12,0.213,2,0.152,0.144,N,0.450,SignalP-noTM
TcCLB.504043.10,0.188,29,0.131,29,0.123,2,0.096,0.112,N,0.450,SignalP-noTM
TcCLB.504047.10,0.182,34,0.187,34,0.427,30,0.189,0.188,N,0.450,SignalP-noTM
TcCLB.504047.20,0.123,69,0.214,11,0.599,1,0.228,0.221,N,0.450,SignalP-noTM
TcCLB.504047.30,0.137,23,0.121,23,0.136,3,0.106,0.113,N,0.450,SignalP-noTM
TcCLB.504047.34,0.436,45,0.413,45,0.684,40,0.222,0.337,N,0.500,SignalP-TM
TcCLB.504047.40,0.119,44,0.108,44,0.118,2,0.100,0.104,N,0.450,SignalP-noTM
TcCLB.504047.50,0.117,22,0.112,22,0.143,12,0.108,0.110,N,0.450,SignalP-noTM
TcCLB.504047.5,0.111,32,0.160,17,0.359,5,0.246,0.207,N,0.450,SignalP-noTM
TcCLB.504047.60,0.112,65,0.108,14,0.122,3,0.099,0.103,N,0.450,SignalP-noTM
TcCLB.504047.70,0.112,54,0.106,54,0.114,27,0.096,0.101,N,0.450,SignalP-noTM
TcCLB.504049.20,0.108,30,0.104,37,0.116,29,0.096,0.100,N,0.450,SignalP-noTM
TcCLB.504049.30,0.294,64,0.324,64,0.551,43,0.220,0.282,N,0.500,SignalP-TM
TcCLB.504049.40,0.110,4,0.107,66,0.119,44,0.099,0.103,N,0.450,SignalP-noTM
TcCLB.504051.20,0.151,42,0.127,42,0.152,40,0.111,0.118,N,0.450,SignalP-noTM
TcCLB.504051.30,0.608,20,0.595,20,0.869,1,0.637,0.612,Y,0.500,SignalP-TM
TcCLB.504051.40,0.112,33,0.103,33,0.110,4,0.096,0.099,N,0.450,SignalP-noTM
TcCLB.504051.49,0.120,24,0.179,22,0.407,6,0.270,0.228,N,0.450,SignalP-noTM
TcCLB.504051.9,0.120,65,0.125,20,0.178,4,0.140,0.133,N,0.450,SignalP-noTM
TcCLB.504053.10,0.111,52,0.105,70,0.116,20,0.097,0.101,N,0.450,SignalP-noTM
TcCLB.504055.100,0.164,30,0.190,13,0.503,4,0.388,0.297,N,0.450,SignalP-noTM
TcCLB.504055.10,0.121,49,0.111,57,0.130,55,0.100,0.105,N,0.450,SignalP-noTM
TcCLB.504055.130,0.349,65,0.277,65,0.400,45,0.161,0.230,N,0.500,SignalP-TM
TcCLB.504055.20,0.170,48,0.177,55,0.309,47,0.128,0.157,N,0.500,SignalP-TM
TcCLB.504055.30,0.174,35,0.158,51,0.324,47,0.150,0.155,N,0.500,SignalP-TM
TcCLB.504055.40,0.125,35,0.181,35,0.373,30,0.204,0.190,N,0.500,SignalP-TM
TcCLB.504055.50,0.120,40,0.160,40,0.304,29,0.177,0.167,N,0.500,SignalP-TM
TcCLB.504055.60,0.115,30,0.117,12,0.146,1,0.114,0.115,N,0.450,SignalP-noTM
TcCLB.504055.81,0.131,49,0.142,12,0.258,1,0.131,0.136,N,0.450,SignalP-noTM
TcCLB.504057.104,0.112,34,0.111,34,0.122,20,0.107,0.108,N,0.450,SignalP-noTM
TcCLB.504057.110,0.246,45,0.294,45,0.786,43,0.293,0.294,N,0.500,SignalP-TM
TcCLB.504057.11,0.246,61,0.173,11,0.357,1,0.262,0.209,N,0.500,SignalP-TM
TcCLB.504057.120,0.245,29,0.211,29,0.238,3,0.184,0.200,N,0.500,SignalP-TM
TcCLB.504057.130,0.110,31,0.112,41,0.127,40,0.105,0.108,N,0.450,SignalP-noTM
TcCLB.504057.140,0.120,60,0.109,60,0.114,29,0.098,0.103,N,0.450,SignalP-noTM
TcCLB.504057.145,0.295,40,0.212,40,0.248,4,0.140,0.183,N,0.500,SignalP-TM
TcCLB.504057.150,0.326,17,0.434,17,0.706,4,0.563,0.504,Y,0.450,SignalP-noTM
TcCLB.504057.160,0.109,41,0.110,54,0.121,38,0.100,0.104,N,0.450,SignalP-noTM
TcCLB.504057.170,0.109,35,0.107,63,0.139,9,0.103,0.105,N,0.450,SignalP-noTM
TcCLB.504057.178,0.118,18,0.109,41,0.124,4,0.105,0.107,N,0.450,SignalP-noTM
TcCLB.504057.21,0.142,58,0.123,58,0.149,50,0.098,0.109,N,0.450,SignalP-noTM
TcCLB.504057.30,0.114,8,0.131,14,0.219,7,0.160,0.146,N,0.450,SignalP-noTM
TcCLB.504057.40,0.110,49,0.119,12,0.139,1,0.127,0.123,N,0.450,SignalP-noTM
TcCLB.504057.45,0.136,19,0.137,19,0.182,16,0.137,0.137,N,0.450,SignalP-noTM
TcCLB.504057.50,0.108,39,0.115,12,0.155,2,0.117,0.116,N,0.450,SignalP-noTM
TcCLB.504057.60,0.109,35,0.108,39,0.125,28,0.100,0.103,N,0.450,SignalP-noTM
TcCLB.504057.65,0.118,37,0.132,37,0.231,33,0.145,0.139,N,0.450,SignalP-noTM
TcCLB.504057.70,0.109,59,0.112,21,0.138,28,0.115,0.113,N,0.450,SignalP-noTM
TcCLB.504057.80,0.144,50,0.145,50,0.226,47,0.071,0.116,N,0.500,SignalP-TM
TcCLB.504057.90,0.163,37,0.151,13,0.290,11,0.212,0.176,N,0.500,SignalP-TM
TcCLB.504057.97,0.116,41,0.113,12,0.132,1,0.104,0.108,N,0.450,SignalP-noTM
TcCLB.504073.10,0.238,23,0.155,23,0.143,1,0.101,0.126,N,0.450,SignalP-noTM
TcCLB.504073.20,0.108,57,0.109,57,0.130,45,0.100,0.104,N,0.450,SignalP-noTM
TcCLB.504073.30,0.124,60,0.145,12,0.243,1,0.144,0.144,N,0.450,SignalP-noTM
TcCLB.504075.10,0.110,33,0.134,12,0.211,2,0.151,0.143,N,0.450,SignalP-noTM
TcCLB.504075.3,0.133,45,0.129,45,0.226,41,0.109,0.118,N,0.450,SignalP-noTM
TcCLB.504075.6,0.107,28,0.105,47,0.117,43,0.102,0.103,N,0.450,SignalP-noTM
TcCLB.504077.30,0.122,28,0.178,11,0.379,1,0.217,0.199,N,0.450,SignalP-noTM
TcCLB.504077.40,0.108,58,0.107,70,0.140,50,0.100,0.103,N,0.450,SignalP-noTM
TcCLB.504077.50,0.110,40,0.104,40,0.110,20,0.098,0.101,N,0.450,SignalP-noTM
TcCLB.504077.60,0.172,17,0.145,17,0.148,15,0.120,0.132,N,0.450,SignalP-noTM
TcCLB.504083.20,0.111,57,0.105,62,0.110,49,0.096,0.100,N,0.450,SignalP-noTM
TcCLB.504087.10,0.154,36,0.136,36,0.220,29,0.119,0.126,N,0.450,SignalP-noTM
TcCLB.504087.20,0.711,39,0.568,39,0.718,32,0.248,0.440,N,0.500,SignalP-TM
TcCLB.504089.14,0.149,28,0.152,28,0.314,35,0.157,0.155,N,0.450,SignalP-noTM
TcCLB.504089.30,0.176,19,0.159,19,0.171,4,0.139,0.149,N,0.450,SignalP-noTM
TcCLB.504089.40,0.613,23,0.584,23,0.710,1,0.557,0.569,Y,0.450,SignalP-noTM
TcCLB.504089.50,0.131,20,0.108,20,0.111,51,0.088,0.097,N,0.450,SignalP-noTM
TcCLB.504089.54,0.116,17,0.106,17,0.120,20,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.504089.60,0.108,63,0.116,11,0.152,5,0.131,0.124,N,0.450,SignalP-noTM
TcCLB.504089.70,0.109,39,0.106,12,0.120,54,0.106,0.106,N,0.450,SignalP-noTM
TcCLB.504089.79,0.112,54,0.106,35,0.139,17,0.104,0.105,N,0.450,SignalP-noTM
TcCLB.504097.10,0.263,29,0.312,29,0.761,1,0.412,0.366,N,0.450,SignalP-noTM
TcCLB.504097.20,0.158,21,0.149,21,0.164,7,0.139,0.144,N,0.450,SignalP-noTM
TcCLB.504097.30,0.229,26,0.275,19,0.454,3,0.351,0.316,N,0.450,SignalP-noTM
TcCLB.504097.40,0.108,15,0.109,15,0.149,12,0.112,0.111,N,0.450,SignalP-noTM
TcCLB.504097.4,0.110,20,0.112,20,0.140,2,0.115,0.114,N,0.450,SignalP-noTM
TcCLB.504099.10,0.108,37,0.104,37,0.115,29,0.095,0.099,N,0.450,SignalP-noTM
TcCLB.504099.15,0.170,34,0.142,25,0.201,5,0.149,0.145,N,0.500,SignalP-TM
TcCLB.504099.21,0.112,54,0.122,36,0.229,32,0.131,0.127,N,0.450,SignalP-noTM
TcCLB.504099.26,0.109,26,0.188,11,0.418,1,0.236,0.214,N,0.450,SignalP-noTM
TcCLB.504099.30,0.193,38,0.158,38,0.254,5,0.140,0.149,N,0.450,SignalP-noTM
TcCLB.504099.40,0.155,19,0.154,19,0.186,1,0.145,0.149,N,0.450,SignalP-noTM
TcCLB.504099.50,0.159,66,0.224,64,0.517,45,0.204,0.216,N,0.500,SignalP-TM
TcCLB.504099.70,0.116,48,0.107,11,0.123,1,0.099,0.103,N,0.450,SignalP-noTM
TcCLB.504099.80,0.164,27,0.184,18,0.317,1,0.257,0.213,N,0.500,SignalP-TM
TcCLB.504101.10,0.412,26,0.479,26,0.691,25,0.497,0.486,N,0.500,SignalP-TM
TcCLB.504101.40,0.148,63,0.223,60,0.433,51,0.191,0.210,N,0.500,SignalP-TM
TcCLB.504101.50,0.167,64,0.218,64,0.394,59,0.179,0.202,N,0.500,SignalP-TM
TcCLB.504103.100,0.268,20,0.452,20,0.853,3,0.756,0.616,Y,0.450,SignalP-noTM
TcCLB.504103.10,0.127,53,0.142,53,0.268,8,0.149,0.146,N,0.450,SignalP-noTM
TcCLB.504103.109,0.122,44,0.114,11,0.145,43,0.111,0.112,N,0.450,SignalP-noTM
TcCLB.504103.20,0.188,38,0.247,30,0.542,7,0.351,0.303,N,0.450,SignalP-noTM
TcCLB.504103.30,0.120,23,0.118,23,0.142,21,0.117,0.117,N,0.450,SignalP-noTM
TcCLB.504103.3,0.839,31,0.890,31,0.984,18,0.943,0.918,Y,0.450,SignalP-noTM
TcCLB.504103.40,0.137,22,0.185,22,0.423,7,0.250,0.220,N,0.450,SignalP-noTM
TcCLB.504103.50,0.142,43,0.122,43,0.161,48,0.103,0.112,N,0.450,SignalP-noTM
TcCLB.504103.60,0.200,30,0.224,30,0.423,7,0.296,0.253,N,0.500,SignalP-TM
TcCLB.504103.6,0.117,22,0.110,12,0.132,1,0.101,0.105,N,0.450,SignalP-noTM
TcCLB.504103.70,0.237,41,0.165,41,0.174,12,0.125,0.143,N,0.450,SignalP-noTM
TcCLB.504103.80,0.122,38,0.114,44,0.211,43,0.103,0.108,N,0.450,SignalP-noTM
TcCLB.504103.90,0.181,28,0.141,28,0.130,27,0.111,0.125,N,0.450,SignalP-noTM
TcCLB.504107.10,0.119,45,0.109,45,0.122,1,0.098,0.103,N,0.450,SignalP-noTM
TcCLB.504111.10,0.110,42,0.109,42,0.118,36,0.103,0.105,N,0.450,SignalP-noTM
TcCLB.504111.20,0.111,60,0.113,11,0.131,1,0.106,0.109,N,0.450,SignalP-noTM
TcCLB.504111.30,0.128,18,0.138,18,0.226,15,0.151,0.145,N,0.450,SignalP-noTM
TcCLB.504111.40,0.826,31,0.878,31,0.991,21,0.932,0.907,Y,0.450,SignalP-noTM
TcCLB.504111.49,0.119,48,0.110,48,0.170,46,0.098,0.103,N,0.450,SignalP-noTM
TcCLB.504117.20,0.129,22,0.119,22,0.126,6,0.110,0.114,N,0.450,SignalP-noTM
TcCLB.504117.50,0.109,46,0.107,46,0.125,28,0.099,0.103,N,0.450,SignalP-noTM
TcCLB.504117.9,0.175,51,0.139,51,0.157,50,0.101,0.118,N,0.450,SignalP-noTM
TcCLB.504119.10,0.108,48,0.101,37,0.106,16,0.093,0.097,N,0.450,SignalP-noTM
TcCLB.504119.20,0.152,18,0.212,18,0.526,12,0.294,0.256,N,0.450,SignalP-noTM
TcCLB.504119.29,0.119,58,0.109,58,0.119,22,0.101,0.105,N,0.450,SignalP-noTM
TcCLB.504119.4,0.132,20,0.144,11,0.232,1,0.153,0.149,N,0.450,SignalP-noTM
TcCLB.504125.100,0.162,26,0.202,26,0.483,1,0.301,0.241,N,0.500,SignalP-TM
TcCLB.504125.10,0.123,19,0.129,19,0.168,1,0.128,0.128,N,0.450,SignalP-noTM
TcCLB.504125.120,0.115,40,0.107,40,0.111,34,0.095,0.101,N,0.450,SignalP-noTM
TcCLB.504125.20,0.131,50,0.139,60,0.289,49,0.126,0.134,N,0.500,SignalP-TM
TcCLB.504125.30,0.108,36,0.107,11,0.129,2,0.105,0.106,N,0.450,SignalP-noTM
TcCLB.504125.40,0.184,18,0.235,18,0.479,12,0.317,0.268,N,0.500,SignalP-TM
TcCLB.504125.50,0.148,30,0.213,17,0.540,1,0.388,0.283,N,0.500,SignalP-TM
TcCLB.504125.60,0.108,42,0.104,69,0.110,1,0.096,0.100,N,0.450,SignalP-noTM
TcCLB.504125.64,0.115,20,0.107,35,0.115,30,0.099,0.103,N,0.450,SignalP-noTM
TcCLB.504125.70,0.111,31,0.107,31,0.132,13,0.102,0.104,N,0.450,SignalP-noTM
TcCLB.504125.80,0.140,28,0.166,28,0.258,2,0.205,0.187,N,0.450,SignalP-noTM
TcCLB.504125.90,0.112,54,0.125,11,0.198,2,0.145,0.136,N,0.450,SignalP-noTM
TcCLB.504127.10,0.162,21,0.262,46,0.583,33,0.353,0.298,N,0.500,SignalP-TM
TcCLB.504127.20,0.306,35,0.526,35,0.971,16,0.890,0.723,Y,0.450,SignalP-noTM
TcCLB.504127.30,0.239,30,0.380,30,0.780,25,0.493,0.425,N,0.500,SignalP-TM
TcCLB.504129.10,0.167,43,0.279,37,0.737,30,0.416,0.334,N,0.500,SignalP-TM
TcCLB.504129.20,0.201,18,0.221,18,0.449,25,0.237,0.230,N,0.450,SignalP-noTM
TcCLB.504129.30,0.370,42,0.491,17,0.878,1,0.744,0.628,Y,0.450,SignalP-noTM
TcCLB.504129.40,0.261,29,0.284,29,0.644,1,0.343,0.316,N,0.450,SignalP-noTM
TcCLB.504129.50,0.160,48,0.132,48,0.155,2,0.114,0.122,N,0.450,SignalP-noTM
TcCLB.504133.15,0.112,35,0.108,13,0.127,2,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.504133.30,0.109,64,0.106,15,0.121,14,0.103,0.104,N,0.450,SignalP-noTM
TcCLB.504133.45,0.135,26,0.217,16,0.477,15,0.383,0.283,N,0.500,SignalP-TM
TcCLB.504137.100,0.846,31,0.843,31,0.969,18,0.859,0.852,Y,0.450,SignalP-noTM
TcCLB.504137.10,0.109,60,0.104,69,0.121,5,0.098,0.101,N,0.450,SignalP-noTM
TcCLB.504137.110,0.111,37,0.124,27,0.178,8,0.140,0.133,N,0.450,SignalP-noTM
TcCLB.504137.120,0.144,18,0.279,18,0.679,14,0.515,0.406,N,0.450,SignalP-noTM
TcCLB.504137.130,0.180,30,0.156,30,0.304,29,0.140,0.147,N,0.450,SignalP-noTM
TcCLB.504137.140,0.110,51,0.106,28,0.132,38,0.102,0.104,N,0.450,SignalP-noTM
TcCLB.504137.150,0.108,45,0.104,45,0.110,29,0.095,0.099,N,0.450,SignalP-noTM
TcCLB.504137.160,0.125,17,0.131,45,0.180,24,0.126,0.128,N,0.450,SignalP-noTM
TcCLB.504137.20,0.430,35,0.206,11,0.566,2,0.410,0.287,N,0.500,SignalP-TM
TcCLB.504137.30,0.343,19,0.508,19,0.876,13,0.764,0.610,Y,0.500,SignalP-TM
TcCLB.504137.40,0.123,18,0.123,18,0.151,1,0.115,0.119,N,0.450,SignalP-noTM
TcCLB.504137.50,0.115,23,0.110,23,0.125,19,0.104,0.107,N,0.450,SignalP-noTM
TcCLB.504137.60,0.115,53,0.110,53,0.129,52,0.102,0.106,N,0.450,SignalP-noTM
TcCLB.504137.70,0.108,25,0.106,11,0.116,10,0.105,0.105,N,0.450,SignalP-noTM
TcCLB.504137.80,0.111,19,0.126,12,0.169,2,0.135,0.131,N,0.450,SignalP-noTM
TcCLB.504137.90,0.117,29,0.116,29,0.152,16,0.116,0.116,N,0.450,SignalP-noTM
TcCLB.504139.10,0.150,28,0.291,12,0.844,8,0.780,0.555,Y,0.450,SignalP-noTM
TcCLB.504143.10,0.337,23,0.207,23,0.194,2,0.127,0.163,N,0.450,SignalP-noTM
TcCLB.504143.20,0.155,32,0.245,22,0.708,2,0.393,0.325,N,0.450,SignalP-noTM
TcCLB.504143.30,0.123,50,0.123,12,0.167,1,0.117,0.119,N,0.450,SignalP-noTM
TcCLB.504147.10,0.159,21,0.152,21,0.192,10,0.144,0.148,N,0.450,SignalP-noTM
TcCLB.504147.110,0.113,37,0.183,11,0.350,1,0.280,0.235,N,0.450,SignalP-noTM
TcCLB.504147.120,0.119,23,0.106,23,0.114,1,0.095,0.100,N,0.450,SignalP-noTM
TcCLB.504147.130,0.152,20,0.212,20,0.444,3,0.286,0.252,N,0.450,SignalP-noTM
TcCLB.504147.140,0.111,40,0.143,12,0.303,2,0.167,0.156,N,0.450,SignalP-noTM
TcCLB.504147.150,0.109,32,0.107,38,0.115,23,0.102,0.104,N,0.450,SignalP-noTM
TcCLB.504147.160,0.124,46,0.117,13,0.196,5,0.134,0.126,N,0.450,SignalP-noTM
TcCLB.504147.170,0.131,21,0.150,16,0.228,8,0.181,0.167,N,0.450,SignalP-noTM
