gene_id	gene_name	enc	cai
TcCLB.506239.10	hypothetical protein, conserved	54.37	0.63
TcCLB.506239.20	hypothetical protein, conserved	55.527	0.594
TcCLB.506239.30	lectin, putative (AG38)	47.602	0.629
TcCLB.506239.40	hypothetical protein, conserved	54.025	0.618
TcCLB.506239.50	palmitoyl acyltransferase 6, putative	52.159	0.598
TcCLB.506239.60	hypothetical protein, conserved	54.87	0.657
TcCLB.506243.110	expression site-associated gene (ESAG-like) protein, putative,expression site-associated gene 3 (ESAG3-like) protein, putative	53.786	0.626
TcCLB.506243.50	dispersed gene family protein 1 (DGF-1, pseudogene), putative	40.339	0.74
TcCLB.506249.10	hypothetical protein, conserved	57.629	0.616
TcCLB.506249.20	protein transport protein Sec23A, putative	56.819	0.569
TcCLB.506249.40	hypothetical protein, conserved	56.373	0.575
TcCLB.506249.60	40S ribosomal protein S8, putative	54.285	0.643
TcCLB.506249.70	ABC transporter, putative	54.647	0.593
TcCLB.506251.10	hypothetical protein, conserved	56.027	0.581
TcCLB.506251.100	Poly(A)-specific ribonuclease PARN, putative	48.808	0.439
TcCLB.506251.20	hypothetical protein, conserved	55.997	0.536
TcCLB.506251.30	hypothetical protein, conserved	56.486	0.59
TcCLB.506251.40	hypothetical protein	56.943	0.577
TcCLB.506251.50	ATPase, putative	57.46	0.593
TcCLB.506265.10	hypothetical protein, conserved	52.971	0.536
TcCLB.506265.100	ATP-dependent RNA helicase, putative	56.687	0.567
TcCLB.506265.110	hypothetical protein, conserved	55.785	0.584
TcCLB.506265.114	hypothetical protein, conserved	57.121	0.628
TcCLB.506265.120	hypothetical protein, conserved	57.126	0.519
TcCLB.506265.140	hypothetical protein, conserved	55.862	0.607
TcCLB.506265.160	hypothetical protein, conserved	50.768	0.652
TcCLB.506265.170	hypothetical protein, conserved	57.984	0.56
TcCLB.506265.180	hypothetical protein, conserved	54.863	0.606
TcCLB.506265.190	hypothetical protein, conserved	55.982	0.604
TcCLB.506265.20	hypothetical protein, conserved	56.793	0.548
TcCLB.506265.200	hypothetical protein, conserved	47.329	0.674
TcCLB.506265.30	mitochondrial DNA polymerase I protein A, putative	56.401	0.57
TcCLB.506265.45	chaperone DNAJ protein, putative	58.19	0.573
TcCLB.506265.50	hypothetical protein, conserved	61.0	0.553
TcCLB.506265.60	hypothetical protein, conserved	57.374	0.553
TcCLB.506265.70	hypothetical protein, conserved	60.111	0.508
TcCLB.506265.80	hypothetical protein, conserved	59.767	0.569
TcCLB.506265.90	hypothetical protein, conserved	54.491	0.593
TcCLB.506267.10	mucin-associated surface protein (MASP), putative	56.624	0.579
TcCLB.506267.19	hypothetical protein	53.493	0.587
TcCLB.506267.48	hypothetical protein	52.816	0.57
TcCLB.506267.60	mucin TcMUCII, putative	52.553	0.591
TcCLB.506267.70	mucin-associated surface protein (MASP), putative	55.368	0.503
TcCLB.506267.80	mucin-associated surface protein (MASP), putative	56.224	0.52
TcCLB.506267.90	mucin-associated surface protein (MASP), putative	61.0	0.518
TcCLB.506269.10	mucin-associated surface protein (MASP), putative	59.562	0.529
TcCLB.506269.40	mucin-associated surface protein (MASP), putative	44.22	0.412
TcCLB.506269.59	hypothetical protein (pseudogene)	57.977	0.588
TcCLB.506269.70	mucin TcMUCII, putative	59.092	0.626
TcCLB.506269.79	mucin-associated surface protein (MASP, pseudogene), putative	58.487	0.531
TcCLB.506269.90	mucin TcMUCII, putative	59.061	0.558
TcCLB.506285.10	hypothetical protein	51.509	0.583
TcCLB.506285.120	mucin TcMUCII, putative	52.267	0.588
TcCLB.506285.40	mucin-associated surface protein (MASP, pseudogene), putative	53.325	0.508
TcCLB.506285.50	mucin TcMUCII, putative	48.309	0.598
TcCLB.506285.80	hypothetical protein	57.063	0.587
TcCLB.506285.90	mucin TcMUCII, putative	50.511	0.599
TcCLB.506287.100	hypothetical protein, conserved	57.042	0.558
TcCLB.506287.120	hypothetical protein	56.286	0.596
TcCLB.506287.130	hypothetical protein, conserved	56.379	0.6
TcCLB.506287.150	GTP-binding protein, putative	55.588	0.531
TcCLB.506287.170	hypothetical protein, conserved	55.948	0.556
TcCLB.506287.180	hypothetical protein, conserved	57.405	0.549
TcCLB.506287.20	hypothetical protein, conserved	54.173	0.553
TcCLB.506287.200	DNA ligase, putative,mitochondrial DNA ligase homolog, putative	49.997	0.624
TcCLB.506287.209	DNA ligase, putative	61.0	0.531
TcCLB.506287.80	hypothetical protein, conserved	56.992	0.549
TcCLB.506287.9	hypothetical protein, conserved	58.02	0.513
TcCLB.506287.90	hypothetical protein, conserved	54.046	0.542
TcCLB.506289.110	surface protease GP63 (pseudogene), putative	51.555	0.615
TcCLB.506289.120	mucin-associated surface protein (MASP), putative	59.108	0.552
TcCLB.506289.130	hypothetical protein	57.589	0.626
TcCLB.506289.140	surface protease GP63, putative	51.559	0.611
TcCLB.506289.150	mucin-associated surface protein (MASP), putative	59.752	0.543
TcCLB.506289.160	hypothetical protein	58.314	0.624
TcCLB.506289.170	surface protease GP63, putative	51.189	0.622
TcCLB.506289.180	mucin-associated surface protein (MASP, pseudogene), putative	59.45	0.552
TcCLB.506289.20	hypothetical protein, conserved	58.827	0.572
TcCLB.506289.200	hypothetical protein	57.363	0.626
TcCLB.506289.210	surface protease GP63, putative	51.109	0.621
TcCLB.506289.230	mucin-associated surface protein (MASP, pseudogene), putative	61.0	0.542
TcCLB.506289.240	hypothetical protein	57.085	0.628
TcCLB.506289.30	hypothetical protein, conserved	54.449	0.626
TcCLB.506289.40	hypothetical protein, conserved	51.645	0.616
TcCLB.506289.50	hypothetical protein, conserved	53.201	0.63
TcCLB.506289.60	hypothetical protein, conserved	52.166	0.608
TcCLB.506289.70	hypothetical protein, conserved	58.359	0.581
TcCLB.506289.74	chaperone DNAJ protein, putative	53.406	0.568
TcCLB.506289.80	small GTP-binding protein Rab32, putative	59.148	0.572
TcCLB.506289.94	mucin-like glycoprotein, putative	51.974	0.649
TcCLB.506291.10	mucin-associated surface protein (MASP), putative	58.327	0.552
TcCLB.506291.20	hypothetical protein	57.975	0.619
TcCLB.506311.20	palmitoyl acyltransferase 2, putative	55.748	0.555
TcCLB.506311.30	hypothetical protein, conserved	59.248	0.617
TcCLB.506341.10	N-acetylglucosamine-6-phosphate deacetylase-like protein, putative	59.641	0.549
TcCLB.506341.30	beta galactofuranosyl glycosyltransferase, putative	56.896	0.577
TcCLB.506341.50	trans-sialidase, Group VIII, putative	56.431	0.579
TcCLB.506343.10	protein kinase, putative,serine/threonine protein kinase, putative	60.154	0.538
TcCLB.506343.20	dispersed gene family protein 1 (DGF-1, pseudogene), putative	38.002	0.772
TcCLB.506345.100	beta galactofuranosyl glycosyltransferase (pseudogene), putative	55.123	0.584
TcCLB.506345.40	trans-sialidase, Group II, putative	52.796	0.601
TcCLB.506345.90	trans-sialidase, Group II, putative	55.41	0.582
TcCLB.506351.20	hypothetical protein, conserved	54.845	0.639
TcCLB.506351.30	hypothetical protein, conserved	55.538	0.594
TcCLB.506351.40	ribonuclease H1, putative	56.323	0.603
TcCLB.506351.50	hypothetical protein	58.216	0.57
TcCLB.506351.60	hypothetical protein, conserved	56.468	0.541
TcCLB.506351.70	hypothetical protein, conserved	53.921	0.587
TcCLB.506351.80	oligopeptidase B-like protein, putative,serine peptidase, clan SC, family S9A-like protein, putative	52.834	0.643
TcCLB.506351.90	surface protease GP63, putative	53.054	0.634
TcCLB.506357.10	hypothetical protein, conserved	55.862	0.587
TcCLB.506357.100	RNA polymerase subunit, putative,DNA-directed RNA polymerase I subunit, putative	55.398	0.573
TcCLB.506357.110	hypothetical protein, conserved	56.499	0.557
TcCLB.506357.120	ethanolamine phosphotransferase, putative	55.262	0.604
TcCLB.506357.130	hypothetical protein, conserved	55.028	0.562
TcCLB.506357.140	periodic tryptophan protein 2, putative	54.709	0.574
TcCLB.506357.150	hypothetical protein, conserved	56.124	0.553
TcCLB.506357.160	hypothetical protein, conserved	56.942	0.528
TcCLB.506357.170	serine/threonine protein phosphatase, putative	55.728	0.556
TcCLB.506357.180	hypothetical protein	56.83	0.525
TcCLB.506357.190	hypothetical protein, conserved	58.426	0.524
TcCLB.506357.20	hypothetical protein, conserved	55.991	0.537
TcCLB.506357.40	elongation factor Tu, putative	48.634	0.651
TcCLB.506357.50	alcohol dehydrogenase, putative	56.642	0.638
TcCLB.506357.60	hypothetical protein, conserved	57.663	0.535
TcCLB.506357.80	hypothetical protein, conserved	56.683	0.518
TcCLB.506357.90	DNA-directed RNA polymerase II/III subunit, putative	57.442	0.608
TcCLB.506359.10	hypothetical protein, conserved	54.533	0.526
TcCLB.506359.30	hypothetical protein, conserved (pseudogene)	57.026	0.547
TcCLB.506359.40	hypothetical protein, conserved	58.573	0.528
TcCLB.506359.60	UTP-glucose-1-phosphate uridylyltransferase 2, putative	54.124	0.593
TcCLB.506359.70	hypothetical protein, conserved	57.861	0.544
TcCLB.506359.90	hypothetical protein, conserved	58.825	0.509
TcCLB.506363.10	hypothetical protein	55.019	0.537
TcCLB.506363.100	hypothetical protein, conserved	58.163	0.6
TcCLB.506363.110	RNA editing ligase, putative,RNA editing complex protein, putative	57.679	0.607
TcCLB.506363.120	hypothetical protein, conserved	52.538	0.636
TcCLB.506363.130	hypothetical protein, conserved	57.876	0.583
TcCLB.506363.140	hypothetical protein, conserved	58.067	0.585
TcCLB.506363.150	soluble N-ethylmaleimide sensitive factor (NSF) attachment protein, putative	56.074	0.593
TcCLB.506363.20	hypothetical protein, conserved	58.462	0.491
TcCLB.506363.30	hypothetical protein, conserved	55.032	0.484
TcCLB.506363.50	hypothetical protein, conserved	57.69	0.536
TcCLB.506363.60	f-actin capping protein beta subunit, putative	58.274	0.519
TcCLB.506363.70	aminoacylase, putative,N-acyl-L-amino acid amidohydrolase, putative	50.559	0.663
TcCLB.506363.90	aminoacylase, putative,N-acyl-L-amino acid amidohydrolase, putative	50.959	0.644
TcCLB.506367.100	hypothetical protein, conserved	55.644	0.584
TcCLB.506367.120	hypothetical protein, conserved	54.998	0.55
TcCLB.506367.140	hypothetical protein, conserved	56.425	0.579
TcCLB.506367.160	hypothetical protein, conserved	58.479	0.538
TcCLB.506367.170	hypothetical protein	56.002	0.553
TcCLB.506367.180	vesicular transport protein (CDC48 homologue), putative	54.739	0.598
TcCLB.506367.20	hypothetical protein, conserved	58.146	0.56
TcCLB.506367.30	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	55.977	0.593
TcCLB.506367.40	hypothetical protein, conserved	57.43	0.565
TcCLB.506367.50	hypothetical protein, conserved	55.648	0.514
TcCLB.506367.60	vacuolar protein sorting protein 16, putative	59.973	0.548
TcCLB.506367.70	hypothetical protein, conserved	55.321	0.599
TcCLB.506367.80	hypothetical protein	59.325	0.524
TcCLB.506367.89	hypothetical protein, conserved	59.06	0.558
TcCLB.506369.20	transporter, putative	53.312	0.563
TcCLB.506369.30	hypothetical protein, conserved	55.377	0.554
TcCLB.506369.40	hypothetical protein, conserved	56.56	0.553
TcCLB.506369.50	hypothetical protein, conserved	54.819	0.641
TcCLB.506369.60	hypothetical protein, conserved	54.243	0.545
TcCLB.506375.10	tryptophanyl-tRNA synthetase, putative	45.185	0.705
TcCLB.506375.100	hypothetical protein	58.43	0.541
TcCLB.506375.120	hypothetical protein, conserved	54.788	0.541
TcCLB.506375.50	dispersed gene family protein 1 (DGF-1), putative	39.371	0.753
TcCLB.506375.60	tryptophanyl-tRNA synthetase, putative	48.127	0.672
TcCLB.506375.70	hypothetical protein, conserved	46.726	0.673
TcCLB.506375.80	hypothetical protein, conserved	53.899	0.543
TcCLB.506375.90	hypothetical protein, conserved	58.68	0.583
TcCLB.506397.10	trans-sialidase, Group II, putative	53.376	0.609
TcCLB.506399.20	hypothetical protein, conserved	46.202	0.661
TcCLB.506399.30	hypothetical protein, conserved	45.232	0.717
TcCLB.506399.40	hypothetical protein, conserved	59.268	0.597
TcCLB.506399.60	hypothetical protein, conserved	53.921	0.61
TcCLB.506399.70	hypothetical protein, conserved	51.132	0.633
TcCLB.506399.80	hypothetical protein, conserved	59.191	0.565
TcCLB.506401.100	DNA polymerase sigma, putative	56.325	0.567
TcCLB.506401.110	protein kinase, putative	56.962	0.525
TcCLB.506401.140	hypothetical protein, conserved	57.591	0.567
TcCLB.506401.150	hypothetical protein, conserved	59.064	0.553
TcCLB.506401.160	hypothetical protein, conserved	49.836	0.62
TcCLB.506401.170	plasma membrane Ca2  ATPase	43.93	0.7
TcCLB.506401.180	hypothetical protein, conserved	51.68	0.649
TcCLB.506401.190	hypothetical protein, conserved	46.278	0.564
TcCLB.506401.200	hypothetical protein, conserved	52.65	0.574
TcCLB.506401.210	hypothetical protein, conserved	54.248	0.594
TcCLB.506401.220	electron transfer flavoprotein-ubiquinone oxidoreductase, putative	56.731	0.618
TcCLB.506401.230	hypothetical protein, conserved	55.974	0.571
TcCLB.506401.24	hypothetical protein, conserved	57.211	0.554
TcCLB.506401.240	hypothetical protein, conserved	55.964	0.574
TcCLB.506401.250	hypothetical protein, conserved	56.411	0.565
TcCLB.506401.280	hypothetical protein, conserved	57.157	0.546
TcCLB.506401.290	hypothetical protein, conserved	58.009	0.55
TcCLB.506401.300	hypothetical protein, conserved	56.44	0.561
TcCLB.506401.304	mitochondrial carrier protein, putative	58.628	0.578
TcCLB.506401.310	hypothetical protein, conserved	47.986	0.548
TcCLB.506401.320	60S ribosomal protein L7a, putative	43.302	0.742
TcCLB.506401.330	hypothetical protein, conserved	54.441	0.62
TcCLB.506401.350	hypothetical protein, conserved	55.773	0.48
TcCLB.506401.370	hypothetical protein, conserved	55.233	0.457
TcCLB.506401.380	surface protease GP63, putative	57.883	0.584
TcCLB.506401.50	malonyl-CoA decarboxylase, mitochondrial precursor, putative	54.412	0.566
TcCLB.506401.70	vacuolar protein sorting protein 18, putative	55.046	0.541
TcCLB.506401.80	hypothetical protein, conserved	57.517	0.524
TcCLB.506405.10	phosphomannomutase-like protein, putative	59.485	0.557
TcCLB.506405.100	hypothetical protein, conserved	55.383	0.521
TcCLB.506405.110	ribosomal protein L13, putative	57.713	0.574
TcCLB.506405.120	V-type ATPase, A subunit, putative	50.695	0.589
TcCLB.506405.140	hypothetical protein, conserved	57.507	0.579
TcCLB.506405.20	hypothetical protein, conserved	54.951	0.555
TcCLB.506405.30	actin-like protein, putative	54.534	0.553
TcCLB.506405.40	hypothetical protein, conserved	56.641	0.558
TcCLB.506405.43	hypothetical protein, conserved	57.618	0.56
TcCLB.506405.50	serine-palmitoyl-CoA transferase, putative	56.107	0.59
TcCLB.506405.60	hypothetical protein, conserved	53.99	0.501
TcCLB.506405.70	hypothetical protein, conserved	58.57	0.559
TcCLB.506405.90	hypothetical protein, conserved	54.896	0.497
TcCLB.506407.10	lysosomal alpha-mannosidase precursor, putative	57.181	0.58
TcCLB.506407.100	hypothetical protein, conserved	55.364	0.497
TcCLB.506407.20	hypothetical protein, conserved	53.458	0.588
TcCLB.506407.30	hypothetical protein, conserved	56.173	0.569
TcCLB.506407.40	hypothetical protein, conserved	55.413	0.545
TcCLB.506407.50	hypothetical protein, conserved	54.516	0.616
TcCLB.506407.70	hypothetical protein, conserved	51.312	0.617
TcCLB.506407.80	hypothetical protein, conserved	56.506	0.575
TcCLB.506407.90	hypothetical protein, conserved	54.847	0.531
TcCLB.506409.10	hypothetical protein	51.913	0.546
TcCLB.506409.100	mucin TcMUCII, putative	54.275	0.565
TcCLB.506409.110	hypothetical protein	54.857	0.601
TcCLB.506409.140	mucin TcMUCII, putative	56.924	0.573
TcCLB.506409.170	trans-sialidase, Group VI, putative	53.158	0.587
TcCLB.506409.200	mucin TcMUCII, putative	55.923	0.583
TcCLB.506409.220	hypothetical protein	53.807	0.492
TcCLB.506409.230	hypothetical protein, conserved	55.327	0.495
TcCLB.506409.240	glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain, putative	47.24	0.663
TcCLB.506409.30	mucin-associated surface protein (MASP), putative	58.367	0.519
TcCLB.506409.90	mucin-associated surface protein (MASP), putative	58.142	0.525
TcCLB.506411.10	thimet oligopeptidase, putative,metallo-peptidase, clan MA(E), family M3, putative	56.33	0.514
TcCLB.506411.20	hypothetical protein, conserved	53.983	0.509
TcCLB.506411.30	proline oxidase, putative	54.823	0.525
TcCLB.506413.10	CDP-diacylglycerol synthetase, putative	58.991	0.544
TcCLB.506413.40	hypothetical protein, conserved	59.535	0.56
TcCLB.506413.50	hypothetical protein, conserved	56.512	0.55
TcCLB.506413.70	hypothetical protein, conserved	55.053	0.624
TcCLB.506413.80	cyclophilin, putative	51.328	0.593
TcCLB.506455.30	trans-sialidase, Group II, putative	53.151	0.587
TcCLB.506457.10	methionine aminopeptidase 2, putative,metallo-peptidase, Clan MG, Family M24, putative	53.951	0.647
TcCLB.506457.110	hypothetical protein, conserved	56.228	0.563
TcCLB.506457.120	hypothetical protein, conserved	57.152	0.573
TcCLB.506457.130	hypothetical protein, conserved	53.991	0.569
TcCLB.506457.140	hypothetical protein, conserved	53.403	0.561
TcCLB.506457.20	hypothetical protein, conserved	51.433	0.626
TcCLB.506457.30	hypoxanthine-guanine phosphoribosyltransferase, putative	49.754	0.66
TcCLB.506457.40	hypoxanthine-guanine phosphoribosyltransferase, putative	54.168	0.619
TcCLB.506457.50	serine/threonine protein kinase, putative	53.559	0.569
TcCLB.506457.60	2-aminoethylphosphonate:pyruvateaminotransferase- likeprotein,putative	53.96	0.648
TcCLB.506457.70	hypothetical protein, conserved	51.714	0.571
TcCLB.506457.80	hypothetical protein, conserved	58.028	0.548
TcCLB.506457.90	hypothetical protein	49.968	0.652
TcCLB.506457.99	hypothetical protein, conserved	58.917	0.578
TcCLB.506463.10	metallopeptidase, putative,metallo-peptidase, clan MP, family M67, putative	51.185	0.595
TcCLB.506465.10	hypothetical protein, conserved	51.725	0.57
TcCLB.506465.20	hypothetical protein, conserved	55.72	0.546
TcCLB.506465.30	hypothetical protein, conserved	56.95	0.556
TcCLB.506465.40	protein kinase-like protein, putative	56.698	0.57
TcCLB.506465.5	hypothetical protein	59.506	0.564
TcCLB.506465.50	serine/threonine protein phosphatase-like protein, putative	53.745	0.59
TcCLB.506467.10	hypothetical protein, conserved	55.323	0.579
TcCLB.506467.20	hypothetical protein, conserved	52.459	0.553
TcCLB.506467.29	hypothetical protein, conserved	52.449	0.573
TcCLB.506467.4	hypothetical protein, conserved	50.968	0.523
TcCLB.506467.40	serine/threonine protein kinase, putative	50.85	0.671
TcCLB.506467.50	serine/threonine protein kinase, putative	52.73	0.648
TcCLB.506473.10	hypothetical protein, conserved	61.0	0.487
TcCLB.506473.14	hypothetical protein, conserved	61.0	0.528
TcCLB.506473.20	DnaJ chaperone protein, putative	53.507	0.584
TcCLB.506473.6	hypothetical protein, conserved	57.048	0.55
TcCLB.506481.20	hypothetical protein, conserved	58.934	0.567
TcCLB.506481.30	hypothetical protein, conserved	58.384	0.524
TcCLB.506483.10	class 3 lipase, putative	56.826	0.48
TcCLB.506483.40	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative, interrupted	47.195	0.692
TcCLB.506483.60	hypothetical protein, conserved	50.694	0.476
TcCLB.506487.37	hypothetical protein	52.039	0.492
TcCLB.506493.20	hypothetical protein	47.754	0.62
TcCLB.506493.30	hypothetical protein, conserved	54.286	0.579
TcCLB.506493.40	hypothetical protein, conserved	54.977	0.584
TcCLB.506493.50	serine/threonine protein kinase, putative	51.754	0.652
TcCLB.506493.60	hypothetical protein, conserved	54.437	0.606
TcCLB.506493.70	protein kinase, putative,serine/threonine protein kinase, putative	57.106	0.558
TcCLB.506493.80	DNA topoisomerase IA, putative	55.234	0.609
TcCLB.506493.90	calpain cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative	57.033	0.591
TcCLB.506495.10	hypothetical protein, conserved	57.199	0.473
TcCLB.506495.20	helicase-like protein, putative	55.208	0.482
TcCLB.506495.40	hypothetical protein	38.725	0.612
TcCLB.506495.50	hypothetical protein	47.484	0.605
TcCLB.506495.6	hypothetical protein, conserved	49.407	0.505
TcCLB.506499.100	hypothetical protein	61.0	0.596
TcCLB.506499.140	mucin-associated surface protein (MASP), putative	52.73	0.5
TcCLB.506499.160	mucin-associated surface protein (MASP), putative	59.131	0.494
TcCLB.506499.170	trans-sialidase, Group V, putative	52.881	0.587
TcCLB.506499.180	hypothetical protein	61.0	0.585
TcCLB.506499.190	90 kDa surface protein, putative	54.36	0.615
TcCLB.506499.200	hypothetical protein	51.96	0.604
TcCLB.506499.210	mucin-associated surface protein (MASP), putative	58.431	0.48
TcCLB.506499.220	90 kDa surface protein, putative,serine-alanine-and proline-rich protein, putative	51.272	0.641
TcCLB.506499.40	mucin-associated surface protein (MASP), putative	58.286	0.508
TcCLB.506499.70	mucin TcMUCII, putative	46.352	0.609
TcCLB.506499.80	mucin-associated surface protein (MASP), putative	58.704	0.563
TcCLB.506499.90	90 kDa surface protein, putative,serine-alanine-and proline-rich protein, putative	56.847	0.62
TcCLB.506501.10	mucin-associated surface protein (MASP), putative	56.684	0.507
TcCLB.506501.100	hypothetical protein	47.926	0.626
TcCLB.506501.110	mucin-associated surface protein (MASP), putative	54.495	0.581
TcCLB.506501.120	mucin TcMUCII, putative	47.916	0.586
TcCLB.506501.131	hypothetical protein, conserved (pseudogene)	61.0	0.588
TcCLB.506501.170	mucin TcMUCII, putative	52.738	0.575
TcCLB.506501.190	mucin TcMUCII, putative	52.093	0.596
TcCLB.506501.210	surface protease GP63 (pseudogene), putative	50.823	0.628
TcCLB.506501.220	mucin-associated surface protein (MASP), putative	53.794	0.499
TcCLB.506501.240	mucin-associated surface protein (MASP), putative	53.465	0.563
TcCLB.506501.270	syntaxin binding protein (pseudogene), putative	53.749	0.596
TcCLB.506501.290	mucin-associated surface protein (MASP), putative	53.981	0.579
TcCLB.506501.300	hypothetical protein	50.911	0.636
TcCLB.506501.350	mucin-associated surface protein (MASP), putative	46.716	0.599
TcCLB.506501.380	mucin-associated surface protein (MASP), putative	54.307	0.516
TcCLB.506501.40	mucin TcMUCII, putative	54.266	0.563
TcCLB.506501.401	hypothetical protein, conserved (pseudogene)	61.0	0.573
TcCLB.506503.10	hypothetical protein, conserved	56.181	0.591
TcCLB.506503.100	U3 snoRNA-associated protein UTP11, putative	53.784	0.566
TcCLB.506503.110	RNA-binding protein RPC40, putative,DNA-directed RNA polymerase, alpha subunit, putative	57.525	0.598
TcCLB.506503.120	hypothetical protein, conserved	55.834	0.574
TcCLB.506503.140	extracellular receptor, putative	54.593	0.573
TcCLB.506503.160	hypothetical protein, conserved	59.336	0.56
TcCLB.506503.30	hypothetical protein, conserved	58.213	0.553
TcCLB.506503.40	hypothetical protein, conserved	59.046	0.544
TcCLB.506503.50	hypothetical protein, conserved	55.172	0.566
TcCLB.506503.53	hypothetical protein	58.206	0.528
TcCLB.506503.56	hypothetical protein, conserved	55.827	0.551
TcCLB.506503.60	hypothetical protein, conserved	54.089	0.615
TcCLB.506503.69	glycosomal malate dehydrogenase, putative	51.258	0.67
TcCLB.506503.80	kinesin, putative	56.016	0.555
TcCLB.506503.90	kinesin, putative	56.273	0.556
TcCLB.506505.10	hypothetical protein, conserved	57.109	0.52
TcCLB.506505.30	hypothetical protein, conserved	49.194	0.675
TcCLB.506505.40	protein kinase, putative	58.411	0.536
TcCLB.506505.50	hypothetical protein, conserved	56.262	0.544
TcCLB.506513.100	hypothetical protein, conserved	50.028	0.623
TcCLB.506513.110	peptidase t, putative,aminotripeptidase, putative	49.12	0.697
TcCLB.506513.120	hypothetical protein, conserved	53.157	0.613
TcCLB.506513.130	kinesin (pseudogene), putative	57.299	0.558
TcCLB.506513.14	hypothetical protein, conserved	61.0	0.538
TcCLB.506513.150	hypothetical protein, conserved	55.224	0.56
TcCLB.506513.160	protein kinase, putative,polo-like protein kinase, putative	51.453	0.657
TcCLB.506513.170	hypothetical protein, conserved (pseudogene)	58.411	0.561
TcCLB.506513.180	hypothetical protein, conserved	53.734	0.602
TcCLB.506513.190	NADH-ubiquinone oxidoreductase, mitochondrial, putative	55.341	0.625
TcCLB.506513.20	hypothetical protein, conserved	54.387	0.574
TcCLB.506513.30	hypothetical protein, conserved	49.321	0.655
TcCLB.506513.40	hypothetical protein, conserved	56.083	0.626
TcCLB.506513.50	protein kinase, putative	56.924	0.567
TcCLB.506513.7	hypothetical protein, conserved	58.961	0.629
TcCLB.506513.70	hypothetical protein	49.869	0.669
TcCLB.506513.80	hypothetical protein, conserved	55.569	0.632
TcCLB.506513.90	hypothetical protein, conserved	48.239	0.587
TcCLB.506515.10	FG-GAP repeat protein, putative,intergrin alpha chain protein, putative	54.836	0.631
TcCLB.506515.20	O-sialoglycoprotein endopeptidase, putative,metallo-peptidase, Clan MK, Family M67, putative	57.146	0.585
TcCLB.506517.100	hypothetical protein, conserved	53.508	0.616
TcCLB.506517.130	hypothetical protein, conserved	55.438	0.578
TcCLB.506517.140	hypothetical protein, conserved	56.636	0.59
TcCLB.506517.30	hypothetical protein	54.202	0.636
TcCLB.506517.40	hypothetical protein	45.268	0.671
TcCLB.506517.50	hypothetical protein, conserved	50.435	0.591
TcCLB.506519.100	hypothetical protein, conserved	50.637	0.588
TcCLB.506519.110	hypothetical protein, conserved	51.078	0.632
TcCLB.506519.120	hypothetical protein, conserved	56.551	0.573
TcCLB.506519.130	guanosine monophosphate reductase, putative	51.559	0.633
TcCLB.506519.51	hypothetical protein, conserved	57.859	0.536
TcCLB.506519.60	Protein kinase domain, putative	57.942	0.548
TcCLB.506519.70	hypothetical protein	57.621	0.551
TcCLB.506519.80	hypothetical protein, conserved	57.958	0.589
TcCLB.506519.90	hypothetical protein, conserved	56.859	0.564
TcCLB.506525.10	hypothetical protein, conserved	51.945	0.638
TcCLB.506525.120	hypothetical protein, conserved	57.291	0.533
TcCLB.506525.130	mitochondrial carrier protein, putative	51.716	0.605
TcCLB.506525.140	protein kinase, putative,serine/threonine protein kinase, putative	54.161	0.549
TcCLB.506525.150	hypothetical protein, conserved	54.707	0.589
TcCLB.506525.20	protein transport protein Sec13, putative	53.81	0.611
TcCLB.506525.30	hypothetical protein, conserved	56.35	0.544
TcCLB.506525.40	syntaxin 5, putative	56.815	0.533
TcCLB.506525.50	hypothetical protein, conserved	59.971	0.503
TcCLB.506525.70	hypothetical protein, conserved	54.883	0.509
TcCLB.506525.80	N-myristoyl transferase, putative	54.316	0.573
TcCLB.506525.90	hypothetical protein, conserved	57.465	0.544
TcCLB.506527.10	hypothetical protein, conserved	52.768	0.556
TcCLB.506529.100	hypothetical protein, conserved	54.148	0.56
TcCLB.506529.110	hypothetical protein, conserved	58.616	0.533
TcCLB.506529.120	hypothetical protein	53.512	0.623
TcCLB.506529.130	hypothetical protein, conserved	54.31	0.62
TcCLB.506529.140	hypothetical protein, conserved	57.206	0.565
TcCLB.506529.150	hypothetical protein, conserved	56.485	0.569
TcCLB.506529.160	hypothetical protein, conserved	56.434	0.551
TcCLB.506529.170	hypothetical protein, conserved	57.877	0.556
TcCLB.506529.190	hypothetical protein, conserved	53.505	0.594
TcCLB.506529.200	hypothetical protein, conserved	54.85	0.612
TcCLB.506529.220	hypothetical protein, conserved	58.412	0.515
TcCLB.506529.224	hypothetical protein, conserved	52.276	0.55
TcCLB.506529.230	hypothetical protein, conserved	53.404	0.508
TcCLB.506529.250	hypothetical protein, conserved	55.853	0.576
TcCLB.506529.260	chaperone DNAJ protein, putative	58.903	0.554
TcCLB.506529.280	hypothetical protein, conserved	57.225	0.506
TcCLB.506529.290	hypothetical protein, conserved	55.534	0.587
TcCLB.506529.300	hypothetical protein, conserved	55.368	0.6
TcCLB.506529.310	hypothetical protein, conserved	56.97	0.575
