gene_id,fdr
TcCLB.509589.50,0.720 
TcCLB.510759.40,0.720 
TcCLB.510761.18,0.720 
TcCLB.510763.40,0.720 
TcCLB.510765.60,0.720 
TcCLB.511049.30,0.720 
TcCLB.511051.70,0.720 
TcCLB.503557.49,0.741 
TcCLB.506227.160,0.741 
TcCLB.506227.190,0.741 
TcCLB.506735.70,0.741 
TcCLB.507631.20,0.741 
TcCLB.508465.90,0.741 
TcCLB.509591.20,0.741 
TcCLB.510741.140,0.741 
TcCLB.510747.10,0.741 
TcCLB.510747.130,0.741 
TcCLB.510747.140,0.741 
TcCLB.510747.34,0.741 
TcCLB.510747.90,0.741 
TcCLB.510749.10,0.741 
TcCLB.510753.30,0.741 
TcCLB.510759.100,0.741 
TcCLB.510759.80,0.741 
TcCLB.511053.10,0.741 
TcCLB.506179.50,0.756 
TcCLB.506181.120,0.756 
TcCLB.506227.240,0.756 
TcCLB.506267.48,0.756 
TcCLB.506269.59,0.756 
TcCLB.508143.110,0.756 
TcCLB.508143.30,0.756 
TcCLB.509583.19,0.756 
TcCLB.509583.4,0.756 
TcCLB.509993.5,0.756 
TcCLB.510763.109,0.756 
TcCLB.503557.30,0.773 
TcCLB.504637.10,0.773 
TcCLB.506179.10,0.773 
TcCLB.506733.110,0.773 
TcCLB.506737.20,0.773 
TcCLB.508143.50,0.773 
TcCLB.510741.100,0.773 
TcCLB.510751.30,0.773 
TcCLB.510755.138,0.773 
TcCLB.510761.4,0.773 
TcCLB.510765.10,0.773 
TcCLB.510765.70,0.773 
TcCLB.510767.20,0.773 
TcCLB.510769.202,0.773 
TcCLB.510769.49,0.773 
TcCLB.510769.90,0.773 
TcCLB.511049.40,0.773 
TcCLB.432621.9,0.789 
TcCLB.506267.75,0.789 
TcCLB.506733.100,0.789 
TcCLB.506737.107,0.789 
TcCLB.507099.30,0.789 
TcCLB.508465.110,0.789 
TcCLB.508731.50,0.789 
TcCLB.510753.9,0.789 
TcCLB.510759.170,0.789 
TcCLB.510759.200,0.789 
TcCLB.510761.73,0.789 
TcCLB.510765.20,0.789 
TcCLB.511045.10,0.789 
TcCLB.511045.20,0.789 
TcCLB.511049.10,0.789 
TcCLB.442427.10,0.807 
TcCLB.504089.14,0.807 
TcCLB.504089.60,0.807 
TcCLB.506227.10,0.807 
TcCLB.506227.120,0.807 
TcCLB.506737.30,0.807 
TcCLB.510743.90,0.807 
TcCLB.510759.10,0.807 
TcCLB.510759.120,0.807 
TcCLB.510763.30,0.807 
TcCLB.510765.50,0.807 
TcCLB.509589.10,0.824 
TcCLB.510743.130,0.824 
TcCLB.510755.65,0.824 
TcCLB.510759.180,0.824 
TcCLB.510763.100,0.824 
TcCLB.511047.70,0.824 
TcCLB.503651.20,0.840 
TcCLB.506737.70,0.840 
TcCLB.507013.24,0.840 
TcCLB.507099.110,0.840 
TcCLB.508465.140,0.840 
TcCLB.510761.70,0.840 
TcCLB.506227.20,0.855 
TcCLB.507013.30,0.855 
TcCLB.507099.80,0.855 
TcCLB.509583.10,0.855 
TcCLB.510741.150,0.855 
TcCLB.510741.90,0.855 
TcCLB.510749.90,0.855 
TcCLB.510761.14,0.855 
TcCLB.421619.10,0.867 
TcCLB.508467.10,0.867 
TcCLB.510755.70,0.867 
TcCLB.510757.30,0.867 
TcCLB.510769.70,0.867 
TcCLB.503651.40,0.879 
TcCLB.506227.140,0.879 
TcCLB.506737.135,0.879 
TcCLB.506737.81,0.879 
TcCLB.508465.50,0.879 
TcCLB.509591.30,0.879 
TcCLB.510761.10,0.879 
TcCLB.508469.4,0.890 
TcCLB.510743.50,0.890 
TcCLB.510755.80,0.890 
TcCLB.510763.60,0.890 
TcCLB.510763.90,0.890 
TcCLB.506227.130,0.899 
TcCLB.506735.30,0.899 
TcCLB.506737.151,0.899 
TcCLB.507013.10,0.899 
TcCLB.507013.20,0.899 
TcCLB.510769.60,0.899 
TcCLB.506181.30,0.909 
TcCLB.506733.20,0.909 
TcCLB.508471.19,0.909 
TcCLB.510745.40,0.909 
TcCLB.507099.70,0.919 
TcCLB.507629.30,0.919 
TcCLB.510741.220,0.919 
TcCLB.510749.74,0.919 
TcCLB.510755.40,0.919 
TcCLB.506181.150,0.927 
TcCLB.507629.20,0.927 
TcCLB.509581.50,0.927 
TcCLB.510755.50,0.927 
TcCLB.510755.60,0.927 
TcCLB.510769.100,0.937 
TcCLB.504011.60,0.942 
TcCLB.506181.80,0.942 
TcCLB.510759.140,0.942 
TcCLB.510767.50,0.942 
TcCLB.506181.110,0.948 
TcCLB.508469.59,0.948 
TcCLB.510741.110,0.948 
TcCLB.510761.22,0.948 
TcCLB.510763.50,0.948 
TcCLB.510759.160,0.954 
TcCLB.506181.10,0.960 
TcCLB.510745.10,0.960 
TcCLB.510749.40,0.960 
TcCLB.510759.134,0.960 
TcCLB.510759.50,0.960 
TcCLB.510759.54,0.960 
TcCLB.510759.70,0.960 
TcCLB.506737.40,0.968 
TcCLB.510745.30,0.968 
TcCLB.506181.90,0.972 
TcCLB.510763.80,0.972 
TcCLB.503557.20,0.975 
TcCLB.507099.20,0.975 
TcCLB.510743.110,0.975 
TcCLB.510759.114,0.975 
TcCLB.510747.170,0.978 
TcCLB.510751.4,0.978 
TcCLB.503651.4,0.980 
TcCLB.504089.30,0.980 
TcCLB.506733.30,0.980 
TcCLB.510763.34,0.980 
TcCLB.509591.50,0.983 
TcCLB.510769.10,0.983 
TcCLB.511045.50,0.985 
TcCLB.510753.20,0.986 
TcCLB.508463.29,0.989 
TcCLB.508465.130,0.989 
TcCLB.508731.20,0.989 
TcCLB.506735.20,0.990 
TcCLB.508465.80,0.990 
TcCLB.510755.110,0.992 
TcCLB.506227.220,0.993 
TcCLB.507099.130,0.994 
TcCLB.506227.170,0.996 
TcCLB.510741.190,0.997 
TcCLB.506733.130,0.998 
TcCLB.503821.5,0.999 
TcCLB.507091.120,0.000 
TcCLB.507091.80,0.000 
TcCLB.507163.40,0.000 
TcCLB.507163.50,0.000 
TcCLB.507275.61,0.000 
TcCLB.508841.10,0.000 
TcCLB.508977.20,0.000 
TcCLB.508977.50,0.000 
TcCLB.509817.50,0.000 
TcCLB.510717.20,0.000 
TcCLB.511401.100,0.000 
TcCLB.511401.40,0.000 
TcCLB.503759.10,0.001 
TcCLB.507091.10,0.001 
TcCLB.507091.100,0.001 
TcCLB.507091.160,0.001 
TcCLB.507091.60,0.001 
TcCLB.507163.70,0.001 
TcCLB.507839.40,0.001 
TcCLB.507997.30,0.001 
TcCLB.508977.120,0.001 
TcCLB.508977.130,0.001 
TcCLB.508977.40,0.001 
TcCLB.508977.80,0.001 
TcCLB.508977.99,0.001 
TcCLB.509815.20,0.001 
TcCLB.510717.10,0.001 
TcCLB.511399.50,0.001 
TcCLB.511401.130,0.001 
TcCLB.511401.30,0.001 
TcCLB.511401.90,0.001 
TcCLB.508837.70,0.002 
TcCLB.507835.10,0.003 
TcCLB.511401.120,0.003 
TcCLB.443683.9,0.004 
TcCLB.507083.100,0.004 
TcCLB.507995.20,0.004 
TcCLB.511397.10,0.004 
TcCLB.511401.95,0.004 
TcCLB.509815.50,0.005 
TcCLB.511215.90,0.007 
TcCLB.503759.30,0.008 
TcCLB.509817.40,0.008 
TcCLB.433033.10,0.009 
TcCLB.507839.35,0.010 
TcCLB.507275.40,0.011 
TcCLB.507841.30,0.011 
TcCLB.511217.39,0.015 
TcCLB.507595.10,0.018 
TcCLB.510719.130,0.036 
TcCLB.503969.10,0.060 
TcCLB.507843.20,0.060 
TcCLB.506259.30,0.074 
TcCLB.509817.21,0.074 
TcCLB.506529.50,0.091 
TcCLB.506949.20,0.091 
TcCLB.508839.80,0.091 
TcCLB.510283.80,0.091 
TcCLB.506743.4,0.129 
TcCLB.508837.189,0.129 
TcCLB.508837.34,0.129 
TcCLB.506749.10,0.154 
TcCLB.507091.91,0.154 
TcCLB.506747.30,0.182 
TcCLB.507165.59,0.182 
TcCLB.508977.111,0.182 
TcCLB.508977.65,0.182 
TcCLB.509825.20,0.182 
TcCLB.509825.30,0.182 
TcCLB.510719.74,0.182 
TcCLB.507083.80,0.216 
TcCLB.510285.130,0.216 
TcCLB.511215.70,0.216 
TcCLB.511399.76,0.216 
TcCLB.506743.120,0.252 
TcCLB.507163.75,0.252 
TcCLB.508559.20,0.252 
TcCLB.508977.31,0.252 
TcCLB.510283.70,0.252 
TcCLB.401473.9,0.288 
TcCLB.503477.30,0.288 
TcCLB.506363.140,0.288 
TcCLB.507165.20,0.288 
TcCLB.508837.110,0.288 
TcCLB.508837.39,0.288 
TcCLB.506743.110,0.323 
TcCLB.507091.40,0.323 
TcCLB.507229.25,0.323 
TcCLB.507275.70,0.323 
TcCLB.509825.7,0.323 
TcCLB.506743.60,0.360 
TcCLB.509825.14,0.360 
TcCLB.510283.100,0.360 
TcCLB.510285.120,0.360 
TcCLB.510719.30,0.360 
TcCLB.510719.310,0.360 
TcCLB.510719.35,0.360 
TcCLB.511217.100,0.360 
TcCLB.503757.20,0.394 
TcCLB.506529.30,0.394 
TcCLB.506747.10,0.394 
TcCLB.507837.40,0.394 
TcCLB.511217.30,0.394 
TcCLB.511401.111,0.394 
TcCLB.434931.10,0.428 
TcCLB.447705.19,0.428 
TcCLB.503971.20,0.428 
TcCLB.506363.10,0.428 
TcCLB.506673.40,0.428 
TcCLB.507091.4,0.428 
TcCLB.507835.60,0.428 
TcCLB.509393.20,0.428 
TcCLB.509823.4,0.428 
TcCLB.510717.30,0.428 
TcCLB.511217.145,0.428 
TcCLB.503713.50,0.463 
TcCLB.503757.10,0.463 
TcCLB.504703.10,0.463 
TcCLB.506529.90,0.463 
TcCLB.508977.10,0.463 
TcCLB.509827.20,0.463 
TcCLB.511215.60,0.463 
TcCLB.511217.10,0.463 
TcCLB.511217.130,0.463 
TcCLB.511217.70,0.463 
TcCLB.506363.50,0.493 
TcCLB.506529.70,0.493 
TcCLB.507841.40,0.493 
TcCLB.509819.40,0.493 
TcCLB.511215.20,0.493 
TcCLB.511217.90,0.493 
TcCLB.511397.21,0.493 
TcCLB.414145.9,0.522 
TcCLB.442383.19,0.522 
TcCLB.503675.10,0.522 
TcCLB.506363.60,0.522 
TcCLB.506363.70,0.522 
TcCLB.506743.220,0.522 
TcCLB.507083.40,0.522 
TcCLB.507837.90,0.522 
TcCLB.507995.10,0.522 
TcCLB.508839.20,0.522 
TcCLB.510283.120,0.522 
TcCLB.510283.130,0.522 
TcCLB.510285.70,0.522 
TcCLB.511217.60,0.522 
TcCLB.511401.80,0.522 
TcCLB.503757.30,0.548 
TcCLB.506743.170,0.548 
TcCLB.506743.69,0.548 
TcCLB.506749.20,0.548 
TcCLB.507083.50,0.548 
TcCLB.508559.80,0.548 
TcCLB.508837.74,0.548 
TcCLB.508839.30,0.548 
TcCLB.508839.40,0.548 
TcCLB.510283.60,0.548 
TcCLB.510285.110,0.548 
TcCLB.511217.200,0.548 
TcCLB.417203.9,0.575 
TcCLB.503713.20,0.575 
TcCLB.506363.100,0.575 
TcCLB.506743.90,0.575 
TcCLB.506747.20,0.575 
TcCLB.507083.30,0.575 
TcCLB.507997.89,0.575 
TcCLB.508559.90,0.575 
TcCLB.508837.170,0.575 
TcCLB.509815.70,0.575 
TcCLB.509815.90,0.575 
TcCLB.509823.10,0.575 
TcCLB.510285.80,0.575 
TcCLB.511215.100,0.575 
TcCLB.511217.50,0.575 
TcCLB.511399.24,0.575 
TcCLB.503713.10,0.604 
TcCLB.506529.40,0.604 
TcCLB.506743.135,0.604 
TcCLB.507083.60,0.604 
TcCLB.507837.20,0.604 
TcCLB.508837.100,0.604 
TcCLB.508837.154,0.604 
TcCLB.508837.80,0.604 
TcCLB.508839.60,0.604 
TcCLB.509393.10,0.604 
TcCLB.509827.4,0.604 
TcCLB.511215.110,0.604 
TcCLB.511215.119,0.604 
TcCLB.511217.110,0.604 
TcCLB.511217.160,0.604 
TcCLB.447705.9,0.627 
TcCLB.506363.80,0.627 
TcCLB.506743.30,0.627 
TcCLB.506749.30,0.627 
TcCLB.506949.10,0.627 
TcCLB.507091.50,0.627 
TcCLB.507229.20,0.627 
TcCLB.507275.24,0.627 
TcCLB.509815.5,0.627 
TcCLB.510285.20,0.627 
TcCLB.510719.150,0.627 
TcCLB.511217.140,0.627 
TcCLB.458015.10,0.652 
TcCLB.507083.10,0.652 
TcCLB.507163.60,0.652 
TcCLB.507163.80,0.652 
TcCLB.507725.9,0.652 
TcCLB.509391.10,0.652 
TcCLB.509391.20,0.652 
TcCLB.509391.30,0.652 
TcCLB.510283.160,0.652 
TcCLB.510719.90,0.652 
TcCLB.503675.20,0.675 
TcCLB.503757.40,0.675 
TcCLB.503971.10,0.675 
TcCLB.506673.20,0.675 
TcCLB.506743.180,0.675 
TcCLB.506743.80,0.675 
TcCLB.506745.30,0.675 
TcCLB.506745.4,0.675 
TcCLB.507083.20,0.675 
TcCLB.507165.30,0.675 
TcCLB.507835.35,0.675 
TcCLB.507841.14,0.675 
TcCLB.507841.34,0.675 
TcCLB.508559.29,0.675 
TcCLB.508559.40,0.675 
TcCLB.508837.120,0.675 
TcCLB.510285.140,0.675 
TcCLB.510285.40,0.675 
TcCLB.510719.140,0.675 
TcCLB.510719.80,0.675 
TcCLB.503477.10,0.698 
TcCLB.506673.60,0.698 
TcCLB.506743.100,0.698 
TcCLB.506743.150,0.698 
TcCLB.507275.20,0.698 
TcCLB.507275.50,0.698 
TcCLB.507839.18,0.698 
TcCLB.509393.50,0.698 
TcCLB.509815.10,0.698 
TcCLB.510283.50,0.698 
TcCLB.510719.10,0.698 
TcCLB.510719.160,0.698 
TcCLB.510719.170,0.698 
TcCLB.510719.50,0.698 
TcCLB.511217.120,0.698 
TcCLB.511217.209,0.698 
TcCLB.503971.40,0.720 
TcCLB.503971.50,0.720 
TcCLB.506743.130,0.720 
TcCLB.506743.140,0.720 
TcCLB.507083.90,0.720 
TcCLB.507091.20,0.720 
TcCLB.507091.30,0.720 
TcCLB.507835.80,0.720 
TcCLB.507837.30,0.720 
TcCLB.507839.30,0.720 
TcCLB.507839.9,0.720 
TcCLB.507997.54,0.720 
TcCLB.509821.20,0.720 
TcCLB.510283.90,0.720 
TcCLB.510285.60,0.720 
TcCLB.510285.90,0.720 
TcCLB.510719.120,0.720 
TcCLB.506363.90,0.741 
TcCLB.506529.110,0.741 
TcCLB.506743.190,0.741 
TcCLB.507837.80,0.741 
TcCLB.507997.50,0.741 
TcCLB.508839.50,0.741 
TcCLB.510719.100,0.741 
TcCLB.510719.110,0.741 
TcCLB.510719.270,0.741 
TcCLB.434931.20,0.756 
TcCLB.506117.9,0.756 
TcCLB.506673.50,0.756 
TcCLB.506745.10,0.756 
TcCLB.508837.160,0.756 
TcCLB.510283.114,0.756 
TcCLB.510285.74,0.756 
TcCLB.511215.10,0.756 
TcCLB.503675.40,0.773 
TcCLB.506363.20,0.773 
TcCLB.507837.60,0.773 
TcCLB.507843.10,0.773 
TcCLB.507997.60,0.773 
TcCLB.508837.147,0.773 
TcCLB.508837.180,0.773 
TcCLB.509819.20,0.773 
TcCLB.509825.40,0.773 
TcCLB.511215.40,0.773 
TcCLB.503759.59,0.789 
TcCLB.506363.159,0.789 
TcCLB.507165.50,0.789 
TcCLB.510719.220,0.789 
TcCLB.510719.240,0.789 
TcCLB.510719.300,0.789 
TcCLB.504703.20,0.807 
TcCLB.506363.120,0.807 
TcCLB.506529.100,0.807 
TcCLB.508839.70,0.807 
TcCLB.510717.40,0.807 
TcCLB.510719.70,0.807 
TcCLB.511215.30,0.807 
TcCLB.511217.150,0.807 
TcCLB.511217.170,0.807 
TcCLB.506673.30,0.824 
TcCLB.506743.160,0.824 
TcCLB.507837.100,0.824 
TcCLB.508837.90,0.824 
TcCLB.509815.120,0.824 
TcCLB.503713.30,0.840 
TcCLB.503713.40,0.840 
TcCLB.506363.110,0.840 
TcCLB.506363.130,0.840 
TcCLB.506673.10,0.840 
TcCLB.506673.69,0.840 
TcCLB.506745.20,0.840 
TcCLB.510283.10,0.840 
TcCLB.506363.40,0.855 
TcCLB.506529.80,0.855 
TcCLB.508439.40,0.855 
TcCLB.510719.210,0.855 
TcCLB.510719.260,0.855 
TcCLB.503757.49,0.867 
TcCLB.506363.150,0.867 
TcCLB.506529.14,0.867 
TcCLB.507083.70,0.867 
TcCLB.507229.29,0.867 
TcCLB.508439.30,0.867 
TcCLB.510283.20,0.867 
TcCLB.510285.100,0.867 
TcCLB.510719.20,0.867 
TcCLB.510719.230,0.867 
TcCLB.510719.280,0.867 
TcCLB.511217.180,0.867 
TcCLB.511217.80,0.867 
TcCLB.506529.60,0.879 
TcCLB.507997.14,0.879 
TcCLB.508837.140,0.879 
TcCLB.511401.24,0.879 
TcCLB.507837.50,0.890 
TcCLB.509819.10,0.890 
TcCLB.510719.40,0.890 
TcCLB.503971.5,0.899 
TcCLB.506949.30,0.899 
TcCLB.507997.40,0.899 
TcCLB.509393.40,0.899 
TcCLB.510283.150,0.899 
TcCLB.510283.30,0.899 
TcCLB.503477.20,0.909 
TcCLB.506743.20,0.909 
TcCLB.506949.50,0.909 
TcCLB.507091.150,0.909 
TcCLB.507275.10,0.909 
TcCLB.507997.80,0.909 
TcCLB.508439.10,0.909 
TcCLB.508837.130,0.909 
TcCLB.511215.14,0.909 
TcCLB.507837.10,0.919 
TcCLB.510719.60,0.919 
TcCLB.511215.50,0.919 
TcCLB.442383.9,0.927 
TcCLB.506743.200,0.927 
TcCLB.507165.40,0.927 
TcCLB.507997.70,0.927 
TcCLB.509393.30,0.927 
TcCLB.510719.180,0.927 
TcCLB.509827.10,0.937 
TcCLB.510719.290,0.937 
TcCLB.507165.10,0.942 
TcCLB.510285.30,0.942 
TcCLB.508839.89,0.948 
TcCLB.509819.49,0.954 
TcCLB.510719.200,0.954 
TcCLB.510719.250,0.954 
TcCLB.503971.59,0.960 
TcCLB.509819.30,0.960 
TcCLB.507163.90,0.964 
TcCLB.506743.210,0.968 
TcCLB.510283.40,0.968 
TcCLB.503969.20,0.972 
TcCLB.506363.30,0.972 
TcCLB.506743.10,0.972 
TcCLB.510283.110,0.972 
TcCLB.458015.4,0.975 
TcCLB.507835.70,0.975 
TcCLB.507083.109,0.978 
TcCLB.511217.20,0.980 
TcCLB.403789.9,0.983 
TcCLB.507275.30,0.985 
TcCLB.511217.190,0.990 
TcCLB.503971.30,0.996 
TcCLB.510283.140,1.000 
TcCLB.504035.41,0.000 
TcCLB.506799.130,0.000 
TcCLB.506799.50,0.000 
TcCLB.506799.90,0.000 
TcCLB.506801.40,0.000 
TcCLB.506801.50,0.000 
TcCLB.507875.220,0.000 
TcCLB.504099.50,0.001 
TcCLB.506129.30,0.001 
TcCLB.503981.40,0.003 
TcCLB.420369.20,0.004 
TcCLB.506799.100,0.004 
TcCLB.506799.30,0.004 
TcCLB.506801.60,0.004 
TcCLB.507603.130,0.004 
TcCLB.508515.150,0.004 
TcCLB.504125.40,0.005 
TcCLB.506529.440,0.008 
TcCLB.506183.40,0.009 
TcCLB.506799.20,0.010 
TcCLB.506801.70,0.015 
TcCLB.510073.70,0.018 
TcCLB.506529.330,0.026 
TcCLB.506529.550,0.026 
TcCLB.508647.290,0.036 
TcCLB.422207.21,0.050 
TcCLB.506399.80,0.091 
TcCLB.507603.140,0.091 
TcCLB.510075.60,0.091 
TcCLB.506529.190,0.109 
TcCLB.504125.50,0.129 
TcCLB.506205.20,0.129 
TcCLB.506529.170,0.129 
TcCLB.506529.410,0.129 
TcCLB.510073.10,0.129 
TcCLB.506801.20,0.154 
TcCLB.506529.260,0.182 
TcCLB.510073.30,0.182 
TcCLB.504035.130,0.216 
TcCLB.506129.60,0.216 
TcCLB.506797.60,0.216 
TcCLB.510073.24,0.216 
TcCLB.510075.40,0.216 
TcCLB.507669.210,0.252 
TcCLB.508515.120,0.252 
TcCLB.508647.130,0.252 
TcCLB.508647.80,0.252 
TcCLB.457547.9,0.288 
TcCLB.506129.20,0.288 
TcCLB.506203.80,0.288 
TcCLB.506207.10,0.288 
TcCLB.506529.130,0.288 
TcCLB.506529.640,0.288 
TcCLB.507875.130,0.288 
TcCLB.507875.200,0.288 
TcCLB.510073.40,0.288 
TcCLB.510073.75,0.288 
TcCLB.511075.20,0.288 
TcCLB.503391.10,0.323 
TcCLB.503885.60,0.323 
TcCLB.504099.40,0.323 
TcCLB.506529.200,0.323 
TcCLB.506529.320,0.323 
TcCLB.507603.70,0.323 
TcCLB.507667.20,0.323 
TcCLB.508647.264,0.323 
TcCLB.511071.181,0.323 
TcCLB.511071.40,0.323 
TcCLB.503449.14,0.360 
TcCLB.504099.80,0.360 
TcCLB.504125.120,0.360 
TcCLB.506205.30,0.360 
TcCLB.507537.10,0.360 
TcCLB.507603.260,0.360 
TcCLB.507603.270,0.360 
TcCLB.507667.11,0.360 
TcCLB.507669.150,0.360 
TcCLB.508647.230,0.360 
TcCLB.508755.20,0.360 
TcCLB.510721.31,0.360 
TcCLB.503789.40,0.394 
TcCLB.503885.100,0.394 
TcCLB.503981.90,0.394 
TcCLB.504049.40,0.394 
TcCLB.504241.90,0.394 
TcCLB.506183.90,0.394 
TcCLB.506243.94,0.394 
TcCLB.507537.20,0.394 
TcCLB.507603.180,0.394 
TcCLB.507669.90,0.394 
TcCLB.506129.80,0.428 
TcCLB.506399.60,0.428 
TcCLB.506529.290,0.428 
TcCLB.506529.680,0.428 
TcCLB.507603.50,0.428 
TcCLB.508755.11,0.428 
TcCLB.511071.130,0.428 
TcCLB.503789.10,0.463 
TcCLB.504099.26,0.463 
TcCLB.506203.40,0.463 
TcCLB.506203.50,0.463 
TcCLB.506207.50,0.463 
TcCLB.506529.400,0.463 
TcCLB.506529.430,0.463 
TcCLB.506531.60,0.463 
TcCLB.507669.100,0.463 
TcCLB.507669.130,0.463 
TcCLB.507669.80,0.463 
TcCLB.507875.170,0.463 
TcCLB.507875.180,0.463 
TcCLB.508647.120,0.463 
TcCLB.511071.140,0.463 
TcCLB.511075.54,0.463 
TcCLB.419703.10,0.493 
TcCLB.503623.10,0.493 
TcCLB.504049.20,0.493 
TcCLB.506203.20,0.493 
TcCLB.506529.280,0.493 
TcCLB.506529.530,0.493 
TcCLB.506529.535,0.493 
TcCLB.506529.669,0.493 
TcCLB.507227.9,0.493 
TcCLB.509441.10,0.493 
TcCLB.510073.17,0.493 
TcCLB.511071.20,0.493 
TcCLB.503981.9,0.522 
TcCLB.506205.40,0.522 
TcCLB.506529.300,0.522 
TcCLB.506797.30,0.522 
TcCLB.506801.10,0.522 
TcCLB.507669.230,0.522 
TcCLB.507669.84,0.522 
TcCLB.508515.110,0.522 
TcCLB.508647.140,0.522 
TcCLB.511067.4,0.522 
TcCLB.511071.100,0.522 
TcCLB.503449.10,0.548 
TcCLB.503981.20,0.548 
TcCLB.504099.10,0.548 
TcCLB.506183.20,0.548 
TcCLB.506203.90,0.548 
TcCLB.506529.470,0.548 
TcCLB.506529.595,0.548 
TcCLB.507603.200,0.548 
TcCLB.507669.70,0.548 
TcCLB.508647.20,0.548 
TcCLB.511071.190,0.548 
TcCLB.511071.45,0.548 
TcCLB.503449.30,0.575 
TcCLB.506129.89,0.575 
TcCLB.506243.110,0.575 
TcCLB.506531.20,0.575 
TcCLB.507669.190,0.575 
TcCLB.508515.80,0.575 
TcCLB.508647.180,0.575 
TcCLB.510075.30,0.575 
TcCLB.503789.70,0.604 
TcCLB.503885.20,0.604 
TcCLB.503885.30,0.604 
TcCLB.503981.80,0.604 
TcCLB.506203.30,0.604 
TcCLB.506207.30,0.604 
TcCLB.506529.600,0.604 
TcCLB.506799.110,0.604 
TcCLB.506801.129,0.604 
TcCLB.507603.170,0.604 
TcCLB.507603.220,0.604 
TcCLB.508515.10,0.604 
TcCLB.508647.190,0.604 
TcCLB.504035.100,0.627 
TcCLB.505789.10,0.627 
TcCLB.506129.10,0.627 
TcCLB.506183.70,0.627 
TcCLB.506203.25,0.627 
TcCLB.506399.20,0.627 
TcCLB.506529.370,0.627 
TcCLB.506801.80,0.627 
TcCLB.510075.50,0.627 
TcCLB.511071.50,0.627 
TcCLB.511075.30,0.627 
TcCLB.511075.9,0.627 
TcCLB.503449.20,0.652 
TcCLB.503789.30,0.652 
TcCLB.504241.80,0.652 
TcCLB.504241.85,0.652 
TcCLB.505789.20,0.652 
TcCLB.506243.50,0.652 
TcCLB.506399.10,0.652 
TcCLB.506399.89,0.652 
TcCLB.506529.380,0.652 
TcCLB.506529.650,0.652 
TcCLB.506797.110,0.652 
TcCLB.506797.90,0.652 
TcCLB.506801.110,0.652 
TcCLB.507603.120,0.652 
TcCLB.507669.220,0.652 
TcCLB.508647.10,0.652 
TcCLB.508647.110,0.652 
TcCLB.511069.4,0.652 
TcCLB.511075.40,0.652 
TcCLB.503981.70,0.675 
TcCLB.504035.149,0.675 
TcCLB.504035.21,0.675 
TcCLB.504099.21,0.675 
TcCLB.504125.30,0.675 
TcCLB.504125.64,0.675 
TcCLB.504125.70,0.675 
TcCLB.504125.90,0.675 
TcCLB.506183.15,0.675 
TcCLB.506183.9,0.675 
TcCLB.506203.129,0.675 
TcCLB.506529.516,0.675 
TcCLB.507669.239,0.675 
TcCLB.507875.110,0.675 
TcCLB.507875.210,0.675 
TcCLB.508647.220,0.675 
TcCLB.503487.60,0.698 
TcCLB.504035.120,0.698 
TcCLB.506243.135,0.698 
TcCLB.506529.120,0.698 
TcCLB.506529.340,0.698 
TcCLB.506529.425,0.698 
TcCLB.506529.460,0.698 
TcCLB.506529.541,0.698 
TcCLB.506801.120,0.698 
TcCLB.507669.14,0.698 
TcCLB.508515.170,0.698 
TcCLB.511071.90,0.698 
TcCLB.422207.10,0.720 
TcCLB.503885.10,0.720 
TcCLB.504035.60,0.720 
TcCLB.506529.224,0.720 
TcCLB.506529.524,0.720 
TcCLB.506529.610,0.720 
TcCLB.506797.120,0.720 
TcCLB.506799.40,0.720 
TcCLB.507603.30,0.720 
TcCLB.507603.54,0.720 
TcCLB.508515.30,0.720 
TcCLB.510071.30,0.720 
TcCLB.510073.50,0.720 
TcCLB.511065.23,0.720 
TcCLB.511071.160,0.720 
TcCLB.503449.40,0.741 
TcCLB.503487.20,0.741 
TcCLB.504049.30,0.741 
TcCLB.504099.70,0.741 
TcCLB.504125.100,0.741 
TcCLB.504125.20,0.741 
TcCLB.504241.34,0.741 
TcCLB.507433.9,0.741 
TcCLB.507603.10,0.741 
TcCLB.507603.110,0.741 
TcCLB.507669.10,0.741 
TcCLB.507669.104,0.741 
TcCLB.508515.60,0.741 
TcCLB.508647.30,0.741 
TcCLB.508647.40,0.741 
TcCLB.511071.150,0.741 
TcCLB.511071.171,0.741 
TcCLB.511073.10,0.741 
TcCLB.511075.50,0.741 
TcCLB.450155.9,0.756 
TcCLB.506203.100,0.756 
TcCLB.506529.310,0.756 
TcCLB.506529.324,0.756 
TcCLB.506529.360,0.756 
TcCLB.506797.50,0.756 
TcCLB.506797.70,0.756 
TcCLB.507669.120,0.756 
TcCLB.507669.60,0.756 
TcCLB.508515.20,0.756 
TcCLB.508647.270,0.756 
TcCLB.503789.34,0.773 
TcCLB.506183.109,0.773 
TcCLB.506529.420,0.773 
TcCLB.506797.100,0.773 
TcCLB.506799.120,0.773 
TcCLB.506801.100,0.773 
TcCLB.506801.30,0.773 
TcCLB.507603.190,0.773 
TcCLB.507669.200,0.773 
TcCLB.508647.280,0.773 
TcCLB.508647.90,0.773 
TcCLB.511067.30,0.773 
TcCLB.511071.70,0.773 
TcCLB.479721.10,0.789 
TcCLB.503551.20,0.789 
TcCLB.506203.10,0.789 
TcCLB.506399.30,0.789 
TcCLB.506529.180,0.789 
TcCLB.506529.590,0.789 
TcCLB.507603.20,0.789 
TcCLB.507669.139,0.789 
TcCLB.508515.50,0.789 
