name,length,num_reads,num_reads_primary,gc,ct
TcCLB.505941.30,85,320,301,0.635,0.271
TcCLB.505941.40,148,227,135,0.473,0.446
TcCLB.505941.49,203,221,214,0.473,0.419
TcCLB.505943.10,NA,0,NA,NA,NA
TcCLB.505943.110,44,197,120,0.364,0.409
TcCLB.505943.120,6971,115,28,0.558,0.497
TcCLB.505943.20,20,225,154,0.35,0.25
TcCLB.505943.30,248,11,4,0.387,0.52
TcCLB.505943.40,24,575,269,0.375,0.292
TcCLB.505943.50,92,125,120,0.533,0.326
TcCLB.505943.79,2592,389,165,0.545,0.507
TcCLB.505943.95,515,69,53,0.54,0.505
TcCLB.505945.10,185,51,42,0.4,0.351
TcCLB.505945.20,143,780,728,0.483,0.294
TcCLB.505945.30,139,1209,1007,0.489,0.302
TcCLB.505945.5,750,305,205,0.408,0.435
TcCLB.505945.50,122,155,56,0.541,0.393
TcCLB.505945.60,149,189,138,0.51,0.289
TcCLB.505945.69,544,496,290,0.472,0.596
TcCLB.505945.80,383,1336,1240,0.642,0.465
TcCLB.505945.90,922,249,123,0.63,0.481
TcCLB.505965.10,85,2147,2013,0.576,0.553
TcCLB.505965.20,79,165,110,0.38,0.278
TcCLB.505965.30,40,216,211,0.425,0.35
TcCLB.505965.50,223,6,3,0.574,0.502
TcCLB.505965.60,61,292,266,0.508,0.23
TcCLB.505965.70,99,79,27,0.404,0.545
TcCLB.505965.80,65,326,188,0.431,0.415
TcCLB.505965.86,12,1,1,0.417,0.583
TcCLB.505965.92,NA,0,NA,NA,NA
TcCLB.505977.13,104,46,23,0.385,0.5
TcCLB.505977.26,29,5765,5729,0.552,0.655
TcCLB.505977.40,188,201,156,0.505,0.41
TcCLB.505983.20,49,1621,1513,0.449,0.224
TcCLB.505983.30,153,524,524,0.523,0.333
TcCLB.505983.40,NA,0,NA,NA,NA
TcCLB.505983.9,60,21489,20802,0.333,0.5
TcCLB.505987.10,191,123,104,0.377,0.335
TcCLB.505987.20,27,247,125,0.444,0.481
TcCLB.505987.30,37,259,223,0.514,0.514
TcCLB.505987.41,59,530,215,0.644,0.39
TcCLB.505987.50,25,400,284,0.6,0.44
TcCLB.505987.60,77,41,28,0.325,0.299
TcCLB.505987.70,NA,0,NA,NA,NA
TcCLB.505989.100,49,295,263,0.388,0.592
TcCLB.505989.110,NA,0,NA,NA,NA
TcCLB.505989.70,1883,263,122,0.525,0.478
TcCLB.505989.74,28,175,126,0.321,0.429
TcCLB.505989.78,74,145,59,0.662,0.378
TcCLB.505989.82,57,761,658,0.421,0.175
TcCLB.505989.90,NA,0,NA,0.432,0.274
TcCLB.506021.10,1646,58,18,0.51,0.509
TcCLB.506021.20,859,52,24,0.562,0.544
TcCLB.506025.10,190,12,8,0.395,0.384
TcCLB.506025.14,81,7502,7468,0.494,0.519
TcCLB.506025.20,168,84,71,0.452,0.262
TcCLB.506025.30,485,2,2,0.326,0.48
TcCLB.506025.4,69,2949,2579,0.551,0.406
TcCLB.506025.40,256,56,33,0.414,0.273
TcCLB.506025.50,197,321,174,0.406,0.218
TcCLB.506025.60,18,605,277,0.667,0.556
TcCLB.506025.70,NA,0,NA,NA,NA
TcCLB.506047.10,NA,0,NA,NA,NA
TcCLB.506047.13,849,46,23,0.479,0.517
TcCLB.506047.16,NA,0,NA,0.537,0.663
TcCLB.506047.20,116,227,205,0.44,0.431
TcCLB.506097.9,NA,0,NA,NA,NA
TcCLB.506107.10,184,337,174,0.326,0.174
TcCLB.506107.20,NA,0,NA,NA,NA
TcCLB.506113.10,121,327,124,0.397,0.446
TcCLB.506113.40,137,42,15,0.474,0.62
TcCLB.506113.50,851,1030,645,0.484,0.508
TcCLB.506113.55,NA,0,NA,0.526,0.663
TcCLB.506113.60,38,2418,2372,0.342,0.316
TcCLB.506113.80,28,58,32,0.464,0.536
TcCLB.506113.83,792,230,85,0.486,0.486
TcCLB.506113.86,NA,0,NA,0.568,0.663
TcCLB.506113.90,1244,246,171,0.551,0.49
TcCLB.506117.9,NA,0,NA,NA,NA
TcCLB.506125.20,194,130,117,0.361,0.361
TcCLB.506125.30,NA,0,NA,NA,NA
TcCLB.506127.100,770,478,388,0.408,0.536
TcCLB.506127.110,27,760,389,0.519,0.407
TcCLB.506127.120,29,92,92,0.103,0.586
TcCLB.506127.130,81,216,214,0.556,0.358
TcCLB.506127.140,2,588,367,0.5,0
TcCLB.506127.150,196,366,237,0.403,0.316
TcCLB.506127.160,161,158,137,0.441,0.398
TcCLB.506127.170,51,1427,751,0.333,0.647
TcCLB.506127.20,384,18,11,0.417,0.552
TcCLB.506127.30,177,83,79,0.379,0.249
TcCLB.506127.40,1725,15,10,0.424,0.558
TcCLB.506127.50,70,67,62,0.314,0.529
TcCLB.506127.70,70,74,44,0.514,0.5
TcCLB.506127.80,44,122,68,0.523,0.341
TcCLB.506127.9,243,26,12,0.342,0.313
TcCLB.506127.90,109,43,36,0.422,0.367
TcCLB.506129.10,NA,0,NA,0.674,0.516
TcCLB.506129.20,1041,885,555,0.57,0.524
TcCLB.506129.30,103,549,218,0.456,0.437
TcCLB.506129.50,93,460,277,0.462,0.419
TcCLB.506129.60,304,1461,1147,0.49,0.503
TcCLB.506129.80,520,385,284,0.383,0.485
TcCLB.506129.89,92,1576,1546,0.359,0.402
TcCLB.506135.100,45,31,25,0.244,0.622
TcCLB.506135.110,NA,0,NA,NA,NA
TcCLB.506135.20,539,6,4,0.336,0.536
TcCLB.506135.30,117,356,194,0.376,0.171
TcCLB.506135.40,73,472,353,0.438,0.425
TcCLB.506135.50,142,1,1,0.423,0.232
TcCLB.506135.70,69,627,374,0.449,0.174
TcCLB.506135.80,3,331,329,0.667,0.667
TcCLB.506135.9,118,2240,2145,0.432,0.339
TcCLB.506135.90,19,233,201,0.632,0.263
TcCLB.506147.100,931,124,39,0.406,0.475
TcCLB.506147.110,86,397,367,0.442,0.326
TcCLB.506147.120,62,546,301,0.339,0.516
TcCLB.506147.130,2,236,216,1,0
TcCLB.506147.140,85,198,168,0.435,0.294
TcCLB.506147.150,12,291,259,0.5,0.583
TcCLB.506147.160,53,49,42,0.547,0.151
TcCLB.506147.170,143,55,25,0.336,0.357
TcCLB.506147.180,764,800,504,0.369,0.554
TcCLB.506147.184,131,358,319,0.458,0.595
TcCLB.506147.190,16,2945,1293,0.25,0.125
TcCLB.506147.20,88,182,170,0.341,0.602
TcCLB.506147.200,689,522,241,0.385,0.528
TcCLB.506147.210,120,102,51,0.358,0.45
TcCLB.506147.220,25,1245,829,0.52,0.44
TcCLB.506147.30,98,268,212,0.551,0.612
TcCLB.506147.40,507,144,85,0.396,0.682
TcCLB.506147.50,867,241,123,0.378,0.516
TcCLB.506147.60,23,468,396,0.478,0.348
TcCLB.506147.70,47,627,606,0.553,0.468
TcCLB.506147.80,96,597,578,0.406,0.323
TcCLB.506147.9,NA,0,NA,NA,NA
TcCLB.506163.10,88,503,392,0.568,0.534
TcCLB.506163.20,3,49,49,1,0.667
TcCLB.506163.30,5,568,467,0.6,0.6
TcCLB.506163.35,40,1010,646,0.5,0.375
TcCLB.506163.40,52,1749,1026,0.481,0.615
TcCLB.506163.50,101,379,174,0.287,0.426
TcCLB.506163.60,91,483,283,0.56,0.407
TcCLB.506163.70,37,56,36,0.351,0.162
TcCLB.506163.80,977,987,585,0.454,0.527
TcCLB.506165.10,25,408,193,0.32,0.24
TcCLB.506165.16,NA,0,NA,NA,NA
TcCLB.506165.4,483,92,80,0.4,0.42
TcCLB.506167.20,78,173,64,0.41,0.333
TcCLB.506167.30,75,812,730,0.413,0.227
TcCLB.506167.40,1109,400,244,0.42,0.441
TcCLB.506167.50,379,71,17,0.396,0.369
TcCLB.506167.9,136,117,76,0.419,0.544
TcCLB.506179.10,1172,119,48,0.454,0.535
TcCLB.506179.20,98,419,190,0.418,0.5
TcCLB.506179.30,854,42,16,0.39,0.544
TcCLB.506179.40,12,204,195,0.5,0.75
TcCLB.506179.5,4740,1341,626,0.476,0.486
TcCLB.506179.50,200,203,201,0.64,0.585
TcCLB.506179.59,50,104,91,0.36,0.56
TcCLB.506181.10,91,41,21,0.516,0.538
TcCLB.506181.104,13,502,445,0.692,0.154
TcCLB.506181.110,924,6,2,0.437,0.584
TcCLB.506181.120,21,195,136,0.571,0.095
TcCLB.506181.130,27,14,13,0.63,0.333
TcCLB.506181.140,299,41,17,0.475,0.492
TcCLB.506181.150,40,309,133,0.65,0.325
TcCLB.506181.20,730,18,6,0.358,0.485
TcCLB.506181.30,69,342,251,0.464,0.58
TcCLB.506181.40,48,212,155,0.438,0.208
TcCLB.506181.50,NA,0,NA,0.547,0.253
TcCLB.506181.59,33,3914,3813,0.394,0.606
TcCLB.506181.70,104,134,75,0.51,0.462
TcCLB.506181.80,39,88,27,0.513,0.128
TcCLB.506181.90,NA,0,NA,0.484,0.505
TcCLB.506181.97,58,280,278,0.517,0.448
TcCLB.506183.109,150,66,35,0.413,0.493
TcCLB.506183.15,NA,0,NA,0.495,0.432
TcCLB.506183.20,NA,0,NA,0.558,0.411
TcCLB.506183.40,1461,155,64,0.498,0.517
TcCLB.506183.70,34,636,451,0.5,0.588
TcCLB.506183.80,126,7,5,0.484,0.317
TcCLB.506183.9,87,254,79,0.31,0.621
TcCLB.506183.90,95,61,31,0.474,0.432
TcCLB.506197.10,NA,0,NA,NA,NA
TcCLB.506203.10,925,5866,5570,NA,NA
TcCLB.506203.100,30,397,362,0.667,0.533
TcCLB.506203.110,89,190,110,0.427,0.202
TcCLB.506203.120,258,250,230,0.523,0.512
TcCLB.506203.129,19,388,343,0.263,0.421
TcCLB.506203.20,434,401,281,0.463,0.546
TcCLB.506203.25,133,211,162,0.346,0.504
TcCLB.506203.30,50,387,253,0.44,0.52
TcCLB.506203.40,169,226,203,0.592,0.331
TcCLB.506203.50,168,6,5,0.435,0.31
TcCLB.506203.60,201,746,587,0.343,0.423
TcCLB.506203.70,986,900,356,0.457,0.547
TcCLB.506203.80,185,345,302,0.551,0.476
TcCLB.506203.90,90,225,210,0.467,0.544
TcCLB.506205.10,NA,0,NA,NA,NA
TcCLB.506205.20,68,689,291,0.485,0.353
TcCLB.506205.30,23,776,433,0.522,0.565
TcCLB.506205.40,121,119,106,0.496,0.702
TcCLB.506205.49,132,414,383,0.561,0.424
TcCLB.506207.10,NA,0,NA,NA,NA
TcCLB.506207.20,153,166,124,0.582,0.275
TcCLB.506207.30,181,176,151,0.442,0.547
TcCLB.506207.40,109,321,156,0.477,0.358
TcCLB.506207.50,79,8054,7592,0.494,0.342
TcCLB.506211.10,153,221,172,0.516,0.373
TcCLB.506211.100,287,7,4,0.359,0.599
TcCLB.506211.107,1131,187,85,0.415,0.452
TcCLB.506211.114,220,325,165,0.4,0.45
TcCLB.506211.120,12,68,58,0.417,0.417
TcCLB.506211.130,24,400,387,0.375,0.25
TcCLB.506211.140,11,448,324,0.455,0.545
TcCLB.506211.150,86,819,555,0.36,0.43
TcCLB.506211.160,60,2723,2355,0.35,0.467
TcCLB.506211.170,57,1165,985,0.491,0.298
TcCLB.506211.180,349,332,325,0.407,0.347
TcCLB.506211.190,103,178,170,0.544,0.398
TcCLB.506211.20,62,275,260,0.419,0.242
TcCLB.506211.200,33,990,949,0.303,0.303
TcCLB.506211.210,251,412,211,0.398,0.319
TcCLB.506211.220,166,9,3,0.428,0.488
TcCLB.506211.230,NA,0,NA,0.305,0.821
TcCLB.506211.240,42,1512,1083,0.524,0.69
TcCLB.506211.250,25,24,21,0.28,0.6
TcCLB.506211.259,50,719,701,0.48,0.48
TcCLB.506211.30,342,411,358,0.401,0.354
TcCLB.506211.40,127,498,149,0.543,0.591
TcCLB.506211.50,217,556,225,0.406,0.327
TcCLB.506211.60,919,153,28,0.513,0.407
TcCLB.506211.70,404,526,497,0.364,0.319
TcCLB.506211.80,124,71,56,0.532,0.435
TcCLB.506213.10,812,438,207,0.424,0.511
TcCLB.506213.100,56,344,342,0.5,0.357
TcCLB.506213.110,99,198,188,0.394,0.424
TcCLB.506213.120,80,25,23,0.262,0.525
TcCLB.506213.20,31,527,330,0.484,0.419
TcCLB.506213.30,21,601,601,0.667,0.619
TcCLB.506213.40,47,326,325,0.447,0.426
TcCLB.506213.50,103,2810,1781,0.369,0.408
TcCLB.506213.60,20,2492,1786,0.35,0.45
TcCLB.506213.70,28,387,378,0.536,0.5
TcCLB.506213.80,14,6721,6596,0.571,0.5
TcCLB.506213.90,130,155,146,0.415,0.308
TcCLB.506215.10,NA,0,NA,NA,NA
TcCLB.506215.19,195,273,215,0.492,0.303
TcCLB.506221.100,180,115,103,0.45,0.439
TcCLB.506221.110,145,1283,1279,0.462,0.338
TcCLB.506221.120,382,3,1,0.346,0.555
TcCLB.506221.129,71,167,157,0.521,0.394
TcCLB.506221.20,NA,0,NA,NA,NA
TcCLB.506221.30,274,39,17,0.391,0.449
TcCLB.506221.40,188,74,25,0.436,0.372
TcCLB.506221.50,64,102,101,0.203,0.469
TcCLB.506221.60,49,126,124,0.449,0.408
TcCLB.506221.70,212,729,464,0.34,0.278
TcCLB.506221.80,26,293,154,0.269,0.5
TcCLB.506221.90,77,202,145,0.403,0.636
TcCLB.506223.10,NA,0,NA,NA,NA
TcCLB.506223.100,771,696,538,0.445,0.53
TcCLB.506223.110,77,805,803,0.468,0.766
TcCLB.506223.120,NA,0,NA,0.211,0.695
TcCLB.506223.130,641,2,1,0.493,0.465
TcCLB.506223.20,81,187,106,0.395,0.58
TcCLB.506223.30,84,15,9,0.488,0.548
TcCLB.506223.40,30,273,227,0.6,0.233
TcCLB.506223.50,72,277,273,0.458,0.458
TcCLB.506223.60,18,230,211,0.556,0.444
TcCLB.506223.70,32,225,214,0.656,0.406
TcCLB.506223.80,133,54,41,0.256,0.617
TcCLB.506223.84,31,333,241,0.452,0.452
TcCLB.506223.90,44,477,473,0.568,0.159
TcCLB.506227.10,136,214,199,0.279,0.243
TcCLB.506227.100,4,787,778,1,0.5
TcCLB.506227.110,28,226,206,0.5,0.5
TcCLB.506227.120,16,24,8,0.688,0.5
TcCLB.506227.130,71,23,11,0.577,0.366
TcCLB.506227.140,7,311,88,0.429,0.286
TcCLB.506227.150,64,432,378,0.406,0.297
TcCLB.506227.160,64,22,22,0.547,0.562
TcCLB.506227.170,56,168,167,0.625,0.429
TcCLB.506227.180,252,77,38,0.484,0.389
TcCLB.506227.190,211,2,2,0.384,0.711
TcCLB.506227.20,31,124,94,0.387,0.097
TcCLB.506227.200,120,141,140,0.6,0.567
TcCLB.506227.205,110,11,11,0.555,0.273
TcCLB.506227.210,86,260,212,0.512,0.337
TcCLB.506227.220,8,367,362,0.625,0.625
TcCLB.506227.230,23,247,178,0.565,0.739
TcCLB.506227.240,148,18,17,0.372,0.446
TcCLB.506227.250,NA,0,NA,NA,NA
TcCLB.506227.30,30,187,108,0.633,0.233
TcCLB.506227.40,22,371,332,0.591,0.682
TcCLB.506227.50,68,173,91,0.647,0.441
TcCLB.506227.80,58,114,114,0.5,0.31
TcCLB.506227.90,142,35,32,0.415,0.352
TcCLB.506237.10,NA,0,NA,NA,NA
TcCLB.506237.19,98,6,6,0.459,0.622
TcCLB.506239.10,284,790,765,0.567,0.296
TcCLB.506239.20,24,65,37,0.625,0.5
TcCLB.506239.30,316,760,602,0.427,0.408
TcCLB.506239.40,473,58,24,0.474,0.323
TcCLB.506239.50,8,64,63,0.75,0.25
TcCLB.506239.60,NA,0,NA,NA,NA
TcCLB.506243.10,1655,746,282,0.521,0.508
TcCLB.506243.110,764,3467,1732,0.51,0.533
TcCLB.506243.135,2634,364,147,0.496,0.478
TcCLB.506243.50,NA,0,NA,0.579,0.411
TcCLB.506243.77,32,1,1,0.281,0.188
TcCLB.506243.94,1411,240,132,0.54,0.519
TcCLB.506249.10,NA,0,NA,NA,NA
TcCLB.506249.20,64,368,219,0.391,0.547
TcCLB.506249.30,23,272,233,0.391,0.696
TcCLB.506249.40,32,249,198,0.594,0.281
TcCLB.506249.50,16,509,449,0.625,0.312
TcCLB.506249.60,15,739,712,0.733,0.2
TcCLB.506249.70,131,153,69,0.221,0.298
TcCLB.506251.10,44,165,105,0.432,0.455
TcCLB.506251.100,50,225,206,0.32,0.46
TcCLB.506251.110,110,145,93,0.2,0.391
TcCLB.506251.120,42,1181,662,0.333,0.476
TcCLB.506251.130,20,72,71,0.05,0.5
TcCLB.506251.20,37,224,163,0.459,0.324
TcCLB.506251.30,69,462,434,0.464,0.174
TcCLB.506251.40,21,160,155,0.476,0.619
TcCLB.506251.50,9,189,187,0.667,0.333
TcCLB.506251.70,186,5511,5218,0.527,0.419
TcCLB.506259.30,84,257,147,0.333,0.333
TcCLB.506265.10,21,253,86,0.476,0.286
TcCLB.506265.100,46,265,242,0.5,0.348
TcCLB.506265.110,24,249,228,0.542,0.208
TcCLB.506265.114,130,261,248,0.492,0.315
TcCLB.506265.120,76,103,94,0.408,0.316
TcCLB.506265.130,1195,1582,748,0.451,0.483
TcCLB.506265.140,760,54,24,0.408,0.451
TcCLB.506265.150,9,400,279,0.556,0
TcCLB.506265.160,156,361,206,0.397,0.532
TcCLB.506265.170,57,106,57,0.456,0.386
TcCLB.506265.180,21,144,131,0.476,0.429
TcCLB.506265.190,53,133,109,0.566,0.491
TcCLB.506265.20,NA,0,NA,0.337,0.442
TcCLB.506265.200,62,167,72,0.468,0.387
TcCLB.506265.209,82,190,182,0.5,0.463
TcCLB.506265.30,68,76,37,0.456,0.221
TcCLB.506265.40,NA,0,NA,0.379,0.716
TcCLB.506265.45,10,243,230,0.5,0.3
TcCLB.506265.50,26,389,196,0.615,0.462
TcCLB.506265.60,29,247,242,0.552,0.241
TcCLB.506265.70,169,30,8,0.467,0.426
TcCLB.506265.80,9,525,192,0.444,0.111
TcCLB.506265.90,25,347,148,0.52,0.44
TcCLB.506267.10,NA,0,NA,NA,NA
TcCLB.506267.101,278,72,28,0.532,0.583
TcCLB.506267.19,1292,44,15,0.545,0.491
TcCLB.506267.30,35,554,511,0.571,0.543
TcCLB.506267.39,36,62,56,0.5,0.361
TcCLB.506267.48,1066,171,133,0.547,0.491
TcCLB.506267.60,35,2128,2029,0.571,0.543
TcCLB.506267.70,36,110,91,0.528,0.417
TcCLB.506267.75,217,62,28,0.581,0.59
TcCLB.506267.80,36,26,6,0.5,0.361
TcCLB.506267.90,1103,235,120,0.557,0.54
TcCLB.506269.10,36,625,416,0.528,0.389
TcCLB.506269.25,970,113,101,0.57,0.513
TcCLB.506269.40,36,112,70,0.556,0.389
TcCLB.506269.45,NA,0,NA,0.684,0.411
TcCLB.506269.50,36,6804,5647,0.528,0.389
TcCLB.506269.59,1289,6,4,0.541,0.497
TcCLB.506269.70,35,596,532,0.571,0.543
TcCLB.506269.79,35,5929,4996,0.514,0.4
TcCLB.506269.90,35,370,345,0.6,0.543
TcCLB.506269.99,36,32,18,0.556,0.389
TcCLB.506285.10,4081,148,91,0.608,0.556
TcCLB.506285.110,38,15,7,0.421,0.447
TcCLB.506285.120,5397,342,104,0.559,0.537
TcCLB.506285.30,85,219,108,0.424,0.353
TcCLB.506285.40,36,399,330,0.556,0.389
TcCLB.506285.50,443,541,197,0.582,0.603
TcCLB.506285.80,171,1355,1263,0.661,0.491
TcCLB.506285.90,1109,530,219,0.525,0.507
TcCLB.506287.100,144,307,256,0.507,0.368
TcCLB.506287.120,NA,0,NA,0.432,0.337
TcCLB.506287.130,198,243,216,0.48,0.47
TcCLB.506287.140,155,136,96,0.374,0.239
TcCLB.506287.150,494,4,2,0.32,0.561
TcCLB.506287.170,192,90,35,0.328,0.589
TcCLB.506287.180,138,25,16,0.275,0.471
TcCLB.506287.20,411,3,2,0.445,0.564
TcCLB.506287.200,628,139,44,0.436,0.557
TcCLB.506287.209,1,1,1,0,1
TcCLB.506287.30,259,214,126,0.359,0.421
TcCLB.506287.80,172,50,33,0.43,0.453
TcCLB.506287.9,21,27,10,0.19,0
TcCLB.506287.90,237,64,47,0.338,0.392
TcCLB.506289.110,1012,5251,4813,0.551,0.535
TcCLB.506289.120,149,146,48,0.55,0.523
TcCLB.506289.130,32,15558,13687,0.406,0.469
TcCLB.506289.140,300,499,306,0.567,0.46
TcCLB.506289.150,149,1089,802,0.53,0.53
TcCLB.506289.160,396,260,161,0.583,0.497
TcCLB.506289.170,837,169,126,0.564,0.51
TcCLB.506289.180,40,481,255,0.525,0.4
TcCLB.506289.20,96,271,270,0.552,0.271
TcCLB.506289.200,32,16775,13687,0.406,0.469
TcCLB.506289.210,834,1344,716,0.567,0.514
TcCLB.506289.230,149,225,48,0.55,0.53
TcCLB.506289.240,32,17727,13687,0.406,0.469
TcCLB.506289.250,249,4923,4811,0.55,0.604
TcCLB.506289.30,1763,135,41,0.366,0.496
TcCLB.506289.40,521,562,325,0.447,0.451
TcCLB.506289.50,290,382,355,0.4,0.366
TcCLB.506289.60,277,4,1,0.368,0.473
TcCLB.506289.70,301,26,15,0.336,0.565
TcCLB.506289.74,138,47,17,0.275,0.486
TcCLB.506289.80,207,1017,844,0.459,0.304
TcCLB.506289.9,173,766,634,0.439,0.347
TcCLB.506289.94,32,13649,12659,0.5,0.531
TcCLB.506291.10,36,1318,513,0.556,0.389
TcCLB.506291.20,513,701,469,0.552,0.542
TcCLB.506291.31,513,591,568,0.542,0.528
TcCLB.506311.20,507,350,184,0.46,0.503
TcCLB.506311.30,185,3,2,0.476,0.373
TcCLB.506341.10,NA,0,NA,NA,NA
TcCLB.506341.20,82,241,154,0.232,0.244
TcCLB.506341.30,909,439,90,0.403,0.549
TcCLB.506341.40,93,53,13,0.656,0.505
TcCLB.506341.50,103,127,126,0.437,0.398
TcCLB.506343.10,3,1,1,0,0.5
TcCLB.506343.20,2606,829,581,0.513,0.502
TcCLB.506343.30,84,813,188,0.321,0.333
TcCLB.506343.41,223,840,392,0.538,0.395
TcCLB.506343.51,2539,528,256,0.535,0.526
TcCLB.506345.100,830,753,403,0.427,0.528
TcCLB.506345.120,NA,0,NA,NA,NA
TcCLB.506345.30,2472,1823,1722,0.549,0.51
TcCLB.506345.40,909,183,88,0.559,0.561
TcCLB.506345.70,2226,1188,666,0.546,0.515
TcCLB.506345.90,97,250,149,0.464,0.433
TcCLB.506351.20,14,49,27,0.429,0.286
TcCLB.506351.30,163,71,45,0.485,0.239
TcCLB.506351.35,244,1,1,0.402,0.471
TcCLB.506351.40,52,331,293,0.442,0.615
TcCLB.506351.50,5,2,1,0.8,0.4
TcCLB.506351.60,8,289,271,0.75,0.375
TcCLB.506351.70,NA,0,NA,0.432,0.537
TcCLB.506351.80,144,434,247,0.444,0.361
TcCLB.506351.9,36,134,81,0.556,0.583
TcCLB.506351.90,NA,0,NA,NA,NA
TcCLB.506357.10,40,199,185,0.625,0.2
TcCLB.506357.100,55,405,335,0.527,0.4
TcCLB.506357.110,112,153,139,0.446,0.259
TcCLB.506357.120,61,519,511,0.557,0.426
TcCLB.506357.130,NA,0,NA,0.326,0.6
TcCLB.506357.140,117,160,131,0.444,0.179
TcCLB.506357.150,176,38,25,0.358,0.557
TcCLB.506357.160,562,43,35,0.429,0.45
TcCLB.506357.170,3,88,49,0.333,0.333
TcCLB.506357.180,158,29,28,0.316,0.31
TcCLB.506357.190,35,11,11,0.4,0.771
TcCLB.506357.199,24,18,10,0.583,0.125
TcCLB.506357.20,44,77,71,0.409,0.432
TcCLB.506357.29,12,507,475,0.667,0.5
TcCLB.506357.40,153,1365,1351,0.431,0.49
TcCLB.506357.50,139,809,416,0.302,0.403
TcCLB.506357.60,137,187,130,0.526,0.591
TcCLB.506357.69,86,27,26,0.5,0.523
TcCLB.506357.80,58,219,214,0.517,0.345
TcCLB.506357.90,74,607,590,0.5,0.365
TcCLB.506359.10,NA,0,NA,NA,NA
TcCLB.506359.30,1852,336,196,0.464,0.509
TcCLB.506359.40,40,291,175,0.55,0.5
TcCLB.506359.50,45,214,206,0.533,0.244
TcCLB.506359.60,90,347,284,0.289,0.544
TcCLB.506359.70,17,169,163,0.412,0.353
TcCLB.506359.80,74,702,647,0.554,0.27
TcCLB.506359.90,85,294,171,0.506,0.494
TcCLB.506359.99,117,177,159,0.47,0.462
TcCLB.506363.10,21,408,381,0.333,0.524
TcCLB.506363.100,62,564,311,0.5,0.484
TcCLB.506363.110,22,139,138,0.182,0.455
TcCLB.506363.120,54,4,2,0.648,0.259
TcCLB.506363.130,44,200,168,0.591,0.295
TcCLB.506363.140,58,471,400,0.431,0.517
TcCLB.506363.150,34,315,126,0.412,0.324
TcCLB.506363.159,60,81,79,0.65,0.467
TcCLB.506363.20,7,260,258,0.714,0.429
TcCLB.506363.30,18,83,83,0.444,0.333
TcCLB.506363.40,9,508,395,0.667,0
TcCLB.506363.50,6,215,204,0.5,0.333
TcCLB.506363.60,9,127,107,0.222,0.333
TcCLB.506363.70,3,770,763,0.333,0
TcCLB.506363.80,NA,0,NA,0.337,0.432
TcCLB.506363.90,32,278,141,0.281,0.344
TcCLB.506365.20,692,612,394,0.549,0.496
TcCLB.506367.10,109,332,316,0.431,0.339
TcCLB.506367.100,20,294,273,0.55,0.5
TcCLB.506367.120,79,143,130,0.57,0.266
TcCLB.506367.130,49,10,5,0.408,0.367
TcCLB.506367.140,151,255,248,0.51,0.338
TcCLB.506367.160,104,346,298,0.413,0.365
TcCLB.506367.170,91,381,301,0.593,0.407
TcCLB.506367.174,180,151,48,0.461,0.622
TcCLB.506367.180,NA,0,NA,NA,NA
TcCLB.506367.20,153,315,167,0.412,0.608
TcCLB.506367.30,115,569,196,0.339,0.252
TcCLB.506367.40,30,301,212,0.467,0.467
TcCLB.506367.50,484,2715,1374,0.432,0.554
TcCLB.506367.60,48,382,351,0.583,0.396
TcCLB.506367.70,756,3267,1374,0.43,0.573
TcCLB.506367.80,NA,0,NA,0.484,0.558
TcCLB.506367.89,35,439,430,0.6,0.429
TcCLB.506369.20,21,95,87,0.333,0.571
TcCLB.506369.30,44,119,72,0.568,0.318
TcCLB.506369.40,3,190,184,0.333,0
TcCLB.506369.50,20,508,231,0.75,0.25
TcCLB.506369.60,38,185,130,0.5,0.368
TcCLB.506369.70,2012,65,22,0.441,0.485
TcCLB.506369.9,28,404,334,0.571,0.286
TcCLB.506375.10,NA,0,NA,NA,NA
TcCLB.506375.100,70,91,84,0.514,0.271
TcCLB.506375.110,53,1573,610,0.623,0.245
TcCLB.506375.120,8,299,162,0.625,0
TcCLB.506375.20,484,1494,1143,0.62,0.459
TcCLB.506375.35,NA,0,NA,0.589,0.621
TcCLB.506375.50,NA,0,NA,0.589,0.421
TcCLB.506375.60,104,49,16,0.538,0.51
TcCLB.506375.70,484,1267,917,0.622,0.457
TcCLB.506375.80,683,8,3,0.455,0.553
TcCLB.506375.90,65,360,349,0.4,0.354
TcCLB.506377.10,5952,193,49,0.55,0.488
TcCLB.506387.9,956,5,3,0.476,0.559
TcCLB.506397.10,3297,470,419,0.553,0.481
TcCLB.506399.10,82,1317,1269,0.561,0.39
TcCLB.506399.20,126,28,28,0.651,0.246
TcCLB.506399.30,58,564,519,0.362,0.328
TcCLB.506399.40,297,189,102,0.38,0.195
TcCLB.506399.60,2359,134,48,0.355,0.493
TcCLB.506399.70,865,759,474,0.477,0.504
TcCLB.506399.80,702,7,3,0.282,0.623
TcCLB.506399.89,85,1036,920,0.435,0.4
TcCLB.506401.100,3,374,285,1,0
TcCLB.506401.110,1093,329,260,0.425,0.445
TcCLB.506401.12,1449,18,12,0.386,0.509
TcCLB.506401.120,29,5690,5556,0.517,0.483
TcCLB.506401.130,72,128,72,0.528,0.347
TcCLB.506401.140,34,7,7,0.5,0.471
TcCLB.506401.150,123,79,33,0.431,0.35
TcCLB.506401.160,105,353,264,0.533,0.371
TcCLB.506401.170,594,26,13,0.311,0.512
TcCLB.506401.180,186,1759,764,0.382,0.323
