gene_id	gene_name	enc	cai
Tb927.1.4340	hypothetical protein, conserved	58.597	0.638
Tb927.1.4370	hypothetical protein, conserved	58.271	0.66
Tb927.1.4380	hypothetical protein, conserved	55.22	0.672
Tb927.1.4400	hypothetical protein, conserved	56.086	0.602
Tb927.1.4410	hypothetical protein, conserved	58.917	0.632
Tb927.1.4420	ABC transporter, putative	57.199	0.679
Tb927.1.4440	hypothetical protein, conserved	54.912	0.633
Tb927.1.4450	hypothetical protein, conserved	57.158	0.694
Tb927.1.4470	hypothetical protein, conserved	58.587	0.665
Tb927.1.4480	hypothetical protein, conserved	56.469	0.687
Tb927.1.4500	hypothetical protein, conserved	57.703	0.679
Tb927.1.4520	hypothetical protein, conserved	54.418	0.687
Tb927.1.4540	cyclin-like F-box protein (CFB1A)	57.682	0.695
Tb927.1.4560	cyclin-like F-box protein (CFB1B)	57.389	0.695
Tb927.1.4580	cyclin-like F-box protein (CFB1C)	57.563	0.696
Tb927.1.4600	cyclin-like F-box protein (CFB1D)	57.302	0.697
Tb927.1.4630	cyclin-like F-box protein (CFB1E)	57.509	0.695
Tb927.1.4650	cyclin-like F-box protein (CFB2)	58.375	0.686
Tb927.1.4680	hypothetical protein, conserved	55.308	0.636
Tb927.1.4690	arginine N-methyltransferase (PRMT1)	54.072	0.688
Tb927.1.4700	hypothetical protein, conserved	57.686	0.608
Tb927.1.4720	hypothetical protein, conserved	53.874	0.688
Tb927.1.4740	hypothetical protein, conserved	55.56	0.69
Tb927.1.4760	hypothetical protein, conserved	55.832	0.672
Tb927.1.4780	serine peptidase, putative,serine peptidase, Clan SC, Family S9D	57.217	0.681
Tb927.1.480	leucine-rich repeat protein (LRRP), putative	55.213	0.622
Tb927.1.4800	hypothetical protein, conserved	56.986	0.609
Tb927.1.4830	phospholipase A1 (PLA1)	53.587	0.624
Tb927.1.4870	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative	49.915	0.597
Tb927.1.4890	expression site-associated gene 2 (ESAG2) protein, putative	50.517	0.622
Tb927.1.4900	expression site-associated gene 11 (ESAG11) protein, putative	54.261	0.603
Tb927.1.4910	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative	54.223	0.602
Tb927.1.5000	hypothetical protein, conserved	55.955	0.65
Tb927.1.5030	leucine-rich repeat protein (LRRP), putative	60.135	0.638
Tb927.1.5060	variant surface glycoprotein (VSG)-related, putative	52.357	0.576
Tb927.1.5080	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 9 (ESAG9) protein, putative	56.085	0.611
Tb927.1.5100	expression site-associated gene 2 (ESAG2) protein, putative	54.217	0.609
Tb927.1.5110	expression site-associated gene 11 (ESAG11) protein, putative	52.32	0.605
Tb927.1.5120	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative	50.695	0.592
Tb927.1.5170	variant surface glycoprotein (VSG)-related, putative	54.522	0.573
Tb927.1.520	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, fragment	59.452	0.664
Tb927.1.5200	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative	50.959	0.604
Tb927.1.5220	expression site-associated gene 9 (ESAG9) protein, putative	56.118	0.583
Tb927.1.5240	expression site-associated gene 1 (ESAG1) protein, putative	54.952	0.606
Tb927.1.530	hypothetical protein, conserved	52.558	0.637
Tb927.1.5300	variant surface glycoprotein (VSG), putative	51.827	0.608
Tb927.1.5330	variant surface glycoprotein (VSG, atypical), putative	46.202	0.599
Tb927.1.540	DNA-directed RNA polymerase III, putative,RNA polymerase subunit, putative (RPC128)	55.881	0.679
Tb927.1.560	hypothetical protein, conserved	59.548	0.638
Tb927.1.570	Histone-lysine N-methyltransferase, H3 lysine-76 specific (DOT1B)	58.714	0.653
Tb927.1.580	phosphate-repressible phosphate permease, putative	57.081	0.686
Tb927.1.600	phosphate-repressible phosphate permease, putative	58.093	0.679
Tb927.1.610	hypothetical protein, conserved	57.708	0.598
Tb927.1.640	BRCA2	53.258	0.607
Tb927.1.650	hypothetical protein, conserved	51.334	0.683
Tb927.1.670	hypothetical protein, conserved	56.019	0.712
Tb927.1.690	hypothetical protein, conserved	61.0	0.607
Tb927.1.70	retrotransposon hot spot protein 4 (RHS4), putative	58.594	0.609
Tb927.1.700	phosphoglycerate kinase (PGKC)	55.466	0.729
Tb927.1.710	phosphoglycerate kinase (PGKB)	56.274	0.719
Tb927.1.720	phosphoglycerate kinase (PGKA)	54.659	0.674
Tb927.1.730	hypothetical protein, conserved	60.255	0.644
Tb927.1.740	hypothetical protein, conserved	57.001	0.695
Tb927.1.750	hypothetical protein, conserved	56.023	0.639
Tb927.1.760	hypothetical protein, conserved	57.61	0.667
Tb927.1.780	hypothetical protein, conserved	56.674	0.694
Tb927.1.790	hypothetical protein, conserved	56.178	0.669
Tb927.1.820	hypothetical protein, conserved	55.16	0.685
Tb927.1.830	hypothetical protein, conserved	58.568	0.672
Tb927.1.840	hypothetical protein, conserved	59.732	0.629
Tb927.1.860	hypothetical protein, conserved	58.196	0.698
Tb927.1.870	deoxyhypusine synthase, putative	58.461	0.647
Tb927.1.880	hypothetical protein, conserved	58.164	0.672
Tb927.1.890	hypothetical protein, conserved	58.179	0.646
Tb927.1.990	hypothetical protein, conserved	61.0	0.644
Tb927.10.10	variant surface glycoprotein (VSG),variant surface glycoprotein VSG 10.1	54.271	0.63
Tb927.10.10000	hypothetical protein, conserved	59.764	0.643
Tb927.10.10010	60S acidic ribosomal protein, putative	57.965	0.712
Tb927.10.10020	hypothetical protein, conserved	59.025	0.684
Tb927.10.10050	hypothetical protein, conserved	57.563	0.661
Tb927.10.10070	hypothetical protein, conserved	53.858	0.659
Tb927.10.10090	hypothetical protein, conserved	59.918	0.655
Tb927.10.10100	hypothetical protein, conserved	58.163	0.665
Tb927.10.10120	hypothetical protein, conserved	58.532	0.665
Tb927.10.10130	mitochondrial RNA binding complex 1 subunit (MRB10130)	59.133	0.7
Tb927.10.10140	paraflagellar rod component, putative (PFC19)	59.261	0.704
Tb927.10.10150	hypothetical protein, conserved	60.378	0.627
Tb927.10.10160	hypothetical protein, conserved	57.846	0.688
Tb927.10.10170	predicted WD40 repeat protein	59.531	0.686
Tb927.10.10180	hypothetical protein, conserved	56.768	0.678
Tb927.10.10190	hypothetical protein, conserved	59.295	0.643
Tb927.10.10200	hypothetical protein, conserved	58.39	0.652
Tb927.10.10210	procyclin-associated gene 4 (PAG4) protein (PAG4)	57.1	0.653
Tb927.10.10220	procyclin-associated gene 2 (PAG2) protein (PAG2)	53.161	0.596
Tb927.10.10230	procyclin-associated gene 5 (PAG5) protein (PAG5)	59.312	0.596
Tb927.10.10240	procyclin-associated gene 1 (PAG1) protein (PAG1)	49.407	0.608
Tb927.10.10280	microtubule-associated protein, putative	35.019	0.714
Tb927.10.1030	serine carboxypeptidase III precursor, putative,serine peptidase, Clan SC, Family S10 (CBP1)	55.311	0.717
Tb927.10.10300	hypothetical protein, conserved	57.627	0.68
Tb927.10.10310	hypothetical protein, conserved	58.822	0.666
Tb927.10.10330	hypothetical protein, conserved	57.758	0.683
Tb927.10.10340	structural maintenance of chromosome 2, putative (SMC2)	57.212	0.683
Tb927.10.10350	protein kinase, putative	58.017	0.681
Tb927.10.10360	microtubule-associated protein, putative	30.718	0.716
Tb927.10.10380	ATP-dependent DEAD/H RNA helicase, putative	58.825	0.672
Tb927.10.10390	trypanothione reductase	53.363	0.741
Tb927.10.1040	serine carboxypeptidase III precursor, putative,serine carboxypeptidase (CBP1) precursor, putative,serine peptidase, Clan SC, Family S10 (CBP1)	53.904	0.714
Tb927.10.10400	hypothetical protein, conserved	59.657	0.687
Tb927.10.10410	DNA replication licensing factor MCM8, putative	55.862	0.687
Tb927.10.10430	hypothetical protein, conserved	57.711	0.681
Tb927.10.10440	mitochondrial carrier protein (MCP8)	54.867	0.656
Tb927.10.1050	serine carboxypeptidase III precursor, putative,serine peptidase, Clan SC, Family S10 (CBP1)	56.065	0.689
Tb927.10.1060	T-complex protein 1, delta subunit, putative (TCP-1-delta)	54.298	0.731
Tb927.10.10610	protein tyrosine phosphatase, putative	55.453	0.735
Tb927.10.10620	hypothetical protein, conserved	58.848	0.669
Tb927.10.10630	hypothetical protein, conserved	54.73	0.66
Tb927.10.10650	iron-containing hydrogenase, putative	56.83	0.698
Tb927.10.10670	kinetoplastid-specific dual specificity phosphatase, putative	56.811	0.714
Tb927.10.10680	hypothetical protein, conserved	59.535	0.673
Tb927.10.10690	hypothetical protein, conserved	58.513	0.706
Tb927.10.1070	cell division protein kinase 2 homolog 1,cdc2- like protein kinase (CRK1)	59.851	0.699
Tb927.10.10700	splicing factor Prp31	54.924	0.675
Tb927.10.10710	hypothetical protein, conserved	57.515	0.669
Tb927.10.10720	hypothetical protein, conserved	58.375	0.687
Tb927.10.10730	hypothetical protein	58.443	0.682
Tb927.10.10740	hypothetical protein, conserved	58.217	0.659
Tb927.10.10750	zinc carboxypeptidase, putative,metallo- peptidase, Clan MC, Family M14	57.375	0.683
Tb927.10.10770	hypothetical protein, conserved	59.87	0.679
Tb927.10.10780	hypothetical protein, conserved	56.927	0.689
Tb927.10.10800	palmitoyl acyltransferase 2, putative	55.906	0.695
Tb927.10.10810	adenosine deaminase-like protein	57.879	0.659
Tb927.10.10820	hypothetical protein, conserved	61.0	0.644
Tb927.10.10830	RGG2 (RGG2)	54.082	0.697
Tb927.10.10840	hypothetical protein, conserved	58.563	0.655
Tb927.10.10850	argonaute-like protein (AGO1)	57.341	0.674
Tb927.10.10870	protein kinase, putative	60.082	0.652
Tb927.10.10880	ATP-binding cassette protein, putative,ABC transporter, putative,ATPase, putative	59.222	0.693
Tb927.10.10890	heat shock protein, putative	42.843	0.81
Tb927.10.10900	heat shock protein, putative	42.843	0.81
Tb927.10.10910	heat shock protein, putative	42.838	0.81
Tb927.10.10920	heat shock protein, putative	42.878	0.809
Tb927.10.10930	heat shock protein, putative	42.772	0.811
Tb927.10.10940	heat shock protein, putative	42.667	0.812
Tb927.10.10950	heat shock protein, putative	42.667	0.812
Tb927.10.10960	heat shock protein, putative	42.667	0.812
Tb927.10.10970	heat shock protein, putative	42.567	0.812
Tb927.10.10980	heat shock protein 83,heat shock protein	42.725	0.811
Tb927.10.10990	predicted WD40 repeat protein	59.296	0.676
Tb927.10.110	retrotransposon hot spot protein 2 (RHS2), pseudogene	56.852	0.618
Tb927.10.11000	hypothetical protein, conserved	56.825	0.682
Tb927.10.11010	hypothetical protein, conserved	61.0	0.6
Tb927.10.11020	DNA mismatch repair protein, putative,MSH2 (MSH2)	58.526	0.687
Tb927.10.11040	hypothetical protein, conserved	59.335	0.632
Tb927.10.11050	hypothetical protein, conserved	60.46	0.632
Tb927.10.11070	hypothetical protein, conserved	58.641	0.652
Tb927.10.11080	paraflagellar rod protein	43.204	0.721
Tb927.10.11090	hypothetical protein, conserved	58.095	0.655
Tb927.10.1110	kinesin, putative	58.25	0.675
Tb927.10.11100	deoxyribodipyrimidine photolyase, putative,DNA repair enzyme, putative	59.782	0.668
Tb927.10.11110	hypothetical protein, conserved	59.741	0.626
Tb927.10.11120	hypothetical protein, conserved	61.0	0.624
Tb927.10.11130	hypothetical protein, conserved	59.978	0.679
Tb927.10.11140	hypothetical protein, conserved	60.082	0.668
Tb927.10.11150	hypothetical protein, conserved	57.983	0.686
Tb927.10.11160	HIRA-interacting protein 5, putative	54.965	0.697
Tb927.10.11170	hypothetical protein, conserved	59.318	0.676
Tb927.10.11180	E1-like ubiquitin-activating enzyme, putative,ATG7/CVT2/APG7, putative (ATG7)	57.932	0.68
Tb927.10.11190	hypothetical protein, conserved	59.006	0.672
Tb927.10.1120	hypothetical protein, conserved	60.501	0.659
Tb927.10.11210	hypothetical protein, conserved	59.198	0.674
Tb927.10.11220	procyclic form surface phosphoprotein (PSSA-2)	57.303	0.659
Tb927.10.11230	hypothetical protein, conserved	59.584	0.658
Tb927.10.11240	hypothetical protein, conserved	57.441	0.582
Tb927.10.11250	hypothetical protein, conserved	60.699	0.635
Tb927.10.11270	RNA-binding protein, putative (RBP23)	56.646	0.61
Tb927.10.11290	hypothetical protein, conserved	57.033	0.629
Tb927.10.1130	dynein arm light chain, axonemal, putative	53.05	0.699
Tb927.10.11310	intraflagellar transport protein IFT55/IFT57, putative (IFT57/55)	57.292	0.651
Tb927.10.11330	hypothetical protein, conserved	61.0	0.692
Tb927.10.11340	hypothetical protein, conserved	60.131	0.643
Tb927.10.11360	protein phosphatase 2A regulatory subunit, putative	60.374	0.663
Tb927.10.11380	hypothetical protein, conserved	59.095	0.697
Tb927.10.1140	epsilon tubulin (TUBE1)	55.172	0.689
Tb927.10.11400	hypothetical protein, conserved	59.438	0.696
Tb927.10.11410	hypothetical protein, conserved	60.429	0.674
Tb927.10.11420	hypothetical protein, conserved	58.425	0.658
Tb927.10.11430	hypothetical protein, conserved	61.0	0.613
Tb927.10.11440	CYC2-like cyclin, putative,G1 cyclin CycE4, putative (CYC5)	57.02	0.689
Tb927.10.11450	TFIIF-stimulated CTD phosphatase, putative	59.741	0.641
Tb927.10.11470	hypothetical protein, conserved	57.802	0.678
Tb927.10.11480	hypothetical protein, conserved	60.323	0.652
Tb927.10.1150	hypothetical protein, conserved	58.922	0.655
Tb927.10.11500	hypothetical protein, conserved	57.735	0.666
Tb927.10.11510	hypothetical protein, conserved	60.067	0.674
Tb927.10.11540	40S ribosomal protein S3, putative (RPS3)	49.401	0.791
Tb927.10.11550	hypothetical protein, conserved	59.88	0.634
Tb927.10.11560	hypothetical protein, conserved	61.0	0.645
Tb927.10.11570	hypothetical protein, conserved	59.971	0.67
Tb927.10.11580	predicted WD40 repeat protein	58.277	0.666
Tb927.10.11590	nicotinate phosphoribosyltransferase, putative	56.19	0.682
Tb927.10.11600	hypothetical protein, conserved	55.573	0.612
Tb927.10.11620	calcium-transporting ATPase, putative	58.205	0.67
Tb927.10.11630	hypothetical protein, conserved	61.0	0.657
Tb927.10.11640	hypothetical protein, conserved	55.169	0.63
Tb927.10.11660	hypothetical protein, conserved	57.24	0.681
Tb927.10.11670	hypothetical protein, conserved	59.715	0.683
Tb927.10.11680	chloride channel protein, putative	57.87	0.68
Tb927.10.11690	hypothetical protein, conserved	59.06	0.667
Tb927.10.1170	intraflagellar transport protein IFT172, putative (IFT172)	56.362	0.717
Tb927.10.11720	hypothetical protein, conserved	59.551	0.629
Tb927.10.11730	zinc finger protein family member, putative (ZC3H33)	58.922	0.662
Tb927.10.11750	hypothetical protein, conserved	57.304	0.651
Tb927.10.11760	pumilio/PUF RNA binding protein 6 (PUF6)	54.502	0.716
Tb927.10.11780	hypothetical protein, conserved	58.773	0.66
Tb927.10.1180	hypothetical protein, conserved	58.549	0.635
Tb927.10.11800	33 kDa inner dynein arm light chain, axonemal, putative,dynein light chain, putative	60.409	0.631
Tb927.10.11810	hypothetical protein, conserved	56.798	0.662
Tb927.10.11820	hypothetical protein, conserved	57.561	0.674
Tb927.10.11830	hypothetical protein, conserved	54.632	0.687
Tb927.10.11840	hypothetical protein	59.054	0.685
Tb927.10.11850	hypothetical protein, conserved	57.126	0.677
Tb927.10.11860	hypothetical protein, conserved,proline rich protein	52.294	0.623
Tb927.10.11870	mitochondrial RNA binding protein (MRB11870)	61.0	0.641
Tb927.10.11880	hypothetical protein, conserved	60.072	0.633
Tb927.10.11890	hypothetical protein, conserved	57.041	0.693
Tb927.10.1190	hypothetical protein, conserved	58.877	0.618
Tb927.10.11910	hypothetical protein, conserved	59.06	0.677
Tb927.10.11930	beta-D-hydroxybutyrate dehydrogenase	61.0	0.66
Tb927.10.11940	ABC1 protein, putative	56.636	0.659
Tb927.10.11950	hypothetical protein, conserved	61.0	0.643
Tb927.10.11960	hypothetical protein, conserved	60.081	0.627
Tb927.10.11970	glutamine aminotransferase (GlnAT) (GlnAT)	53.856	0.731
Tb927.10.11980	QA-SNARE protein putative	61.0	0.62
Tb927.10.11990	RNA-binding protein	59.827	0.698
Tb927.10.1200	hypothetical protein, conserved	61.0	0.618
Tb927.10.12020	hypothetical protein, conserved	59.068	0.677
Tb927.10.12030	hypothetical protein, conserved	54.425	0.658
Tb927.10.12040	protein kinase, putative,mitogen-activated protein kinase 11, putative	58.595	0.657
Tb927.10.12050	hypothetical protein, conserved	53.128	0.644
Tb927.10.12060	hypothetical protein, conserved	58.362	0.651
Tb927.10.12080	hypothetical protein, conserved	53.944	0.659
Tb927.10.1210	katanin, putative	59.567	0.642
Tb927.10.12120	hypothetical protein, conserved	58.946	0.657
Tb927.10.12130	hypothetical protein, conserved	57.685	0.681
Tb927.10.12140	hypothetical protein, conserved	58.614	0.691
Tb927.10.12150	hypothetical protein, conserved	58.65	0.67
Tb927.10.12160	hypothetical protein, conserved	58.977	0.658
Tb927.10.12170	RAB-interacting protein, putative	58.319	0.628
Tb927.10.12180	hypothetical protein, conserved	60.048	0.659
Tb927.10.12190	RAB-interacting protein, putative	61.0	0.677
Tb927.10.12200	hypothetical protein, conserved	61.0	0.653
Tb927.10.12210	ribulose-5-phosphate 3-epimerase, putative	58.505	0.677
Tb927.10.12220	hypothetical protein, conserved	60.726	0.646
Tb927.10.12230	hypothetical protein, conserved	57.82	0.668
Tb927.10.12240	short-chain dehydrogenase, putative	56.8	0.743
Tb927.10.12250	hypothetical protein, conserved	59.729	0.646
Tb927.10.12260	cytosolic nonspecific dipeptidase, putative,peptidase (M20/M25/M40 family), putative	56.611	0.728
Tb927.10.12270	hypothetical protein, conserved	54.477	0.667
Tb927.10.12290	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	58.498	0.67
Tb927.10.1230	hypothetical protein, conserved	57.403	0.727
Tb927.10.12310	helicase-like protein	58.186	0.683
Tb927.10.12320	hypothetical protein	58.839	0.663
Tb927.10.12330	zinc finger protein family member, putative (ZC3H34)	61.0	0.678
Tb927.10.12340	hypothetical protein, conserved	57.748	0.674
Tb927.10.12370	gamma-glutamylcysteine synthetase (GCS)	57.376	0.687
Tb927.10.12380	chaperone protein DNAj, putative	59.547	0.653
Tb927.10.12390	hypothetical protein, conserved	61.0	0.638
Tb927.10.1240	hypothetical protein, conserved	57.2	0.642
Tb927.10.12400	membrane transporter protein, putative	61.0	0.679
Tb927.10.12410	hypothetical protein, conserved	53.28	0.692
Tb927.10.12430	hypothetical protein, conserved	54.968	0.696
Tb927.10.12440	kinesin, putative	59.134	0.659
Tb927.10.12450	SNARE domain-containing protein, putative	61.0	0.651
Tb927.10.12470	hypothetical protein, conserved	59.478	0.674
Tb927.10.12480	hypothetical protein, conserved	59.691	0.691
Tb927.10.12490	kinesin, putative	58.397	0.642
Tb927.10.1250	hypothetical protein, conserved	59.458	0.715
Tb927.10.12500	P-type H -ATPase, putative	51.743	0.75
Tb927.10.12510	P-type H -ATPase, putative	51.784	0.749
Tb927.10.12520	hypothetical protein, conserved	59.463	0.635
Tb927.10.12540	electron transfer protein, putative,ferredoxin, putative	57.885	0.619
Tb927.10.12550	hypothetical protein, conserved	59.825	0.614
Tb927.10.12590	hypothetical protein, conserved	57.188	0.659
Tb927.10.1260	aspartyl-tRNA synthetase, putative	56.463	0.695
Tb927.10.12600	hypothetical protein	60.291	0.639
Tb927.10.12620	hypothetical protein, conserved	60.218	0.648
Tb927.10.12630	hypothetical protein, conserved	52.11	0.681
Tb927.10.12640	chaperone protein DNAj, putative	59.004	0.592
Tb927.10.12660	pumilio/PUF RNA binding protein 2 (PUF2)	58.901	0.679
Tb927.10.12670	hypothetical protein, conserved	60.142	0.643
Tb927.10.12690	hypothetical protein, conserved	59.287	0.65
Tb927.10.1270	mismatch repair protein, putative	58.959	0.676
Tb927.10.12700	pyruvate dehydrogenase E1 alpha subunit, putative	55.565	0.721
Tb927.10.12710	heat shock protein 110, putative	54.564	0.725
Tb927.10.12720	hypothetical protein, conserved	59.863	0.623
Tb927.10.12740	zinc finger protein family memeber, putative (ZC3H35)	57.162	0.645
Tb927.10.12760	zinc finger protein family member, putative (ZC3H36)	58.389	0.68
Tb927.10.12780	zinc finger protein family member, putative (ZC3H37)	56.032	0.651
Tb927.10.12800	zinc finger protein family member, putative (ZC3H38)	54.416	0.669
Tb927.10.12810	cholinephosphate cytidylyltransferase A, putative	59.528	0.671
Tb927.10.12820	hypothetical protein, conserved	56.258	0.703
Tb927.10.12830	acetyltransferase, putative	55.347	0.635
Tb927.10.12840	mitochondrial carrier protein (MCP12)	53.526	0.722
Tb927.10.12850	ttaggg binding factor	60.953	0.662
Tb927.10.12860	hypothetical protein, conserved	57.075	0.665
Tb927.10.12870	hypothetical protein, conserved	59.579	0.649
Tb927.10.12880	hypothetical protein, conserved	56.199	0.719
Tb927.10.12890	bifunctional aminoacyl-tRNA synthetase, putative	56.489	0.705
Tb927.10.12910	hypothetical protein, conserved	58.671	0.665
Tb927.10.12920	hypothetical protein, conserved	59.795	0.628
Tb927.10.12930	hypothetical protein, conserved	51.927	0.737
Tb927.10.12940	predicted zinc finger protein	61.0	0.685
Tb927.10.12950	hypothetical protein, conserved	59.445	0.643
Tb927.10.12960	ras-related protein rab-5,small GTPase, putative (RAB5A)	58.594	0.682
Tb927.10.12970	hypothetical protein, conserved	58.987	0.654
Tb927.10.12980	methyltransferase, putative,member of the NOL1/NOP2/sun family of proteins	56.118	0.662
Tb927.10.12990	predicted ankyrin repeat family protein	57.807	0.663
Tb927.10.1300	hypothetical protein, conserved	60.507	0.686
Tb927.10.13000	cAMP phosphodiesterase A, putative (PDEA)	61.0	0.668
Tb927.10.13010	protein kinase A catalytic subunit (PKAC3)	60.201	0.652
Tb927.10.13020	vacuolar protein sorting complex subunit, putative,Vps16, putative	58.122	0.603
Tb927.10.13030	calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative	53.197	0.598
Tb927.10.13040	receptor-type adenylate cyclase GRESAG 4, putative,ESAG 4 (expression site-associated gene 4) protein, putative	56.792	0.708
Tb927.10.13070	hypothetical protein, conserved	58.378	0.666
Tb927.10.13090	hypothetical protein, conserved	60.632	0.644
Tb927.10.1310	hypothetical protein, conserved	60.546	0.665
Tb927.10.13100	hypothetical protein, conserved	55.211	0.652
Tb927.10.13120	mitochondrial carrier protein (MCP14)	58.611	0.669
Tb927.10.13130	UTP-glucose-1-phosphate uridylyltransferase	57.919	0.678
Tb927.10.13150	hypothetical protein, conserved	60.916	0.608
Tb927.10.13160	mannosyltransferase-II, putative (TbGPI18)	58.842	0.676
Tb927.10.13170	hypothetical protein, conserved	61.0	0.646
Tb927.10.13180	hypothetical protein, conserved	58.871	0.668
Tb927.10.13190	actin related protein 2/3 complex, putative,ARP2/3 complex subunit, putative	58.845	0.669
Tb927.10.1320	hypothetical protein, conserved	59.215	0.659
Tb927.10.13200	hypothetical protein, conserved	58.341	0.661
Tb927.10.13210	dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative	59.313	0.671
Tb927.10.13220	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	57.854	0.664
Tb927.10.13230	hypothetical protein, conserved	58.781	0.647
Tb927.10.13240	hypothetical protein, conserved	57.982	0.66
Tb927.10.13250	hypothetical protein, conserved	60.253	0.642
Tb927.10.13260	hypothetical protein, conserved	59.666	0.666
Tb927.10.13270	periodic tryptophan protein 2, putative,predicted WD40 repeat protein,predicted involvement in cytokinesis,predicted involvement in cell separation	58.956	0.688
Tb927.10.13280	hypothetical protein, conserved	57.869	0.68
Tb927.10.13290	ethanolamine phosphotransferase (EPT)	58.259	0.687
Tb927.10.1330	hypothetical protein, conserved	57.638	0.652
Tb927.10.13300	30S ribosomal protein S8, putative	57.455	0.623
Tb927.10.13310	DNA-directed RNA polymerase I subunit, putative,RNA polymerase subunit, putative (RPB5z)	60.545	0.634
Tb927.10.13320	DNA-directed RNA polymerase II/III subunit, putative (RPB5)	57.666	0.664
Tb927.10.13330	paraflagellar rod component, putative (PFC20)	60.157	0.643
Tb927.10.13350	hypothetical protein, conserved	59.341	0.643
Tb927.10.13360	elongation factor Tu, putative	53.534	0.75
Tb927.10.13370	dynein light chain, putative,dynein Tctex1 family, putative	55.659	0.726
Tb927.10.13380	hypothetical protein, conserved	56.253	0.637
Tb927.10.13390	hypothetical protein, conserved	56.972	0.64
Tb927.10.1340	hypothetical protein, conserved	58.975	0.675
Tb927.10.13400	Phosphatidic acid phostphatase, putative	58.612	0.681
Tb927.10.13430	citrate synthase, putative	56.018	0.701
Tb927.10.13440	hypothetical protein, conserved,hypothetical protein	57.986	0.643
Tb927.10.13450	hypothetical protein, conserved,hypothetical protein	58.504	0.674
Tb927.10.13470	hypothetical protein, conserved,hypothetical protein	59.474	0.669
Tb927.10.13480	protein kinase, putative	58.386	0.702
Tb927.10.13490	serine/threonine kinase, putative	60.659	0.676
Tb927.10.1350	hypothetical protein, conserved	60.703	0.649
Tb927.10.13500	60S ribosomal protein L10a	51.537	0.817
Tb927.10.13510	zinc metallopeptidase, putative	58.634	0.689
Tb927.10.13520	hypothetical protein, conserved,hypothetical protein	57.24	0.699
Tb927.10.13540	RNA-binding protein, putative (RBP12)	60.647	0.649
Tb927.10.13550	hypothetical protein, conserved,hypothetical protein	59.008	0.638
Tb927.10.13560	mevalonate-diphosphate decarboxylase	56.93	0.745
Tb927.10.13570	RNA-binding protein, putative (RBP27)	55.214	0.697
Tb927.10.13580	transporter, putative,major facilitator superfamily protein (MFS), putative	58.969	0.684
Tb927.10.13590	hypothetical protein, conserved,hypothetical protein	59.767	0.674
Tb927.10.13610	hypothetical protein, conserved	60.55	0.64
Tb927.10.13620	NADH-ubiquinone oxidoreductase complex I subunit,FT                   putative	58.257	0.69
Tb927.10.13630	glucosidase, putative	59.159	0.696
Tb927.10.13640	hypothetical protein, conserved	59.007	0.665
Tb927.10.13660	hypothetical protein, conserved,hypothetical protein	57.284	0.696
Tb927.10.13670	serine/threonine protein phosphatase 5	56.188	0.698
Tb927.10.13680	lipase domain protein, putative	57.229	0.69
Tb927.10.13690	hypothetical protein, conserved	56.925	0.642
Tb927.10.1370	hypothetical protein, conserved	61.0	0.626
Tb927.10.13710	hypothetical protein, conserved	56.644	0.731
Tb927.10.13720	RNA-binding protein, putative (RBP29)	55.135	0.711
Tb927.10.13730	60S ribosomal protein L7, putative	58.481	0.634
Tb927.10.13740	calcium-dependent lipid binding protein, putative,synaptotagmin, putative (CaLB)	57.115	0.699
Tb927.10.13750	hypothetical protein, conserved	59.488	0.673
Tb927.10.13780	glycogen synthase kinase 3 (GSK3)	56.303	0.696
Tb927.10.13790	hypothetical protein, conserved	55.435	0.711
Tb927.10.1380	serine/threonine-protein kinase, putative	59.3	0.651
Tb927.10.13800	hypothetical protein, conserved	60.642	0.673
Tb927.10.13820	hypothetical protein, conserved	59.815	0.652
Tb927.10.13830	chaperone protein DNAj, putative	61.0	0.674
Tb927.10.13840	hypothetical protein, conserved	61.0	0.671
Tb927.10.13850	hypothetical protein, conserved	58.434	0.692
Tb927.10.13860	GPI-anchor transamidase subunit 8 (GPI8)	58.71	0.705
Tb927.10.13870	tubulin tyrosine ligase protein, putative	55.65	0.704
Tb927.10.13880	hypothetical protein, conserved	58.092	0.679
Tb927.10.13890	hypothetical protein, conserved	59.905	0.626
Tb927.10.1390	hypoxanthine-guanine phosphoribosyltransferase, putative	58.822	0.683
Tb927.10.13900	UDP-galactose transporter	56.339	0.699
Tb927.10.13910	hypothetical protein, conserved	59.251	0.654
Tb927.10.13930	phosphatidic acid phosphatase, putative	61.0	0.677
Tb927.10.13950	tubulin-specific chaperone, putative	57.216	0.684
Tb927.10.13960	flagellar protein PF20	56.686	0.674
Tb927.10.13970	uracil-DNA glycosylase, putative	59.413	0.687
