name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.12.0300,50,31,22,5,0.5,0.5
LmjF.12.0310,157,63,36,3,0.611,0.433
LmjF.12.0320,NA,0,NA,NA,NA,NA
LmjF.12.0330,423,28,10,6,0.598,0.411
LmjF.12.0340,136,1,1,1,0.559,0.434
LmjF.12.0350,1418,61,43,7,0.571,0.588
LmjF.12.0360,1446,71,21,10,0.607,0.561
LmjF.12.0370,4119,286,43,35,0.573,0.621
LmjF.12.0380,480,24,4,4,0.59,0.598
LmjF.12.0390,989,60,33,6,0.578,0.584
LmjF.12.0400,1497,119,87,3,0.554,0.595
LmjF.12.0405,110,178,36,32,0.618,0.627
LmjF.12.0410,923,150,48,36,0.605,0.516
LmjF.12.0420,1279,79,7,6,0.586,0.522
LmjF.12.0430,309,11,3,3,0.647,0.618
LmjF.12.0440,874,4,1,1,0.592,0.525
LmjF.12.0450,1048,91,35,11,0.55,0.604
LmjF.12.0460,5071,3,1,1,0.533,0.641
LmjF.12.0470,3351,30,10,4,0.491,0.588
LmjF.12.0480,5089,46,23,4,0.517,0.612
LmjF.12.0490,1470,49,7,6,0.541,0.476
LmjF.12.0500,579,32,6,3,0.573,0.527
LmjF.12.0510,927,20,4,3,0.479,0.564
LmjF.12.0520,188,256,160,31,0.441,0.516
LmjF.12.0530,562,168,28,25,0.47,0.495
LmjF.12.0540,245,173,39,37,0.518,0.539
LmjF.12.0550,894,28,7,6,0.562,0.482
LmjF.12.0560,741,42,20,6,0.592,0.513
LmjF.12.0570,1409,86,10,8,0.517,0.554
LmjF.12.0590,842,22,12,6,0.545,0.488
LmjF.12.0600,654,32,5,4,0.613,0.543
LmjF.12.0610,696,117,23,23,0.612,0.536
LmjF.12.0620,1254,49,8,8,0.581,0.507
LmjF.12.0630,491,182,19,18,0.475,0.57
LmjF.12.0640,1773,33,16,4,0.565,0.571
LmjF.12.0650,512,45,13,12,0.559,0.52
LmjF.12.0660,1414,59,12,3,0.516,0.591
LmjF.12.0670,1659,272,67,52,0.547,0.529
LmjF.12.0680,442,67,26,8,0.581,0.59
LmjF.12.0690,279,74,14,12,0.606,0.452
LmjF.12.0700,786,39,10,7,0.589,0.539
LmjF.12.0710,567,27,10,2,0.517,0.499
LmjF.12.0715,1252,61,28,5,0.72,0.569
LmjF.12.0730,401,28,6,4,0.693,0.633
LmjF.12.0740,1290,132,91,7,0.598,0.613
LmjF.12.0755,933,1249,689,257,0.69,0.631
LmjF.12.0760,1054,107,42,7,0.648,0.631
LmjF.12.0765,1207,191,92,18,0.635,0.614
LmjF.12.0770,1243,99,23,20,0.72,0.57
LmjF.12.0780,4438,1353,680,243,0.678,0.547
LmjF.12.0800,1243,103,24,19,0.722,0.57
LmjF.12.0810,1040,158,52,9,0.647,0.632
LmjF.12.0820,1251,55,18,5,0.718,0.568
LmjF.12.0830,1060,133,38,6,0.642,0.632
LmjF.12.0840,1757,100,23,20,0.726,0.526
LmjF.12.0850,2084,89,6,5,0.707,0.55
LmjF.12.0860,2710,182,37,10,0.687,0.56
LmjF.12.0867,228,1122,652,231,0.68,0.627
LmjF.12.0870,NA,0,NA,NA,NA,NA
LmjF.12.0880,2413,137,37,20,0.717,0.502
LmjF.12.0885,2471,1171,648,235,0.715,0.505
LmjF.12.0890,1780,72,6,6,0.659,0.616
LmjF.12.0895,1245,106,25,16,0.721,0.571
LmjF.12.0905,353,7,5,2,0.671,0.657
LmjF.12.0910,1794,40,8,6,0.707,0.522
LmjF.12.0920,2441,129,24,12,0.697,0.554
LmjF.12.0930,1241,91,25,23,0.721,0.57
LmjF.12.0940,1042,148,43,9,0.645,0.632
LmjF.12.0950,1253,61,23,12,0.719,0.569
LmjF.12.0960,1040,159,39,8,0.648,0.631
LmjF.12.0970,55,9,5,4,0.745,0.709
LmjF.12.0980,4210,1339,682,236,0.691,0.547
LmjF.12.0990,963,58,18,5,0.634,0.621
LmjF.12.0995,2633,220,97,46,0.714,0.504
LmjF.12.1000,1040,171,43,8,0.647,0.632
LmjF.12.1005,1292,149,89,8,0.597,0.612
LmjF.12.1015,2540,1280,699,235,0.716,0.505
LmjF.12.1020,3845,212,22,9,0.676,0.558
LmjF.12.1030,1255,89,24,23,0.718,0.571
LmjF.12.1040,3617,310,28,16,0.678,0.565
LmjF.12.1050,1098,31,19,3,0.721,0.535
LmjF.12.1060,5092,79,7,5,0.698,0.539
LmjF.12.1070,1575,66,26,4,0.703,0.563
LmjF.12.1090,5162,208,86,33,0.671,0.547
LmjF.12.1100,262,121,80,13,0.592,0.637
LmjF.12.1110,819,114,21,19,0.573,0.548
LmjF.12.1120,1924,78,40,15,0.569,0.553
LmjF.12.1125,458,21,7,2,0.594,0.576
LmjF.12.1130,1937,110,12,10,0.597,0.526
LmjF.12.1140,3307,35,3,3,0.57,0.575
LmjF.12.1150,770,29,7,6,0.584,0.54
LmjF.12.1160,1169,30,15,3,0.614,0.509
LmjF.12.1170,281,60,31,15,0.594,0.587
LmjF.12.1180,230,37,15,7,0.626,0.435
LmjF.12.1190,1158,34,6,5,0.592,0.536
LmjF.12.1200,4779,70,22,5,0.619,0.536
LmjF.12.1210,620,78,29,12,0.571,0.642
LmjF.12.1220,2277,116,46,31,0.624,0.502
LmjF.12.1230,501,78,51,7,0.581,0.565
LmjF.12.1240,401,69,13,9,0.591,0.456
LmjF.12.1250,340,46,8,6,0.515,0.441
LmjF.12.1260,2356,120,22,14,0.563,0.521
LmjF.12.1270,1019,104,28,14,0.566,0.476
LmjF.12.1280,316,31,22,3,0.544,0.601
LmjF.12.1290,107,46,31,3,0.551,0.467
LmjF.12.1300,321,69,27,17,0.567,0.458
LmjF.12.1305,254,46,20,7,0.559,0.555
LmjF.12.1310,158,17,7,5,0.557,0.519
LmjF.12.1320,669,67,49,3,0.596,0.52
LmjF.12.1330,4274,121,34,17,0.601,0.525
LmjF.12.1340,262,29,12,10,0.527,0.599
LmjF.12_1676,82,49,28,10,0.39,0.512
LmjF.12_1681,1048,124,52,24,0.552,0.476
LmjF.12_1702,3545,1418,694,214,0.64,0.571
LmjF.12_1711,NA,0,NA,NA,NA,NA
LmjF.12_1712,268,413,91,90,0.56,0.593
LmjF.12_1783,1377,48,5,3,0.553,0.518
LmjF.13.0010,174,37,14,8,0.575,0.626
LmjF.13.0020,1066,135,84,5,0.544,0.568
LmjF.13.0030,231,85,34,14,0.584,0.571
LmjF.13.0040,390,106,72,6,0.597,0.564
LmjF.13.0050,96,49,31,8,0.615,0.51
LmjF.13.0060,327,29,5,5,0.602,0.612
LmjF.13.0070,491,92,26,13,0.568,0.635
LmjF.13.0080,220,67,32,8,0.559,0.514
LmjF.13.0090,792,129,37,27,0.571,0.551
LmjF.13.0100,3566,59,20,10,0.588,0.574
LmjF.13.0110,406,19,8,3,0.613,0.599
LmjF.13.0120,147,145,60,21,0.503,0.612
LmjF.13.0130,1375,164,33,23,0.58,0.638
LmjF.13.0140,677,112,29,23,0.594,0.524
LmjF.13.0150,417,54,14,14,0.607,0.511
LmjF.13.0160,1742,713,197,107,0.549,0.565
LmjF.13.0170,199,129,72,14,0.583,0.563
LmjF.13.0180,189,31,27,4,0.582,0.54
LmjF.13.0190,2562,123,27,10,0.562,0.587
LmjF.13.0200,3121,153,95,12,0.561,0.586
LmjF.13.0210,381,57,14,9,0.583,0.562
LmjF.13.0220,404,301,246,11,0.599,0.616
LmjF.13.0230,457,143,31,12,0.617,0.63
LmjF.13.0240,749,50,12,8,0.602,0.586
LmjF.13.0250,240,125,39,18,0.592,0.45
LmjF.13.0260,263,105,30,24,0.574,0.612
LmjF.13.0270,7,36,12,11,0.143,0.143
LmjF.13.0280,395,16310,14608,812,0.666,0.559
LmjF.13.0290,394,16002,14221,875,0.67,0.556
LmjF.13.0300,394,16169,14376,811,0.67,0.556
LmjF.13.0310,394,16346,14516,864,0.67,0.556
LmjF.13.0320,394,15862,14110,854,0.67,0.556
LmjF.13.0330,394,16072,14319,824,0.67,0.556
LmjF.13.0340,394,16013,14252,848,0.67,0.556
LmjF.13.0350,394,16219,14427,862,0.67,0.556
LmjF.13.0360,391,15995,14279,819,0.675,0.552
LmjF.13.0370,395,16266,14419,886,0.668,0.557
LmjF.13.0380,395,16272,14464,835,0.668,0.557
LmjF.13.0390,395,16250,14429,890,0.668,0.557
LmjF.13.0400,324,103,11,10,0.602,0.599
LmjF.13.0410,70,17,5,3,0.6,0.529
LmjF.13.0420,43,57,40,14,0.628,0.558
LmjF.13.0430,243,92,35,25,0.502,0.609
LmjF.13.0440,1064,84,18,15,0.568,0.52
LmjF.13.0450,463,1227,335,155,0.428,0.473
LmjF.13.0460,239,183,87,14,0.385,0.473
LmjF.13.0470,180,60,44,6,0.517,0.606
LmjF.13.0480,525,101,20,13,0.55,0.505
LmjF.13.0490,953,154,20,13,0.537,0.53
LmjF.13.0500,96,80,29,11,0.562,0.427
LmjF.13.0510,179,121,41,30,0.536,0.453
LmjF.13.0520,620,224,109,12,0.597,0.526
LmjF.13.0530,145,88,49,12,0.552,0.503
LmjF.13.0540,263,144,23,16,0.548,0.49
LmjF.13.0550,666,98,21,17,0.632,0.547
LmjF.13.0560,209,3185,2387,455,0.536,0.632
LmjF.13.0570,752,1762,693,380,0.56,0.501
LmjF.13.0580,580,34,26,1,0.555,0.548
LmjF.13.0590,187,113,64,16,0.615,0.519
LmjF.13.0600,597,20,2,2,0.61,0.508
LmjF.13.0610,1384,229,80,18,0.574,0.493
LmjF.13.0620,1019,126,62,8,0.609,0.523
LmjF.13.0630,118,35,20,3,0.551,0.602
LmjF.13.0640,400,67,28,20,0.598,0.438
LmjF.13.0650,969,58,7,5,0.544,0.623
LmjF.13.0660,1107,108,32,19,0.615,0.487
LmjF.13.0670,565,45,13,11,0.572,0.566
LmjF.13.0680,590,104,66,12,0.605,0.473
LmjF.13.0690,2729,24,4,4,0.562,0.522
LmjF.13.0700,18,35,4,3,0.611,0.444
LmjF.13.0710,809,58,29,5,0.608,0.475
LmjF.13.0720,410,51,14,12,0.629,0.502
LmjF.13.0730,379,85,37,13,0.588,0.58
LmjF.13.0740,272,86,38,32,0.621,0.64
LmjF.13.0750,465,86,16,10,0.611,0.538
LmjF.13.0760,457,55,19,13,0.586,0.49
LmjF.13.0770,259,49,24,16,0.556,0.459
LmjF.13.0780,652,162,46,22,0.532,0.56
LmjF.13.0790,154,14,5,3,0.636,0.552
LmjF.13.0800,380,67,52,5,0.574,0.632
LmjF.13.0810,NA,0,NA,NA,NA,NA
LmjF.13.0820,85,163,123,10,0.588,0.553
LmjF.13.0830,493,36,7,6,0.574,0.572
LmjF.13.0840,612,4,1,1,0.57,0.529
LmjF.13.0850,1282,52,22,11,0.596,0.626
LmjF.13.0860,588,79,52,7,0.619,0.585
LmjF.13.0870,848,152,49,33,0.558,0.476
LmjF.13.0880,3609,290,91,22,0.587,0.549
LmjF.13.0890,432,60,30,8,0.611,0.627
LmjF.13.0900,226,96,56,18,0.606,0.624
LmjF.13.0910,863,29,6,5,0.603,0.521
LmjF.13.0920,787,62,24,19,0.587,0.596
LmjF.13.0930,395,40,11,7,0.643,0.446
LmjF.13.0940,366,18,6,4,0.593,0.464
LmjF.13.0950,411,61,17,16,0.535,0.494
LmjF.13.0960,436,132,33,24,0.564,0.56
LmjF.13.0970,517,99,30,21,0.6,0.534
LmjF.13.0980,216,138,67,32,0.593,0.588
LmjF.13.0990,416,61,17,10,0.589,0.522
LmjF.13.1000,357,60,22,18,0.58,0.51
LmjF.13.1010,553,77,29,8,0.58,0.526
LmjF.13.1020,411,45,29,5,0.586,0.491
LmjF.13.1030,271,29,7,5,0.624,0.465
LmjF.13.1040,388,30,10,7,0.626,0.495
LmjF.13.1050,168,118,42,10,0.595,0.613
LmjF.13.1060,1373,35,14,7,0.626,0.5
LmjF.13.1070,367,5,1,1,0.559,0.632
LmjF.13.1080,164,108,40,32,0.567,0.622
LmjF.13.1090,745,71,34,10,0.589,0.53
LmjF.13.1100,1589,139,34,26,0.586,0.547
LmjF.13.1110,1080,95,15,13,0.556,0.552
LmjF.13.1120,204,108,63,12,0.549,0.529
LmjF.13.1130,836,27,6,4,0.597,0.499
LmjF.13.1140,304,64,46,4,0.579,0.516
LmjF.13.1150,912,157,77,13,0.596,0.593
LmjF.13.1160,429,36,11,5,0.611,0.527
LmjF.13.1170,219,58,21,14,0.575,0.475
LmjF.13.1180,444,47,8,6,0.597,0.495
LmjF.13.1190,2102,99,25,9,0.571,0.484
LmjF.13.1200,1687,149,55,16,0.601,0.511
LmjF.13.1210,3182,797,109,83,0.503,0.584
LmjF.13.1220,357,2195,1449,303,0.538,0.616
LmjF.13.1230,1480,205,35,34,0.612,0.509
LmjF.13.1240,521,185,90,11,0.593,0.514
LmjF.13.1250,677,94,40,17,0.535,0.572
LmjF.13.1260,1761,236,63,43,0.581,0.614
LmjF.13.1270,3384,68,27,9,0.571,0.605
LmjF.13.1280,461,90,24,17,0.562,0.51
LmjF.13.1290,1000,19,5,2,0.565,0.521
LmjF.13.1300,543,98,76,9,0.595,0.534
LmjF.13.1310,2253,41,8,7,0.56,0.582
LmjF.13.1320,2070,61,17,5,0.536,0.578
LmjF.13.1330,886,98,31,23,0.597,0.48
LmjF.13.1340,242,38,20,4,0.599,0.545
LmjF.13.1350,715,78,14,12,0.541,0.594
LmjF.13.1360,1382,12,3,3,0.571,0.553
LmjF.13.1370,600,106,44,17,0.543,0.463
LmjF.13.1380,528,28,4,4,0.436,0.509
LmjF.13.1390,604,12,4,2,0.671,0.57
LmjF.13.1400,20,24,6,5,0.55,0.25
LmjF.13.1410,3184,31,9,5,0.531,0.595
LmjF.13.1420,429,53,9,7,0.622,0.571
LmjF.13.1430,343,53,24,5,0.592,0.612
LmjF.13.1440,136,62,33,11,0.529,0.5
LmjF.13.1450,297,37,20,6,0.606,0.62
LmjF.13.1460,736,44,13,9,0.617,0.542
LmjF.13.1470,NA,0,NA,NA,NA,NA
LmjF.13.1480,504,144,49,16,0.571,0.542
LmjF.13.1490,231,62,19,12,0.58,0.502
LmjF.13.1500,941,55,28,15,0.617,0.598
LmjF.13.1510,1003,121,49,18,0.557,0.547
LmjF.13.1520,374,55,17,7,0.559,0.479
LmjF.13.1530,2363,234,154,14,0.559,0.537
LmjF.13.1540,291,82,33,12,0.584,0.464
LmjF.13.1550,1231,44,12,6,0.601,0.549
LmjF.13.1560,551,114,40,30,0.577,0.632
LmjF.13.1570,1756,95,24,8,0.598,0.526
LmjF.13.1580,2332,243,86,10,0.594,0.506
LmjF.13.1590,1227,102,20,14,0.548,0.598
LmjF.13.1600,802,59,14,9,0.566,0.524
LmjF.13.1610,2361,63,16,4,0.554,0.604
LmjF.13.1620,1228,103,25,13,0.55,0.546
LmjF.13.1630,715,111,30,29,0.552,0.54
LmjF.13.1640,185,51,27,4,0.551,0.649
LmjF.13.1650,NA,0,NA,NA,NA,NA
LmjF.13.1660,437,135,53,20,0.508,0.494
LmjF.13.1670,85,2210,1168,788,0.329,0.576
LmjF.13.1680,306,105,47,15,0.382,0.552
LmjF.13.1690,214,186,104,28,0.449,0.537
LmjF.13.1700,3896,114,12,10,0.536,0.527
LmjF.13_1793,1049,113,62,8,0.562,0.575
LmjF.13_1834,549,598,222,110,0.439,0.536
LmjF.13_1931,591,2,1,1,0.616,0.585
LmjF.13_1935,1448,105,29,24,0.59,0.526
LmjF.13_1953,1717,107,13,11,0.654,0.464
LmjF.13_1964,2075,71,12,8,0.651,0.458
LmjF.13_1966,958,99,29,28,0.601,0.491
LmjF.14.0010,147,32,8,7,0.395,0.503
LmjF.14.0020,124,81,55,9,0.46,0.516
LmjF.14.0030,269,107,43,17,0.506,0.639
LmjF.14.0040,1035,10,4,2,0.488,0.566
LmjF.14.0050,188,21,10,5,0.532,0.596
LmjF.14.0060,173,26,11,10,0.561,0.549
LmjF.14.0070,663,21,8,3,0.602,0.505
LmjF.14.0080,228,36,27,5,0.522,0.588
LmjF.14.0090,835,85,22,10,0.49,0.499
LmjF.14.0100,278,30,14,3,0.586,0.561
LmjF.14.0110,239,82,40,16,0.561,0.544
LmjF.14.0120,336,7,2,1,0.595,0.476
LmjF.14.0130,1245,61,32,5,0.552,0.562
LmjF.14.0140,268,44,29,5,0.601,0.466
LmjF.14.0150,113,132,53,24,0.522,0.496
LmjF.14.0160,1842,105,19,14,0.588,0.496
LmjF.14.0170,508,15,7,4,0.622,0.614
LmjF.14.0180,641,32,5,3,0.569,0.593
LmjF.14.0190,893,376,123,66,0.577,0.495
LmjF.14.0200,117,8,5,1,0.564,0.444
LmjF.14.0210,379,67,46,5,0.612,0.522
LmjF.14.0220,3903,81,20,14,0.603,0.551
LmjF.14.0230,435,33,22,4,0.614,0.455
LmjF.14.0240,249,71,49,13,0.602,0.606
LmjF.14.0250,171,143,45,21,0.591,0.392
LmjF.14.0260,717,26,12,8,0.607,0.513
LmjF.14.0270,168,31,8,4,0.583,0.494
LmjF.14.0280,253,41,19,5,0.569,0.451
LmjF.14.0290,77,43,23,8,0.532,0.299
LmjF.14.0300,123,40,20,5,0.593,0.634
LmjF.14.0310,817,45,7,6,0.559,0.485
LmjF.14.0320,383,55,17,7,0.538,0.572
LmjF.14.0330,2035,51,14,5,0.612,0.568
LmjF.14.0340,244,56,12,7,0.586,0.512
LmjF.14.0350,1318,35,7,5,0.615,0.473
LmjF.14.0360,316,27,10,5,0.589,0.56
LmjF.14.0370,NA,0,NA,NA,NA,NA
LmjF.14.0380,2282,222,160,14,0.584,0.559
LmjF.14.0390,2034,240,160,14,0.602,0.578
LmjF.14.0400,2826,6532,1056,1028,0.587,0.56
LmjF.14.0405,193,63,30,10,0.523,0.549
LmjF.14.0410,869,31,10,10,0.595,0.551
LmjF.14.0420,347,15,4,2,0.556,0.473
LmjF.14.0430,259,46,15,9,0.56,0.452
LmjF.14.0440,2059,72,45,8,0.622,0.519
LmjF.14.0450,399,44,10,6,0.586,0.644
LmjF.14.0460,1279,57,10,7,0.565,0.589
LmjF.14.0470,3233,4,2,1,0.61,0.492
LmjF.14.0480,2041,87,11,10,0.556,0.564
LmjF.14.0490,2636,1150,329,167,0.516,0.576
LmjF.14.0500,3658,579,162,39,0.592,0.504
LmjF.14.0510,3406,105,25,22,0.52,0.574
LmjF.14.0520,159,58,31,12,0.585,0.56
LmjF.14.0530,361,61,23,16,0.529,0.568
LmjF.14.0540,801,82,33,11,0.547,0.558
LmjF.14.0550,2694,28,18,2,0.539,0.555
LmjF.14.0560,3218,117,35,12,0.52,0.599
LmjF.14.0570,377,74,17,15,0.554,0.52
LmjF.14.0580,610,127,52,23,0.557,0.531
LmjF.14.0590,49,31,14,9,0.592,0.735
LmjF.14.0600,307,46,12,5,0.573,0.511
LmjF.14.0610,281,30,17,8,0.562,0.498
LmjF.14.0620,124,165,88,44,0.556,0.323
LmjF.14.0625,443,51,21,13,0.53,0.607
LmjF.14.0630,2791,125,31,23,0.558,0.578
LmjF.14.0640,1361,124,20,15,0.54,0.576
LmjF.14.0650,2579,292,119,18,0.508,0.572
LmjF.14.0660,1045,97,17,10,0.551,0.506
LmjF.14.0665,875,54,19,8,0.538,0.573
LmjF.14.0670,2093,607,186,71,0.529,0.536
LmjF.14.0680,4888,649,496,37,0.588,0.535
LmjF.14.0690,165,105,30,28,0.6,0.497
LmjF.14.0700,1417,117,32,13,0.513,0.565
LmjF.14.0705,796,165,62,52,0.55,0.433
LmjF.14.0710,3321,58,22,6,0.535,0.562
LmjF.14.0720,1517,28,7,4,0.558,0.597
LmjF.14.0730,2000,21,14,4,0.583,0.6
LmjF.14.0740,2061,226,44,14,0.591,0.499
LmjF.14.0750,896,17,8,3,0.555,0.56
LmjF.14.0760,439,48,28,11,0.528,0.56
LmjF.14.0770,1703,45,15,6,0.582,0.582
LmjF.14.0780,373,51,28,8,0.592,0.582
LmjF.14.0790,NA,0,NA,NA,NA,NA
LmjF.14.0800,852,77,28,6,0.533,0.568
LmjF.14.0810,303,65,35,4,0.528,0.62
LmjF.14.0820,525,50,15,8,0.577,0.488
LmjF.14.0830,834,34,28,3,0.597,0.601
LmjF.14.0840,612,37,21,3,0.564,0.598
LmjF.14.0850,67,1,1,1,0.627,0.343
LmjF.14.0870,212,141,23,21,0.613,0.491
LmjF.14.0880,347,26,10,10,0.64,0.522
LmjF.14.0890,557,37,20,4,0.612,0.451
LmjF.14.0900,2718,53,19,7,0.592,0.551
LmjF.14.0910,624,30,5,5,0.529,0.588
LmjF.14.0920,704,74,30,17,0.587,0.537
LmjF.14.0930,1222,79,64,2,0.575,0.558
LmjF.14.0940,1565,77,31,14,0.596,0.557
LmjF.14.0950,478,52,12,9,0.598,0.546
LmjF.14.0960,489,47,10,7,0.577,0.546
LmjF.14.0970,1143,68,24,5,0.578,0.623
LmjF.14.0980,4818,24,7,2,0.552,0.565
LmjF.14.0990,643,56,10,9,0.555,0.579
LmjF.14.1000,751,61,29,9,0.581,0.494
LmjF.14.1010,26,7,2,2,0.5,0.154
LmjF.14.1020,727,103,46,13,0.585,0.553
LmjF.14.1030,229,24,13,8,0.568,0.472
LmjF.14.1040,1536,172,49,23,0.498,0.499
LmjF.14.1045,238,12,3,3,0.492,0.563
LmjF.14.1050,1730,70,12,6,0.451,0.514
LmjF.14.1060,NA,0,NA,NA,NA,NA
LmjF.14.1070,1926,36,6,4,0.563,0.58
LmjF.14.1080,933,144,39,18,0.577,0.541
LmjF.14.1090,1685,143,19,19,0.593,0.591
LmjF.14.1095,1881,42,17,11,0.612,0.519
LmjF.14.1100,NA,0,NA,NA,NA,NA
LmjF.14.1110,2002,176,26,21,0.538,0.585
LmjF.14.1120,NA,0,NA,NA,NA,NA
LmjF.14.1130,1597,126,30,11,0.597,0.487
LmjF.14.1140,802,105,57,24,0.577,0.534
LmjF.14.1150,1684,25,5,4,0.559,0.598
LmjF.14.1155,534,95,9,6,0.588,0.485
LmjF.14.1160,823,108,32,24,0.625,0.538
LmjF.14.1170,541,28,9,8,0.595,0.603
LmjF.14.1180,435,41,12,7,0.586,0.446
LmjF.14.1190,365,56,22,8,0.584,0.529
LmjF.14.1200,707,86,42,17,0.595,0.499
LmjF.14.1210,64,43,22,4,0.5,0.5
LmjF.14.1220,729,41,8,7,0.608,0.571
LmjF.14.1230,762,80,26,16,0.613,0.568
LmjF.14.1240,344,39,8,6,0.628,0.541
LmjF.14.1250,818,204,97,43,0.553,0.583
LmjF.14.1260,593,69,39,5,0.57,0.551
LmjF.14.1270,289,1667,905,273,0.536,0.484
LmjF.14.1280,524,61,9,9,0.599,0.59
LmjF.14.1290,447,36,12,4,0.579,0.604
LmjF.14.1300,1152,152,26,23,0.609,0.552
LmjF.14.1310,1283,29,9,8,0.623,0.503
LmjF.14.1320,2157,85,12,8,0.599,0.542
LmjF.14.1330,2173,148,52,12,0.554,0.557
LmjF.14.1340,763,29,6,5,0.511,0.511
LmjF.14.1350,316,47,16,10,0.623,0.538
LmjF.14.1355,190,31,17,4,0.616,0.579
LmjF.14.1360,616,186,93,41,0.56,0.568
LmjF.14.1370,290,53,34,5,0.603,0.472
LmjF.14.1380,505,15,6,4,0.59,0.554
LmjF.14.1390,315,238,165,55,0.543,0.546
LmjF.14.1395,1387,64,29,11,0.615,0.501
LmjF.14.1400,2595,114,23,20,0.6,0.511
LmjF.14.1410,1142,44,7,7,0.532,0.637
LmjF.14.1420,202,53,19,11,0.559,0.525
LmjF.14.1430,611,65,14,7,0.584,0.583
LmjF.14.1440,1947,201,110,47,0.512,0.588
LmjF.14.1450,490,26,6,6,0.561,0.514
LmjF.14.1460,982,54,28,9,0.605,0.546
LmjF.14.1470,300,48,9,8,0.557,0.53
LmjF.14.1480,618,132,63,25,0.553,0.573
LmjF.14.1490,120,64,11,7,0.575,0.642
LmjF.14_2054,259,15,7,5,0.575,0.521
LmjF.14_2072,1634,50,10,7,0.608,0.54
LmjF.14_2091,1624,381,52,44,0.54,0.61
LmjF.14_2096,323,90,39,6,0.585,0.514
LmjF.14_2122,1655,3,3,3,0.636,0.515
LmjF.14_2123,NA,0,NA,NA,NA,NA
LmjF.14_2154,1149,40,10,8,0.602,0.508
LmjF.14_2159,1128,46,16,11,0.66,0.506
LmjF.15.0010,205,1835,1563,125,0.527,0.58
LmjF.15.0020,171,40,9,9,0.561,0.444
LmjF.15.0030,170,56,33,6,0.565,0.576
LmjF.15.0040,384,57,36,8,0.542,0.607
LmjF.15.0050,1578,87,22,7,0.588,0.493
LmjF.15.0060,1937,64,11,4,0.54,0.54
LmjF.15.0070,124,67,12,10,0.548,0.605
LmjF.15.0080,483,27,6,5,0.578,0.557
LmjF.15.0090,1045,77,15,9,0.577,0.541
LmjF.15.0100,536,56,13,7,0.59,0.526
LmjF.15.0110,601,62,57,2,0.609,0.484
LmjF.15.0120,461,23,5,5,0.592,0.495
LmjF.15.0130,2711,122,22,15,0.59,0.513
LmjF.15.0140,4079,45,5,4,0.57,0.544
LmjF.15.0150,2159,62,7,6,0.583,0.518
LmjF.15.0160,1292,65,19,8,0.574,0.553
LmjF.15.0170,167,207,68,28,0.527,0.455
LmjF.15.0180,892,48,17,5,0.572,0.633
LmjF.15.0185,3440,173,22,21,0.579,0.597
LmjF.15.0190,536,83,17,14,0.603,0.547
LmjF.15.0195,1010,71,13,10,0.628,0.577
LmjF.15.0200,237,865,446,161,0.532,0.595
LmjF.15.0210,2216,32,10,4,0.561,0.525
LmjF.15.0220,158,20,8,7,0.449,0.494
LmjF.15.0223,339,26,14,4,0.472,0.552
LmjF.15.0225,201,26,8,7,0.428,0.567
LmjF.15.0230,582,145,42,31,0.512,0.481
LmjF.15.0240,432,100,44,38,0.6,0.616
LmjF.15.0250,359,55,12,6,0.621,0.468
LmjF.15.0260,594,85,19,17,0.552,0.542
LmjF.15.0270,1290,47,24,5,0.612,0.526
LmjF.15.0280,1226,155,72,32,0.577,0.533
LmjF.15.0290,427,123,45,40,0.602,0.529
LmjF.15.0300,842,77,15,9,0.531,0.639
LmjF.15.0310,1334,15,3,2,0.613,0.564
LmjF.15.0320,1009,158,42,21,0.561,0.564
LmjF.15.0330,347,41,28,4,0.579,0.524
LmjF.15.0340,165,47,27,4,0.588,0.594
LmjF.15.0350,80,35,7,3,0.55,0.612
LmjF.15.0360,207,11,4,2,0.614,0.546
LmjF.15.0370,131,764,314,169,0.534,0.573
LmjF.15.0380,217,1197,718,250,0.608,0.59
LmjF.15.0390,354,34,9,8,0.619,0.483
LmjF.15.0400,172,30,26,2,0.587,0.5
LmjF.15.0410,195,54,33,7,0.523,0.574
LmjF.15.0420,992,86,49,12,0.605,0.555
LmjF.15.0430,1954,34,12,8,0.597,0.574
LmjF.15.0440,NA,0,NA,NA,NA,NA
LmjF.15.0490,371,27,8,4,0.606,0.58
LmjF.15.0500,467,32,12,5,0.602,0.518
LmjF.15.0510,593,69,35,16,0.634,0.572
LmjF.15.0520,1865,80,36,14,0.598,0.56
LmjF.15.0530,626,55,43,3,0.612,0.481
LmjF.15.0540,789,53,19,12,0.568,0.616
LmjF.15.0550,139,33,8,6,0.583,0.597
LmjF.15.0560,384,26,4,3,0.604,0.612
LmjF.15.0570,1557,33,6,5,0.602,0.523
LmjF.15.0580,253,35,9,8,0.593,0.466
LmjF.15.0590,423,70,15,11,0.558,0.598
LmjF.15.0595,NA,0,NA,NA,NA,NA
LmjF.15.0600,1796,19,2,2,0.588,0.589
LmjF.15.0610,27,144,24,23,0.519,0.444
LmjF.15.0620,2473,141,34,28,0.55,0.55
LmjF.15.0630,3129,158,48,20,0.577,0.517
LmjF.15.0640,2517,109,21,17,0.583,0.574
LmjF.15.0650,2174,214,51,27,0.522,0.626
LmjF.15.0660,1024,242,88,34,0.508,0.536
LmjF.15.0670,368,23,7,4,0.598,0.601
