gene_id,fdr
LmjF.11.0340,0.824 
LmjF.20.0490,0.824 
LmjF.21.0020,0.824 
LmjF.21.1040,0.824 
LmjF.35.4390,0.824 
LmjF.36.3310,0.824 
LmjF.12.0490,0.840 
LmjF.17.0735,0.840 
LmjF.24.0820,0.840 
LmjF.24.1660,0.840 
LmjF.26.1870,0.840 
LmjF.27.1840,0.840 
LmjF.28.0485,0.840 
LmjF.28.0690,0.840 
LmjF.33.2220,0.840 
LmjF.36.3653,0.840 
LmjF.04.0410,0.855 
LmjF.27.1030,0.855 
LmjF.28.1520,0.855 
LmjF.29.2310,0.855 
LmjF.30.0745,0.855 
LmjF.31.1910,0.855 
LmjF.36.0850,0.855 
LmjF.16.0050,0.867 
LmjF.28.1470,0.867 
LmjF.30.0480,0.867 
LmjF.30.0740,0.867 
LmjF.32.1060,0.867 
LmjF.36.1690,0.867 
LmjF.07.0180,0.879 
LmjF.08.1101,0.879 
LmjF.20.0600,0.879 
LmjF.27.0370,0.879 
LmjF.28.2300,0.879 
LmjF.30.3445,0.879 
LmjF.31.0600,0.879 
LmjF.09.0350,0.890 
LmjF.09.0940,0.890 
LmjF.25.0270,0.890 
LmjF.27.2020,0.890 
LmjF.33.1610,0.890 
LmjF.36.0390,0.890 
LmjF.36.2010,0.890 
LmjF.04.0430,0.899 
LmjF.14.0150,0.899 
LmjF.19.0340,0.899 
LmjF.28.2270,0.899 
LmjF.29.0980,0.899 
LmjF.30.1940,0.899 
LmjF.30.2830,0.899 
LmjF.36.1590,0.899 
LmjF.06.0412,0.909 
LmjF.24.1140,0.909 
LmjF.26.2070,0.909 
LmjF.33.1360,0.909 
LmjF.35.3250,0.909 
LmjF.36.2150,0.909 
LmjF.07.1150,0.919 
LmjF.13.0490,0.919 
LmjF.30.1635,0.919 
LmjF.33.2230,0.919 
LmjF.36.5130,0.919 
LmjF.10.0260,0.927 
LmjF.12.0240,0.927 
LmjF.14.0030,0.927 
LmjF.16.1370,0.927 
LmjF.36.4200,0.927 
LmjF.21.0823,0.937 
LmjF.25.1920,0.937 
LmjF.29.0400,0.937 
LmjF.30.1600,0.937 
LmjF.32.1500,0.937 
LmjF.04.1000,0.942 
LmjF.10.1070,0.942 
LmjF.11.0410,0.942 
LmjF.28.2900,0.942 
LmjF.30.2950,0.942 
LmjF.35.4010,0.942 
LmjF.04.1180,0.948 
LmjF.21.0290,0.948 
LmjF.25.0640,0.948 
LmjF.33.1810,0.948 
LmjF.33.1980,0.948 
LmjF.35.1755,0.948 
LmjF.08.0510,0.954 
LmjF.12.0500,0.954 
LmjF.27.2610,0.954 
LmjF.17.0120,0.960 
LmjF.22.0980,0.960 
LmjF.36.4980,0.960 
LmjF.17.0360,0.964 
LmjF.18.0380,0.964 
LmjF.23.0410,0.964 
LmjF.24.0580,0.964 
LmjF.06.1200,0.968 
LmjF.18.1000,0.972 
LmjF.26.0380,0.972 
LmjF.36.2240,0.972 
LmjF.27.0420,0.975 
LmjF.32.0740,0.975 
LmjF.26.2350,0.978 
LmjF.21.1855,0.980 
LmjF.33.2800,0.980 
LmjF.31.0310,0.983 
LmjF.25.0780,0.985 
LmjF.26.2370,0.985 
LmjF.30.3420,0.985 
LmjF.06.0240,0.986 
LmjF.06.0810,0.986 
LmjF.11.0640,0.986 
LmjF.21.0750,0.986 
LmjF.23.0120,0.989 
LmjF.36.2270,0.989 
LmjF.24.1550,0.990 
LmjF.36.1680,0.993 
LmjF.33.1530,0.994 
LmjF.36.6710,0.996 
LmjF.01.0340,0.999 
LmjF.03.0510,0.999 
LmjF.15.1180,0.999 
LmjF.12.0940,0.001 
LmjF.26.0680,0.007 
LmjF.29.0520,0.008 
LmjF.21.1050,0.015 
LmjF.26.2240,0.015 
LmjF.02.0050,0.021 
LmjF.27.1890,0.043 
LmjF.08.0420,0.050 
LmjF.10.0430,0.050 
LmjF.22.0410,0.060 
LmjF.16.0960,0.091 
LmjF.26.1470,0.091 
LmjF.30.3040,0.091 
LmjF.33.2400,0.091 
LmjF.12.1015,0.109 
LmjF.05.1220,0.129 
LmjF.17.0080,0.129 
LmjF.17.0086,0.129 
LmjF.36.6580,0.129 
LmjF.14.0350,0.182 
LmjF.23.0670,0.182 
LmjF.25.2120,0.182 
LmjF.35.1140,0.182 
LmjF.11.1340,0.216 
LmjF.12.0710,0.216 
LmjF.22.1150,0.216 
LmjF.27.1605,0.216 
LmjF.30.0700,0.216 
LmjF.36.2880,0.216 
LmjF.11.0950,0.252 
LmjF.32.3770,0.252 
LmjF.36.6510,0.252 
LmjF.16.0450,0.288 
LmjF.18.1530,0.288 
LmjF.24.1510,0.288 
LmjF.27.0120,0.323 
LmjF.35.0710,0.323 
LmjF.24.0760,0.360 
LmjF.26.1830,0.360 
LmjF.26.2260,0.360 
LmjF.29.2770,0.360 
LmjF.32.0690,0.360 
LmjF.11.0020,0.394 
LmjF.13.1440,0.394 
LmjF.24.0330,0.394 
LmjF.30.0570,0.394 
LmjF.32.0473,0.394 
LmjF.32.0840,0.394 
LmjF.35.0690,0.394 
LmjF.06.1170,0.428 
LmjF.21.1360,0.428 
LmjF.27.1080,0.428 
LmjF.13.0290,0.463 
LmjF.14.1340,0.463 
LmjF.16.0750,0.463 
LmjF.16.0890,0.463 
LmjF.17.1140,0.463 
LmjF.30.1060,0.463 
LmjF.30.3200,0.463 
LmjF.31.3040,0.463 
LmjF.07.0335,0.493 
LmjF.08.0390,0.493 
LmjF.13.0430,0.493 
LmjF.27.1245,0.493 
LmjF.28.2095,0.493 
LmjF.31.0450,0.493 
LmjF.03.0840,0.522 
LmjF.23.0190,0.522 
LmjF.27.1380,0.522 
LmjF.28.1630,0.522 
LmjF.29.0865,0.522 
LmjF.31.1060,0.522 
LmjF.31.3130,0.522 
LmjF.35.3640,0.522 
LmjF.06.0190,0.548 
LmjF.12.0420,0.548 
LmjF.15.0920,0.548 
LmjF.21.0873,0.548 
LmjF.27.1500,0.548 
LmjF.35.2660,0.548 
LmjF.07.1000,0.575 
LmjF.07.1120,0.575 
LmjF.11.0240,0.575 
LmjF.11.0960,0.575 
LmjF.25.1443,0.575 
LmjF.26.1710,0.575 
LmjF.35.2140,0.575 
LmjF.36.1460,0.575 
LmjF.36.2460,0.575 
LmjF.11.0780,0.604 
LmjF.16.0920,0.604 
LmjF.16.1427,0.604 
LmjF.27.1010,0.604 
LmjF.28.0590,0.604 
LmjF.28.1480,0.604 
LmjF.30.1510,0.604 
LmjF.30.2680,0.604 
LmjF.32.3040,0.604 
LmjF.33.0450,0.604 
LmjF.35.0860,0.604 
LmjF.36.3990,0.604 
LmjF.03.0310,0.627 
LmjF.04.0530,0.627 
LmjF.08.1260,0.627 
LmjF.31.0110,0.627 
LmjF.33.1245,0.627 
LmjF.35.1320,0.627 
LmjF.36.5780,0.627 
LmjF.36.6500,0.627 
LmjF.08.0240,0.652 
LmjF.12.0700,0.652 
LmjF.13.0460,0.652 
LmjF.13.0570,0.652 
LmjF.16.0410,0.652 
LmjF.21.0915,0.652 
LmjF.21.1600,0.652 
LmjF.25.0390,0.652 
LmjF.28.2080,0.652 
LmjF.29.1580,0.652 
LmjF.30.0510,0.652 
LmjF.30.1930,0.652 
LmjF.31.3050,0.652 
LmjF.31.3145,0.652 
LmjF.03.0350,0.675 
LmjF.24.0850,0.675 
LmjF.26.1380,0.675 
LmjF.28.2555,0.675 
LmjF.29.0140,0.675 
LmjF.29.1940,0.675 
LmjF.29.2460,0.675 
LmjF.30.1120,0.675 
LmjF.31.0430,0.675 
LmjF.33.3070,0.675 
LmjF.33.3210,0.675 
LmjF.36.5280,0.675 
LmjF.01.0530,0.698 
LmjF.07.0020,0.698 
LmjF.10.0310,0.698 
LmjF.10.0580,0.698 
LmjF.13.1180,0.698 
LmjF.26.2100,0.698 
LmjF.28.1060,0.698 
LmjF.30.2130,0.698 
LmjF.36.2110,0.698 
LmjF.06.0430,0.720 
LmjF.19.1320,0.720 
LmjF.21.0835,0.720 
LmjF.22.0820,0.720 
LmjF.29.1220,0.720 
LmjF.30.3590,0.720 
LmjF.31.0820,0.720 
LmjF.32.0880,0.720 
LmjF.35.1310,0.720 
LmjF.35.1370,0.720 
LmjF.35.2890,0.720 
LmjF.36.1210,0.720 
LmjF.13.1340,0.741 
LmjF.22.1370,0.741 
LmjF.29.2380,0.741 
LmjF.30.0520,0.741 
LmjF.31.0255,0.741 
LmjF.32.1410,0.741 
LmjF.36.0610,0.741 
LmjF.05.0950,0.756 
LmjF.10.0960,0.756 
LmjF.16.0150,0.756 
LmjF.19.1030,0.756 
LmjF.29.1390,0.756 
LmjF.29.2130,0.756 
LmjF.33.1680,0.756 
LmjF.35.2090,0.756 
LmjF.36.4470,0.756 
LmjF.36.5950,0.756 
LmjF.06.0670,0.773 
LmjF.11.0010,0.773 
LmjF.14.0510,0.773 
LmjF.18.1600,0.773 
LmjF.21.1550,0.773 
LmjF.21.1605,0.773 
LmjF.25.1940,0.773 
LmjF.30.1810,0.773 
LmjF.32.1310,0.773 
LmjF.32.2870,0.773 
LmjF.03.0250,0.789 
LmjF.10.0050,0.789 
LmjF.12.0640,0.789 
LmjF.21.0700,0.789 
LmjF.29.2450,0.789 
LmjF.30.3230,0.789 
LmjF.32.0500,0.789 
LmjF.33.1960,0.789 
LmjF.34.0860,0.789 
LmjF.35.1190,0.789 
LmjF.35.4910,0.789 
LmjF.36.5020,0.789 
LmjF.14.0520,0.807 
LmjF.18.1275,0.807 
LmjF.21.1000,0.807 
LmjF.24.1210,0.807 
LmjF.25.0520,0.807 
LmjF.32.0450,0.807 
LmjF.32.3850,0.807 
LmjF.36.4070,0.807 
LmjF.03.0680,0.824 
LmjF.08.0270,0.824 
LmjF.13.0050,0.824 
LmjF.13.1130,0.824 
LmjF.17.0950,0.824 
LmjF.26.0950,0.824 
LmjF.29.1900,0.824 
LmjF.36.5840,0.824 
LmjF.06.0685,0.840 
LmjF.08.0590,0.840 
LmjF.14.0090,0.840 
LmjF.26.1520,0.840 
LmjF.28.2385,0.840 
LmjF.29.1340,0.840 
LmjF.29.2580,0.840 
LmjF.31.1770,0.840 
LmjF.34.4550,0.840 
LmjF.35.1490,0.840 
LmjF.35.3510,0.840 
LmjF.36.3940,0.840 
LmjF.07.0590,0.855 
LmjF.08.0580,0.855 
LmjF.12.0690,0.855 
LmjF.17.1400,0.855 
LmjF.19.1360,0.855 
LmjF.22.1330,0.855 
LmjF.23.1045,0.855 
LmjF.32.2860,0.855 
LmjF.33.0180,0.855 
LmjF.35.3570,0.855 
LmjF.36.6130,0.855 
LmjF.16.0310,0.867 
LmjF.22.0290,0.867 
LmjF.22.1140,0.867 
LmjF.24.2190,0.867 
LmjF.25.0040,0.867 
LmjF.25.1030,0.867 
LmjF.36.0310,0.867 
LmjF.01.0040,0.879 
LmjF.13.0100,0.879 
LmjF.16.1590,0.879 
LmjF.19.1590,0.879 
LmjF.30.1970,0.879 
LmjF.30.3560,0.879 
LmjF.31.3100,0.879 
LmjF.32.1020,0.879 
LmjF.32.1940,0.879 
LmjF.14.1070,0.890 
LmjF.26.1970,0.890 
LmjF.27.1680,0.890 
LmjF.32.2480,0.890 
LmjF.33.2730,0.890 
LmjF.35.4280,0.890 
LmjF.36.6380,0.890 
LmjF.31.1130,0.899 
LmjF.06.0995,0.909 
LmjF.10.0290,0.909 
LmjF.12.0360,0.909 
LmjF.14.0220,0.909 
LmjF.21.0530,0.909 
LmjF.22.1550,0.909 
LmjF.27.0270,0.909 
LmjF.29.0555,0.909 
LmjF.32.2240,0.909 
LmjF.36.6890,0.909 
LmjF.01.0330,0.919 
LmjF.06.0580,0.919 
LmjF.16.0550,0.919 
LmjF.17.0670,0.919 
LmjF.17.1110,0.919 
LmjF.18.0480,0.919 
LmjF.25.0600,0.919 
LmjF.30.0110,0.919 
LmjF.30.3080,0.919 
LmjF.35.2440,0.919 
LmjF.36.4960,0.919 
LmjF.11.1050,0.927 
LmjF.36.4050,0.927 
LmjF.16.0270,0.937 
LmjF.17.0840,0.937 
LmjF.24.1050,0.937 
LmjF.28.1070,0.937 
LmjF.32.2490,0.937 
LmjF.33.2140,0.937 
LmjF.36.0325,0.937 
LmjF.36.3320,0.937 
LmjF.14.0100,0.942 
LmjF.29.0420,0.942 
LmjF.33.1300,0.942 
LmjF.36.6600,0.942 
LmjF.11.0250,0.948 
LmjF.22.0560,0.948 
LmjF.26.2320,0.948 
LmjF.31.0590,0.948 
LmjF.35.3920,0.948 
LmjF.21.1870,0.954 
LmjF.22.1420,0.954 
LmjF.33.1060,0.954 
LmjF.36.1480,0.954 
LmjF.10.0270,0.960 
LmjF.13.1560,0.960 
LmjF.13.1660,0.960 
LmjF.32.3680,0.960 
LmjF.12.1120,0.964 
LmjF.19.0590,0.968 
LmjF.33.0190,0.968 
LmjF.33.2890,0.968 
LmjF.36.2640,0.972 
LmjF.28.2380,0.975 
LmjF.30.3710,0.978 
LmjF.35.0680,0.978 
LmjF.22.1090,0.985 
LmjF.26.0110,0.985 
LmjF.35.0090,0.985 
LmjF.31.0120,0.986 
LmjF.35.0470,0.986 
LmjF.35.2040,0.986 
LmjF.12.0570,0.989 
LmjF.32.2470,0.989 
LmjF.02.0500,0.990 
LmjF.07.0745,0.990 
LmjF.26.1820,0.990 
LmjF.36.5760,0.992 
LmjF.36.4240,0.993 
LmjF.06.0910,0.994 
LmjF.30.3280,0.994 
LmjF.01.0400,0.996 
LmjF.35.0990,0.996 
LmjF.36.5810,0.996 
LmjF.35.3190,0.997 
LmjF.36.6560,0.997 
LmjF.30.0808,0.998 
LmjF.12.0140,0.999 
LmjF.12.0740,0.001 
LmjF.12.0075,0.002 
LmjF.27.0260,0.002 
LmjF.30.0860,0.004 
LmjF.28.1500,0.007 
LmjF.31.2590,0.026 
LmjF.35.1090,0.043 
LmjF.04.0630,0.050 
LmjF.07.0400,0.050 
LmjF.24.0870,0.050 
LmjF.17.0340,0.060 
LmjF.28.1780,0.074 
LmjF.32.1050,0.109 
LmjF.19.0610,0.129 
LmjF.28.0240,0.154 
LmjF.30.2760,0.154 
LmjF.11.0430,0.182 
LmjF.30.1890,0.182 
LmjF.21.1580,0.216 
LmjF.22.0220,0.216 
LmjF.35.2430,0.216 
LmjF.36.1890,0.216 
LmjF.08.0350,0.252 
LmjF.16.0560,0.252 
LmjF.17.0020,0.252 
LmjF.24.1260,0.252 
LmjF.33.0150,0.252 
LmjF.06.0700,0.288 
LmjF.14.0310,0.288 
LmjF.36.2670,0.288 
LmjF.36.4640,0.288 
LmjF.02.0030,0.323 
LmjF.21.0220,0.323 
LmjF.27.1740,0.323 
LmjF.28.2720,0.323 
LmjF.30.2250,0.323 
LmjF.36.3370,0.323 
LmjF.36.5460,0.323 
LmjF.08.0700,0.360 
LmjF.08.0740,0.394 
LmjF.09.0850,0.394 
LmjF.10.0080,0.394 
LmjF.29.2650,0.394 
LmjF.30.1627,0.394 
LmjF.33.2920,0.394 
LmjF.07.0040,0.428 
LmjF.07.0680,0.428 
LmjF.13.0610,0.428 
LmjF.24.0930,0.428 
LmjF.29.2090,0.428 
LmjF.35.2950,0.428 
LmjF.36.2590,0.428 
LmjF.06.1140,0.463 
LmjF.08.1190,0.463 
LmjF.13.0990,0.463 
LmjF.18.1490,0.463 
LmjF.18.1610,0.463 
LmjF.31.0080,0.463 
LmjF.36.4190,0.463 
LmjF.04.0540,0.493 
LmjF.08.0540,0.493 
LmjF.18.0800,0.493 
LmjF.19.1347,0.493 
LmjF.26.2480,0.493 
LmjF.31.2310,0.493 
LmjF.32.1280,0.493 
LmjF.36.2830,0.493 
LmjF.36.4990,0.493 
LmjF.36.5690,0.493 
LmjF.06.0450,0.522 
LmjF.08.0500,0.522 
LmjF.26.1920,0.522 
LmjF.29.1250,0.522 
LmjF.30.1000,0.522 
LmjF.30.2810,0.522 
LmjF.31.2830,0.522 
LmjF.32.0790,0.522 
LmjF.33.2690,0.522 
LmjF.36.5390,0.522 
LmjF.09.1060,0.548 
LmjF.11.0450,0.548 
LmjF.11.1110,0.548 
LmjF.21.0630,0.548 
LmjF.21.1120,0.548 
LmjF.21.1370,0.548 
LmjF.28.2510,0.548 
LmjF.29.0190,0.548 
LmjF.33.2980,0.548 
LmjF.03.0600,0.575 
LmjF.07.0240,0.575 
LmjF.10.0780,0.575 
LmjF.21.0125,0.575 
LmjF.31.2490,0.575 
LmjF.32.0530,0.575 
LmjF.32.1450,0.575 
LmjF.33.1400,0.575 
LmjF.36.6180,0.575 
LmjF.03.0980,0.604 
LmjF.08.0300,0.604 
LmjF.08.0950,0.604 
LmjF.10.1228,0.604 
LmjF.15.1203,0.604 
LmjF.16.1560,0.604 
LmjF.17.0440,0.604 
LmjF.17.0730,0.604 
LmjF.24.1360,0.604 
LmjF.28.0320,0.604 
LmjF.30.1410,0.604 
LmjF.32.0620,0.604 
LmjF.32.2800,0.604 
LmjF.36.5580,0.604 
LmjF.36.6060,0.604 
LmjF.02.0085,0.627 
LmjF.09.0880,0.627 
LmjF.17.0320,0.627 
LmjF.26.0600,0.627 
LmjF.29.0780,0.627 
LmjF.30.0130,0.627 
LmjF.32.0100,0.627 
LmjF.32.0870,0.627 
LmjF.33.0640,0.627 
LmjF.34.4430,0.627 
LmjF.34.4460,0.627 
LmjF.36.2550,0.627 
LmjF.01.0620,0.652 
LmjF.10.0620,0.652 
LmjF.14.0800,0.652 
LmjF.18.1030,0.652 
LmjF.18.1470,0.652 
LmjF.21.0905,0.652 
LmjF.22.0990,0.652 
LmjF.28.1110,0.652 
LmjF.29.0850,0.652 
LmjF.32.0930,0.652 
LmjF.03.0120,0.675 
LmjF.04.0790,0.675 
LmjF.06.1110,0.675 
LmjF.09.0210,0.675 
LmjF.09.1320,0.675 
LmjF.19.0140,0.675 
LmjF.28.2560,0.675 
LmjF.30.2870,0.675 
LmjF.30.3020,0.675 
LmjF.31.0060,0.675 
LmjF.32.0240,0.675 
LmjF.32.3280,0.675 
LmjF.33.0200,0.675 
LmjF.35.5390,0.675 
LmjF.36.1830,0.675 
LmjF.06.0030,0.698 
LmjF.09.1100,0.698 
LmjF.12.0100,0.698 
LmjF.16.0520,0.698 
LmjF.20.0500,0.698 
LmjF.21.0120,0.698 
LmjF.25.1370,0.698 
LmjF.26.0180,0.698 
LmjF.26.1780,0.698 
LmjF.27.0140,0.698 
LmjF.27.1130,0.698 
LmjF.29.0210,0.698 
LmjF.32.3360,0.698 
LmjF.33.2410,0.698 
LmjF.33.2880,0.698 
LmjF.35.1690,0.698 
LmjF.07.0120,0.720 
LmjF.18.1330,0.720 
LmjF.23.0330,0.720 
LmjF.26.2680,0.720 
LmjF.31.1550,0.720 
LmjF.31.2910,0.720 
LmjF.31.3105,0.720 
LmjF.35.3620,0.720 
LmjF.36.3460,0.720 
LmjF.06.0650,0.741 
LmjF.10.0650,0.741 
LmjF.10.1150,0.741 
LmjF.14.0480,0.741 
LmjF.15.0960,0.741 
LmjF.19.0530,0.741 
LmjF.21.0110,0.741 
LmjF.27.2380,0.741 
LmjF.33.1290,0.741 
LmjF.36.0270,0.741 
LmjF.11.0673,0.756 
LmjF.17.0780,0.756 
LmjF.19.1640,0.756 
LmjF.26.0040,0.756 
LmjF.33.1620,0.756 
LmjF.35.0480,0.756 
LmjF.35.2670,0.756 
LmjF.35.3240,0.756 
LmjF.35.3500,0.756 
LmjF.36.6070,0.756 
LmjF.06.0600,0.773 
LmjF.12.0620,0.773 
LmjF.18.0630,0.773 
LmjF.22.0210,0.773 
LmjF.24.0540,0.773 
LmjF.25.0900,0.773 
LmjF.35.3030,0.773 
LmjF.36.2480,0.773 
LmjF.36.4320,0.773 
LmjF.10.0600,0.789 
LmjF.14.1130,0.789 
LmjF.18.1620,0.789 
LmjF.25.1760,0.789 
LmjF.26.1420,0.789 
LmjF.28.2310,0.789 
LmjF.30.3290,0.789 
LmjF.31.1070,0.789 
LmjF.32.3720,0.789 
LmjF.33.2460,0.789 
LmjF.36.1290,0.789 
LmjF.36.1770,0.789 
LmjF.36.6990,0.789 
LmjF.09.0650,0.807 
LmjF.14.0970,0.807 
LmjF.25.0930,0.807 
LmjF.28.1440,0.807 
LmjF.33.1700,0.807 
LmjF.36.2810,0.807 
LmjF.24.2230,0.824 
LmjF.25.1050,0.824 
LmjF.27.1070,0.824 
LmjF.27.1810,0.824 
LmjF.27.2305,0.824 
LmjF.27.2630,0.824 
LmjF.28.1165,0.824 
LmjF.30.1750,0.824 
LmjF.33.1130,0.824 
LmjF.36.5070,0.824 
LmjF.01.0760,0.840 
LmjF.06.1270,0.840 
LmjF.09.0810,0.840 
LmjF.25.1445,0.840 
LmjF.25.1690,0.840 
LmjF.28.0740,0.840 
LmjF.30.2770,0.840 
LmjF.31.0510,0.840 
LmjF.35.0580,0.840 
LmjF.35.2340,0.840 
LmjF.35.4180,0.840 
LmjF.17.1040,0.855 
LmjF.21.1675,0.855 
LmjF.25.0090,0.855 
LmjF.25.1510,0.855 
LmjF.26.1090,0.855 
LmjF.33.0090,0.855 
LmjF.35.1410,0.855 
LmjF.35.2940,0.855 
LmjF.35.4850,0.855 
LmjF.02.0250,0.867 
LmjF.07.0830,0.867 
LmjF.26.1850,0.867 
LmjF.27.2660,0.867 
LmjF.35.2125,0.867 
LmjF.36.2035,0.867 
LmjF.08.0210,0.879 
LmjF.13.0850,0.879 
LmjF.19.0480,0.879 
LmjF.29.2260,0.879 
LmjF.09.0330,0.890 
LmjF.09.1270,0.890 
LmjF.24.0790,0.890 
LmjF.25.2410,0.890 
LmjF.27.1490,0.890 
LmjF.28.0020,0.890 
LmjF.30.0820,0.890 
LmjF.32.3550,0.890 
LmjF.35.3590,0.890 
LmjF.09.0710,0.899 
LmjF.29.0630,0.899 
LmjF.30.2100,0.899 
LmjF.36.5340,0.899 
LmjF.35.4040,0.909 
LmjF.10.1260,0.919 
LmjF.12.1300,0.919 
LmjF.14.1260,0.919 
LmjF.16.1180,0.919 
LmjF.17.0150,0.919 
LmjF.19.0770,0.919 
LmjF.19.1240,0.919 
LmjF.27.1220,0.919 
LmjF.30.1645,0.919 
LmjF.33.1850,0.919 
LmjF.35.5220,0.919 
LmjF.13.0060,0.927 
LmjF.21.0460,0.927 
LmjF.32.1530,0.927 
LmjF.35.0610,0.927 
LmjF.02.0120,0.937 
LmjF.06.0440,0.937 
LmjF.14.0070,0.937 
LmjF.16.1310,0.937 
LmjF.24.1960,0.937 
LmjF.25.0740,0.937 
LmjF.33.1280,0.937 
LmjF.08.0080,0.942 
LmjF.09.1030,0.942 
LmjF.10.0150,0.948 
LmjF.13.1460,0.948 
LmjF.06.0770,0.954 
LmjF.25.1000,0.954 
LmjF.36.2960,0.954 
LmjF.18.0870,0.960 
LmjF.29.1470,0.960 
LmjF.33.2600,0.960 
LmjF.36.2720,0.960 
LmjF.04.0510,0.964 
LmjF.30.1760,0.964 
LmjF.12.1190,0.968 
LmjF.23.0770,0.968 
LmjF.04.0640,0.972 
LmjF.18.0560,0.972 
LmjF.32.2290,0.972 
LmjF.01.0800,0.975 
LmjF.31.1490,0.975 
LmjF.33.0530,0.975 
LmjF.25.2040,0.978 
LmjF.19.1365,0.980 
LmjF.31.2060,0.980 
LmjF.28.1090,0.983 
LmjF.32.2530,0.983 
LmjF.35.3630,0.983 
LmjF.02.0040,0.985 
LmjF.06.0790,0.985 
LmjF.35.2230,0.985 
LmjF.10.0320,0.986 
LmjF.22.1660,0.986 
LmjF.26.1360,0.989 
LmjF.29.2170,0.989 
LmjF.34.4150,0.989 
LmjF.11.1060,0.990 
LmjF.29.1180,0.990 
LmjF.30.2220,0.990 
LmjF.09.0590,0.993 
LmjF.30.0360,0.993 
LmjF.19.1570,0.994 
LmjF.21.1400,0.994 
LmjF.29.1190,0.996 
LmjF.27.0710,0.999 
LmjF.05.0160,0.003 
LmjF.17.1000,0.012 
LmjF.05.0620,0.015 
LmjF.34.2270,0.018 
LmjF.12.0650,0.026 
LmjF.34.2580,0.036 
LmjF.34.2000,0.050 
LmjF.05.0980,0.060 
LmjF.34.1920,0.060 
LmjF.21.0190,0.074 
LmjF.05.0220,0.091 
LmjF.15.1530,0.091 
LmjF.34.1560,0.109 
LmjF.25.0120,0.129 
LmjF.36.4680,0.129 
LmjF.10.1010,0.154 
LmjF.15.0890,0.154 
LmjF.15.1380,0.154 
LmjF.18.1020,0.154 
LmjF.34.1580,0.154 
LmjF.34.1960,0.154 
LmjF.20.0880,0.182 
LmjF.34.1000,0.182 
LmjF.20.1050,0.216 
LmjF.31.0480,0.216 
LmjF.34.1760,0.216 
LmjF.34.1780,0.216 
LmjF.34.1860,0.216 
LmjF.34.1940,0.216 
LmjF.20.1030,0.252 
LmjF.23.0470,0.288 
LmjF.23.1570,0.288 
LmjF.34.3410,0.288 
LmjF.34.4330,0.288 
LmjF.05.0350,0.323 
LmjF.05.1070,0.323 
LmjF.08.0440,0.323 
LmjF.20.1730,0.323 
LmjF.23.0970,0.323 
LmjF.15.0100,0.360 
LmjF.20.0960,0.360 
LmjF.20.1100,0.394 
LmjF.05.0030,0.428 
LmjF.08.1225,0.428 
LmjF.29.0040,0.428 
LmjF.34.1020,0.428 
LmjF.34.1530,0.428 
LmjF.34.2410,0.428 
LmjF.04.0120,0.463 
LmjF.15.0650,0.463 
LmjF.34.0690,0.463 
LmjF.34.3420,0.463 
LmjF.04.0810,0.493 
LmjF.13.0760,0.493 
LmjF.20.0910,0.493 
LmjF.23.1300,0.493 
LmjF.34.0770,0.493 
LmjF.34.2030,0.493 
LmjF.34.2400,0.493 
LmjF.34.3450,0.493 
LmjF.35.2530,0.493 
LmjF.20.0140,0.522 
LmjF.20.1750,0.522 
LmjF.36.2180,0.522 
LmjF.04.1100,0.548 
LmjF.05.0760,0.548 
LmjF.14.0610,0.548 
LmjF.15.0860,0.548 
LmjF.31.2520,0.548 
LmjF.34.2080,0.548 
LmjF.02.0680,0.575 
LmjF.05.0700,0.575 
LmjF.05.0870,0.575 
LmjF.13.0770,0.575 
LmjF.20.1230,0.575 
LmjF.34.0190,0.575 
LmjF.34.0330,0.575 
LmjF.34.0705,0.575 
LmjF.34.1450,0.575 
LmjF.05.0890,0.604 
LmjF.11.0580,0.604 
LmjF.15.0370,0.604 
LmjF.33.2320,0.604 
LmjF.34.0450,0.604 
LmjF.34.0650,0.604 
LmjF.34.1550,0.604 
LmjF.34.2590,0.604 
LmjF.34.4350,0.604 
LmjF.05.0850,0.627 
LmjF.15.1055,0.627 
LmjF.20.0940,0.627 
LmjF.31.1600,0.627 
LmjF.32.2230,0.627 
LmjF.33.3240,0.627 
LmjF.34.2100,0.627 
LmjF.10.0660,0.652 
LmjF.20.1460,0.652 
LmjF.23.0820,0.652 
LmjF.23.1055,0.652 
LmjF.23.1220,0.652 
LmjF.23.1340,0.652 
LmjF.34.0520,0.652 
LmjF.34.2110,0.652 
LmjF.34.2850,0.652 
LmjF.34.4300,0.652 
LmjF.36.6050,0.652 
LmjF.02.0530,0.675 
LmjF.05.0710,0.675 
LmjF.15.0660,0.675 
LmjF.16.1390,0.675 
LmjF.17.1250,0.675 
LmjF.21.0600,0.675 
LmjF.34.0290,0.675 
LmjF.34.0970,0.675 
LmjF.34.2260,0.675 
LmjF.02.0440,0.698 
LmjF.15.0680,0.698 
LmjF.20.0670,0.698 
LmjF.29.0410,0.698 
LmjF.34.3020,0.698 
LmjF.36.5410,0.698 
LmjF.02.0580,0.720 
LmjF.11.0090,0.720 
LmjF.22.0650,0.720 
LmjF.28.0840,0.720 
LmjF.34.0200,0.720 
LmjF.34.0490,0.720 
LmjF.34.1750,0.720 
LmjF.34.1870,0.720 
LmjF.34.1970,0.720 
LmjF.34.3120,0.720 
LmjF.36.2660,0.720 
LmjF.02.0590,0.741 
LmjF.04.0620,0.741 
