name,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
LmjF.19.0210:mRNA-p1,0.132,42,0.140,42,0.325,33,0.141,0.141,N,0.450,SignalP-noTM
LmjF.19.0220:mRNA-p1,0.160,38,0.128,38,0.170,42,0.108,0.117,N,0.450,SignalP-noTM
LmjF.19.0230:mRNA-p1,0.152,24,0.196,24,0.404,1,0.258,0.230,N,0.450,SignalP-noTM
LmjF.19.0240:mRNA-p1,0.109,62,0.107,33,0.122,22,0.102,0.104,N,0.450,SignalP-noTM
LmjF.19.0250:mRNA-p1,0.138,31,0.122,31,0.165,1,0.110,0.116,N,0.450,SignalP-noTM
LmjF.19.0260:mRNA-p1,0.111,28,0.110,11,0.145,6,0.117,0.114,N,0.450,SignalP-noTM
LmjF.19.0270:mRNA-p1,0.111,23,0.118,14,0.155,1,0.117,0.118,N,0.450,SignalP-noTM
LmjF.19.0280:mRNA-p1,0.120,38,0.117,16,0.218,12,0.130,0.124,N,0.450,SignalP-noTM
LmjF.19.0290:mRNA-p1,0.116,20,0.106,68,0.116,65,0.098,0.101,N,0.450,SignalP-noTM
LmjF.19.0300:mRNA-p1,0.114,28,0.107,28,0.122,26,0.101,0.104,N,0.450,SignalP-noTM
LmjF.19.0310:mRNA-p1,0.114,26,0.189,26,0.369,22,0.310,0.238,N,0.500,SignalP-TM
LmjF.19.0320:mRNA-p1,0.120,31,0.114,31,0.159,29,0.108,0.111,N,0.450,SignalP-noTM
LmjF.19.0330:mRNA-p1,0.117,31,0.117,12,0.160,3,0.121,0.119,N,0.450,SignalP-noTM
LmjF.19.0340:mRNA-p1,0.110,63,0.103,63,0.107,47,0.095,0.099,N,0.450,SignalP-noTM
LmjF.19.0350:mRNA-p1,0.148,24,0.198,24,0.372,4,0.267,0.235,N,0.450,SignalP-noTM
LmjF.19.0360:mRNA-p1,0.306,29,0.171,29,0.159,53,0.096,0.130,N,0.450,SignalP-noTM
LmjF.19.0370:mRNA-p1,0.110,49,0.107,11,0.123,47,0.108,0.108,N,0.450,SignalP-noTM
LmjF.19.0380:mRNA-p1,0.110,24,0.109,24,0.121,12,0.109,0.109,N,0.450,SignalP-noTM
LmjF.19.0390:mRNA-p1,0.110,68,0.115,24,0.170,6,0.122,0.119,N,0.450,SignalP-noTM
LmjF.19.0400:mRNA-p1,0.142,18,0.216,18,0.480,2,0.304,0.264,N,0.450,SignalP-noTM
LmjF.19.0410:mRNA-p1,0.109,10,0.107,47,0.118,5,0.102,0.104,N,0.450,SignalP-noTM
LmjF.19.0420:mRNA-p1,0.695,20,0.757,20,0.924,5,0.831,0.797,Y,0.450,SignalP-noTM
LmjF.19.0430:mRNA-p1,0.146,32,0.157,12,0.244,13,0.208,0.184,N,0.450,SignalP-noTM
LmjF.19.0440:mRNA-p1,0.109,66,0.105,33,0.117,25,0.100,0.102,N,0.450,SignalP-noTM
LmjF.19.0450:mRNA-p1,0.138,33,0.125,33,0.194,4,0.122,0.123,N,0.450,SignalP-noTM
LmjF.19.0460:mRNA-p1,0.213,26,0.219,26,0.287,8,0.223,0.221,N,0.450,SignalP-noTM
LmjF.19.0470:mRNA-p1,0.123,35,0.108,35,0.126,47,0.097,0.102,N,0.450,SignalP-noTM
LmjF.19.0480:mRNA-p1,0.150,35,0.224,16,0.538,10,0.397,0.317,N,0.450,SignalP-noTM
LmjF.19.0490:mRNA-p1,0.331,18,0.303,18,0.608,15,0.295,0.298,N,0.450,SignalP-noTM
LmjF.19.0500:mRNA-p1,0.114,18,0.111,56,0.137,51,0.101,0.105,N,0.450,SignalP-noTM
LmjF.19.0510:mRNA-p1,0.117,21,0.148,11,0.255,1,0.158,0.154,N,0.450,SignalP-noTM
LmjF.19.0520:mRNA-p1,0.125,52,0.109,22,0.147,20,0.108,0.109,N,0.450,SignalP-noTM
LmjF.19.0530:mRNA-p1,0.113,37,0.115,16,0.140,14,0.120,0.117,N,0.450,SignalP-noTM
LmjF.19.0540:mRNA-p1,0.802,26,0.880,26,0.994,15,0.967,0.927,Y,0.450,SignalP-noTM
LmjF.19.0550:mRNA-p1,0.112,49,0.111,11,0.128,14,0.112,0.112,N,0.450,SignalP-noTM
LmjF.19.0560:mRNA-p1,0.109,28,0.109,28,0.128,54,0.108,0.109,N,0.450,SignalP-noTM
LmjF.19.0570:mRNA-p1,0.251,64,0.251,64,0.564,44,0.212,0.235,N,0.500,SignalP-TM
LmjF.19.0580:mRNA-p1,0.135,38,0.128,24,0.189,13,0.127,0.127,N,0.450,SignalP-noTM
LmjF.19.0590:mRNA-p1,0.128,31,0.132,11,0.182,4,0.151,0.142,N,0.450,SignalP-noTM
LmjF.19.0600:mRNA-p1,0.111,49,0.108,30,0.132,15,0.102,0.105,N,0.450,SignalP-noTM
LmjF.19.0610:mRNA-p1,0.641,28,0.713,28,0.932,12,0.835,0.762,Y,0.500,SignalP-TM
LmjF.19.0620:mRNA-p1,0.110,66,0.104,66,0.108,23,0.094,0.099,N,0.450,SignalP-noTM
LmjF.19.0630:mRNA-p1,0.143,20,0.120,20,0.149,19,0.102,0.110,N,0.450,SignalP-noTM
LmjF.19.0640:mRNA-p1,0.256,36,0.488,36,0.977,14,0.889,0.705,Y,0.450,SignalP-noTM
LmjF.19.0650:mRNA-p1,0.127,23,0.137,23,0.218,7,0.147,0.142,N,0.450,SignalP-noTM
LmjF.19.0660:mRNA-p1,0.113,54,0.109,54,0.112,37,0.097,0.103,N,0.450,SignalP-noTM
LmjF.19.0670:mRNA-p1,0.111,64,0.105,64,0.110,4,0.097,0.100,N,0.450,SignalP-noTM
LmjF.19.0680:mRNA-p1,0.145,45,0.121,45,0.136,1,0.103,0.111,N,0.450,SignalP-noTM
LmjF.19.0690:mRNA-p1,0.116,18,0.123,11,0.184,2,0.134,0.129,N,0.450,SignalP-noTM
LmjF.19.0700:mRNA-p1,0.135,31,0.141,26,0.327,5,0.154,0.148,N,0.450,SignalP-noTM
LmjF.19.0710:mRNA-p1,0.141,31,0.206,19,0.455,39,0.292,0.253,N,0.450,SignalP-noTM
LmjF.19.0720:mRNA-p1,0.112,34,0.106,48,0.139,28,0.099,0.102,N,0.450,SignalP-noTM
LmjF.19.0730:mRNA-p1,0.168,16,0.159,16,0.200,1,0.128,0.142,N,0.450,SignalP-noTM
LmjF.19.0740:mRNA-p1,0.107,47,0.116,11,0.150,2,0.121,0.119,N,0.450,SignalP-noTM
LmjF.19.0750:mRNA-p1,0.132,68,0.115,17,0.159,16,0.117,0.116,N,0.450,SignalP-noTM
LmjF.19.0760:mRNA-p1,0.153,26,0.179,18,0.391,6,0.225,0.198,N,0.500,SignalP-TM
LmjF.19.0770:mRNA-p1,0.110,43,0.105,47,0.110,37,0.095,0.099,N,0.450,SignalP-noTM
LmjF.19.0780:mRNA-p1,0.116,55,0.125,46,0.208,41,0.124,0.125,N,0.500,SignalP-TM
LmjF.19.0790:mRNA-p1,0.151,43,0.126,43,0.159,42,0.096,0.110,N,0.450,SignalP-noTM
LmjF.19.0800:mRNA-p1,0.110,12,0.107,44,0.122,29,0.103,0.105,N,0.450,SignalP-noTM
LmjF.19.0810:mRNA-p1,0.110,63,0.107,26,0.136,22,0.107,0.107,N,0.450,SignalP-noTM
LmjF.19.0820:mRNA-p1,0.115,50,0.114,14,0.137,3,0.115,0.114,N,0.450,SignalP-noTM
LmjF.19.0830:mRNA-p1,0.236,18,0.370,18,0.825,16,0.575,0.481,Y,0.450,SignalP-noTM
LmjF.19.0840:mRNA-p1,0.191,18,0.150,18,0.183,13,0.122,0.135,N,0.450,SignalP-noTM
LmjF.19.0842:mRNA-p1,0.115,50,0.114,14,0.137,3,0.115,0.114,N,0.450,SignalP-noTM
LmjF.19.0843:mRNA-p1,0.236,18,0.370,18,0.825,16,0.575,0.481,Y,0.450,SignalP-noTM
LmjF.19.0844:mRNA-p1,0.191,18,0.150,18,0.183,13,0.122,0.135,N,0.450,SignalP-noTM
LmjF.19.0846:mRNA-p1,0.115,50,0.114,14,0.137,3,0.115,0.114,N,0.450,SignalP-noTM
LmjF.19.0847:mRNA-p1,0.236,18,0.370,18,0.825,16,0.575,0.481,Y,0.450,SignalP-noTM
LmjF.19.0848:mRNA-p1,0.191,18,0.150,18,0.183,13,0.122,0.135,N,0.450,SignalP-noTM
LmjF.19.0850:mRNA-p1,0.115,50,0.114,14,0.137,3,0.115,0.114,N,0.450,SignalP-noTM
LmjF.19.0860:mRNA-p1,0.115,50,0.114,14,0.140,13,0.115,0.115,N,0.450,SignalP-noTM
LmjF.19.0870:mRNA-p1,0.115,50,0.114,14,0.140,13,0.115,0.115,N,0.450,SignalP-noTM
LmjF.19.0880:mRNA-p1,0.115,50,0.114,14,0.140,13,0.115,0.115,N,0.450,SignalP-noTM
LmjF.19.0900:mRNA-p1,0.115,50,0.114,14,0.140,13,0.115,0.115,N,0.450,SignalP-noTM
LmjF.19.0910:mRNA-p1,0.115,50,0.114,14,0.140,13,0.115,0.115,N,0.450,SignalP-noTM
LmjF.19.0920:mRNA-p1,0.124,29,0.111,29,0.126,40,0.102,0.106,N,0.450,SignalP-noTM
LmjF.19.0930:mRNA-p1,0.431,19,0.311,19,0.305,10,0.230,0.267,N,0.450,SignalP-noTM
LmjF.19.0940:mRNA-p1,0.118,12,0.128,12,0.195,7,0.152,0.141,N,0.450,SignalP-noTM
LmjF.19.0950:mRNA-p1,0.209,36,0.242,36,0.535,35,0.222,0.231,N,0.450,SignalP-noTM
LmjF.19.0960:mRNA-p1,0.125,42,0.116,18,0.160,17,0.126,0.121,N,0.450,SignalP-noTM
LmjF.19.0970:mRNA-p1,0.815,30,0.884,30,0.995,12,0.959,0.925,Y,0.450,SignalP-noTM
LmjF.19.0980:mRNA-p1,0.110,28,0.136,12,0.203,1,0.152,0.145,N,0.450,SignalP-noTM
LmjF.19.0985:mRNA-p1,0.186,26,0.206,26,0.327,23,0.231,0.220,N,0.450,SignalP-noTM
LmjF.19.0995:mRNA-p1,0.123,29,0.139,12,0.240,5,0.178,0.160,N,0.450,SignalP-noTM
LmjF.19.1000:mRNA-p1,0.131,29,0.130,29,0.197,7,0.132,0.131,N,0.450,SignalP-noTM
LmjF.19.1005:mRNA-p1,0.145,21,0.185,21,0.327,3,0.231,0.210,N,0.450,SignalP-noTM
LmjF.19.1010:mRNA-p1,0.112,18,0.110,29,0.128,18,0.101,0.106,N,0.500,SignalP-TM
LmjF.19.1020:mRNA-p1,0.178,19,0.213,19,0.375,10,0.259,0.238,N,0.450,SignalP-noTM
LmjF.19.1030:mRNA-p1,0.111,64,0.109,53,0.129,3,0.104,0.107,N,0.450,SignalP-noTM
LmjF.19.1040:mRNA-p1,0.147,21,0.118,21,0.115,48,0.096,0.106,N,0.450,SignalP-noTM
LmjF.19.1050:mRNA-p1,0.144,59,0.131,12,0.195,1,0.134,0.132,N,0.450,SignalP-noTM
LmjF.19.1060:mRNA-p1,0.165,32,0.157,32,0.238,31,0.142,0.149,N,0.450,SignalP-noTM
LmjF.19.1070:mRNA-p1,0.194,25,0.188,25,0.262,23,0.183,0.186,N,0.450,SignalP-noTM
LmjF.19.1080:mRNA-p1,0.199,46,0.138,46,0.121,31,0.100,0.118,N,0.450,SignalP-noTM
LmjF.19.1090:mRNA-p1,0.155,27,0.221,11,0.621,4,0.486,0.327,N,0.500,SignalP-TM
LmjF.19.1100:mRNA-p1,0.110,61,0.104,46,0.129,40,0.097,0.100,N,0.450,SignalP-noTM
LmjF.19.1110:mRNA-p1,0.575,25,0.337,25,0.304,4,0.195,0.261,N,0.450,SignalP-noTM
LmjF.19.1120:mRNA-p1,0.130,22,0.120,22,0.144,1,0.108,0.114,N,0.450,SignalP-noTM
LmjF.19.1130:mRNA-p1,0.122,25,0.111,25,0.128,24,0.101,0.106,N,0.450,SignalP-noTM
LmjF.19.1140:mRNA-p1,0.538,37,0.572,37,0.797,29,0.535,0.552,Y,0.450,SignalP-noTM
LmjF.19.1150:mRNA-p1,0.114,40,0.109,40,0.148,11,0.105,0.107,N,0.450,SignalP-noTM
LmjF.19.1160:mRNA-p1,0.124,21,0.114,21,0.139,20,0.106,0.110,N,0.450,SignalP-noTM
LmjF.19.1170:mRNA-p1,0.126,40,0.120,40,0.151,34,0.115,0.118,N,0.450,SignalP-noTM
LmjF.19.1180:mRNA-p1,0.113,67,0.108,38,0.116,29,0.103,0.105,N,0.450,SignalP-noTM
LmjF.19.1190:mRNA-p1,0.108,33,0.103,60,0.122,4,0.098,0.100,N,0.450,SignalP-noTM
LmjF.19.1200:mRNA-p1,0.333,42,0.222,42,0.315,41,0.146,0.181,N,0.450,SignalP-noTM
LmjF.19.1210:mRNA-p1,0.112,63,0.108,49,0.128,6,0.107,0.108,N,0.450,SignalP-noTM
LmjF.19.1220:mRNA-p1,0.287,38,0.232,38,0.446,12,0.259,0.247,N,0.450,SignalP-noTM
LmjF.19.1230:mRNA-p1,0.126,44,0.144,12,0.242,1,0.155,0.150,N,0.450,SignalP-noTM
LmjF.19.1240.1:mRNA-p1,0.137,46,0.157,12,0.398,3,0.261,0.213,N,0.450,SignalP-noTM
LmjF.19.1240.2:mRNA-p1,0.161,35,0.152,35,0.354,9,0.164,0.159,N,0.450,SignalP-noTM
LmjF.19.1250:mRNA-p1,0.116,16,0.121,16,0.148,43,0.125,0.123,N,0.450,SignalP-noTM
LmjF.19.1260:mRNA-p1,0.286,22,0.221,22,0.316,1,0.164,0.190,N,0.450,SignalP-noTM
LmjF.19.1270:mRNA-p1,0.109,25,0.106,61,0.121,50,0.097,0.101,N,0.450,SignalP-noTM
LmjF.19.1280:mRNA-p1,0.115,46,0.116,46,0.151,44,0.110,0.113,N,0.450,SignalP-noTM
LmjF.19.1290:mRNA-p1,0.132,47,0.135,12,0.192,1,0.148,0.142,N,0.450,SignalP-noTM
LmjF.19.1300:mRNA-p1,0.144,46,0.168,18,0.399,5,0.243,0.208,N,0.450,SignalP-noTM
LmjF.19.1310:mRNA-p1,0.157,24,0.129,24,0.128,14,0.105,0.116,N,0.450,SignalP-noTM
LmjF.19.1315:mRNA-p1,0.211,29,0.182,29,0.229,2,0.165,0.172,N,0.450,SignalP-noTM
LmjF.19.1320:mRNA-p1,0.278,21,0.361,21,0.672,9,0.478,0.424,N,0.450,SignalP-noTM
LmjF.19.1330:mRNA-p1,0.187,30,0.187,30,0.315,1,0.200,0.192,N,0.500,SignalP-TM
LmjF.19.1340:mRNA-p1,0.139,42,0.143,42,0.280,38,0.127,0.134,N,0.450,SignalP-noTM
LmjF.19.1345:mRNA-p1,0.139,42,0.143,42,0.280,38,0.127,0.134,N,0.450,SignalP-noTM
LmjF.19.1347:mRNA-p1,0.153,26,0.160,26,0.309,23,0.168,0.164,N,0.450,SignalP-noTM
LmjF.19.1350:mRNA-p1,0.294,39,0.267,39,0.417,36,0.173,0.230,N,0.500,SignalP-TM
LmjF.19.1360:mRNA-p1,0.686,30,0.576,30,0.582,20,0.427,0.517,Y,0.500,SignalP-TM
LmjF.19.1365:mRNA-p1,0.223,29,0.189,29,0.205,2,0.164,0.176,N,0.450,SignalP-noTM
LmjF.19.1370:mRNA-p1,0.109,61,0.103,25,0.108,11,0.098,0.100,N,0.450,SignalP-noTM
LmjF.19.1380:mRNA-p1,0.130,23,0.151,11,0.256,2,0.202,0.178,N,0.450,SignalP-noTM
LmjF.19.1390:mRNA-p1,0.115,65,0.108,65,0.119,54,0.095,0.101,N,0.450,SignalP-noTM
LmjF.19.1400:mRNA-p1,0.109,70,0.107,70,0.116,54,0.100,0.103,N,0.450,SignalP-noTM
LmjF.19.1410:mRNA-p1,0.141,21,0.128,21,0.149,28,0.117,0.122,N,0.450,SignalP-noTM
LmjF.19.1420:mRNA-p1,0.424,25,0.533,25,0.830,21,0.674,0.589,Y,0.500,SignalP-TM
LmjF.19.1430:mRNA-p1,0.222,15,0.384,15,0.798,14,0.692,0.550,Y,0.450,SignalP-noTM
LmjF.19.1440:mRNA-p1,0.159,22,0.125,22,0.121,21,0.098,0.110,N,0.450,SignalP-noTM
LmjF.19.1450:mRNA-p1,0.126,33,0.137,12,0.222,2,0.147,0.143,N,0.450,SignalP-noTM
LmjF.19.1460:mRNA-p1,0.111,56,0.120,12,0.164,1,0.109,0.114,N,0.450,SignalP-noTM
LmjF.19.1470:mRNA-p1,0.110,31,0.111,21,0.151,5,0.111,0.111,N,0.450,SignalP-noTM
LmjF.19.1480:mRNA-p1,0.147,38,0.151,11,0.259,1,0.163,0.157,N,0.450,SignalP-noTM
LmjF.19.1490:mRNA-p1,0.242,26,0.195,26,0.254,1,0.181,0.190,N,0.500,SignalP-TM
LmjF.19.1500:mRNA-p1,0.147,38,0.151,11,0.259,1,0.163,0.157,N,0.450,SignalP-noTM
LmjF.19.1505:mRNA-p1,0.152,19,0.172,19,0.287,1,0.174,0.173,N,0.450,SignalP-noTM
LmjF.19.1510:mRNA-p1,0.242,26,0.195,26,0.254,1,0.181,0.190,N,0.500,SignalP-TM
LmjF.19.1520:mRNA-p1,0.113,36,0.146,22,0.287,18,0.195,0.172,N,0.450,SignalP-noTM
LmjF.19.1530:mRNA-p1,0.140,57,0.112,57,0.164,24,0.100,0.106,N,0.450,SignalP-noTM
LmjF.19.1540:mRNA-p1,0.140,35,0.125,35,0.162,12,0.110,0.117,N,0.450,SignalP-noTM
LmjF.19.1550:mRNA-p1,0.120,45,0.120,45,0.165,13,0.119,0.119,N,0.450,SignalP-noTM
LmjF.19.1560:mRNA-p1,0.130,46,0.114,46,0.119,43,0.097,0.104,N,0.450,SignalP-noTM
LmjF.19.1570:mRNA-p1,0.112,29,0.128,11,0.191,2,0.146,0.137,N,0.450,SignalP-noTM
LmjF.19.1580:mRNA-p1,0.146,45,0.126,11,0.181,5,0.152,0.140,N,0.450,SignalP-noTM
LmjF.19.1590:mRNA-p1,0.108,49,0.105,33,0.125,67,0.092,0.100,N,0.500,SignalP-TM
LmjF.19.1600:mRNA-p1,0.139,39,0.113,39,0.122,1,0.097,0.104,N,0.450,SignalP-noTM
LmjF.19.1610:mRNA-p1,0.115,30,0.213,11,0.622,2,0.414,0.321,N,0.450,SignalP-noTM
LmjF.19.1620:mRNA-p1,0.289,31,0.175,31,0.264,2,0.121,0.146,N,0.450,SignalP-noTM
LmjF.19.1630:mRNA-p1,0.112,33,0.107,37,0.119,21,0.099,0.102,N,0.450,SignalP-noTM
LmjF.19.1640:mRNA-p1,0.124,40,0.142,52,0.282,40,0.149,0.146,N,0.450,SignalP-noTM
LmjF.19.1650:mRNA-p1,0.178,38,0.145,11,0.253,2,0.188,0.162,N,0.500,SignalP-TM
LmjF.20.0010:mRNA-p1,0.118,8,0.108,35,0.125,34,0.101,0.104,N,0.450,SignalP-noTM
LmjF.20.0020:mRNA-p1,0.142,37,0.118,37,0.163,2,0.106,0.112,N,0.450,SignalP-noTM
LmjF.20.0030:mRNA-p1,0.107,52,0.119,11,0.162,2,0.123,0.121,N,0.450,SignalP-noTM
LmjF.20.0040:mRNA-p1,0.123,18,0.125,18,0.173,13,0.131,0.128,N,0.450,SignalP-noTM
LmjF.20.0050:mRNA-p1,0.154,54,0.148,54,0.310,15,0.145,0.146,N,0.450,SignalP-noTM
LmjF.20.0060:mRNA-p1,0.158,21,0.148,21,0.328,7,0.141,0.144,N,0.450,SignalP-noTM
LmjF.20.0070:mRNA-p1,0.113,24,0.124,12,0.182,1,0.120,0.122,N,0.450,SignalP-noTM
LmjF.20.0080:mRNA-p1,0.130,49,0.132,49,0.259,39,0.119,0.125,N,0.450,SignalP-noTM
LmjF.20.0090:mRNA-p1,0.110,27,0.105,68,0.117,10,0.098,0.101,N,0.450,SignalP-noTM
LmjF.20.0100:mRNA-p1,0.110,33,0.101,42,0.106,55,0.093,0.097,N,0.450,SignalP-noTM
LmjF.20.0110.1:mRNA-p1,0.114,32,0.133,24,0.243,14,0.159,0.147,N,0.450,SignalP-noTM
LmjF.20.0110.2:mRNA-p1,0.110,33,0.101,42,0.106,55,0.093,0.097,N,0.450,SignalP-noTM
LmjF.20.0120:mRNA-p1,0.133,22,0.150,12,0.215,1,0.187,0.170,N,0.450,SignalP-noTM
LmjF.20.0130:mRNA-p1,0.296,19,0.412,19,0.761,1,0.533,0.477,Y,0.450,SignalP-noTM
LmjF.20.0140:mRNA-p1,0.114,61,0.109,61,0.122,49,0.102,0.105,N,0.450,SignalP-noTM
LmjF.20.0150:mRNA-p1,0.179,46,0.171,46,0.209,26,0.149,0.162,N,0.500,SignalP-TM
LmjF.20.0160:mRNA-p1,0.118,28,0.115,28,0.134,6,0.114,0.115,N,0.450,SignalP-noTM
LmjF.20.0170:mRNA-p1,0.257,33,0.166,33,0.209,43,0.106,0.133,N,0.450,SignalP-noTM
LmjF.20.0180:mRNA-p1,0.109,66,0.106,66,0.113,60,0.098,0.102,N,0.450,SignalP-noTM
LmjF.20.0190:mRNA-p1,0.149,60,0.146,60,0.204,48,0.115,0.129,N,0.450,SignalP-noTM
LmjF.20.0200:mRNA-p1,0.140,33,0.184,19,0.370,4,0.285,0.238,N,0.450,SignalP-noTM
LmjF.20.0210:mRNA-p1,0.128,27,0.132,11,0.190,1,0.144,0.139,N,0.450,SignalP-noTM
LmjF.20.0220:mRNA-p1,0.148,25,0.167,25,0.273,1,0.195,0.182,N,0.450,SignalP-noTM
LmjF.20.0230:mRNA-p1,0.136,21,0.226,21,0.507,7,0.368,0.303,N,0.450,SignalP-noTM
LmjF.20.0240:mRNA-p1,0.414,25,0.633,25,0.993,16,0.963,0.811,Y,0.450,SignalP-noTM
LmjF.20.0250:mRNA-p1,0.110,49,0.108,21,0.120,14,0.111,0.110,N,0.450,SignalP-noTM
LmjF.20.0260:mRNA-p1,0.124,31,0.151,11,0.223,10,0.165,0.159,N,0.450,SignalP-noTM
LmjF.20.0265:mRNA-p1,0.170,19,0.183,45,0.315,43,0.191,0.186,N,0.500,SignalP-TM
LmjF.20.0270:mRNA-p1,0.114,16,0.114,16,0.139,1,0.103,0.108,N,0.450,SignalP-noTM
LmjF.20.0280:mRNA-p1,0.130,17,0.175,17,0.338,2,0.203,0.190,N,0.450,SignalP-noTM
LmjF.20.0290:mRNA-p1,0.132,25,0.122,25,0.157,4,0.115,0.118,N,0.450,SignalP-noTM
LmjF.20.0300:mRNA-p1,0.110,70,0.108,70,0.112,66,0.097,0.102,N,0.450,SignalP-noTM
LmjF.20.0310.1:mRNA-p1,0.150,27,0.274,27,0.768,13,0.511,0.402,N,0.450,SignalP-noTM
LmjF.20.0310.2:mRNA-p1,0.105,44,0.109,11,0.140,1,0.107,0.108,N,0.500,SignalP-TM
LmjF.20.0320:mRNA-p1,0.126,55,0.111,55,0.131,2,0.103,0.107,N,0.450,SignalP-noTM
LmjF.20.0330:mRNA-p1,0.113,45,0.110,11,0.125,1,0.108,0.109,N,0.450,SignalP-noTM
LmjF.20.0340:mRNA-p1,0.115,18,0.112,42,0.149,34,0.110,0.111,N,0.450,SignalP-noTM
LmjF.20.0343:mRNA-p1,0.237,31,0.321,31,0.657,5,0.453,0.392,N,0.450,SignalP-noTM
LmjF.20.0346:mRNA-p1,0.111,56,0.108,16,0.129,5,0.111,0.110,N,0.450,SignalP-noTM
LmjF.20.0350:mRNA-p1,0.606,30,0.394,30,0.544,3,0.317,0.364,N,0.500,SignalP-TM
LmjF.20.0355:pseudogenic_transcript-p1,0.115,36,0.156,11,0.333,2,0.213,0.187,N,0.450,SignalP-noTM
LmjF.20.0360:mRNA-p1,0.856,29,0.888,29,0.976,9,0.924,0.907,Y,0.450,SignalP-noTM
LmjF.20.0370:mRNA-p1,0.117,31,0.123,63,0.198,53,0.104,0.115,N,0.500,SignalP-TM
LmjF.20.0375:mRNA-p1,0.158,24,0.206,24,0.453,6,0.272,0.242,N,0.450,SignalP-noTM
LmjF.20.0380:mRNA-p1,0.262,29,0.284,29,0.750,1,0.344,0.316,N,0.450,SignalP-noTM
LmjF.20.0390:mRNA-p1,0.246,29,0.225,29,0.439,2,0.234,0.230,N,0.450,SignalP-noTM
LmjF.20.0400:mRNA-p1,0.137,46,0.122,46,0.220,45,0.106,0.113,N,0.450,SignalP-noTM
LmjF.20.0410:mRNA-p1,0.111,50,0.105,70,0.109,53,0.097,0.101,N,0.450,SignalP-noTM
LmjF.20.0420:mRNA-p1,0.111,55,0.106,39,0.108,22,0.098,0.102,N,0.450,SignalP-noTM
LmjF.20.0430:mRNA-p1,0.145,48,0.217,11,0.512,1,0.433,0.303,N,0.500,SignalP-TM
LmjF.20.0440:mRNA-p1,0.232,21,0.149,21,0.178,40,0.094,0.120,N,0.450,SignalP-noTM
LmjF.20.0450:mRNA-p1,0.109,60,0.112,26,0.130,5,0.115,0.113,N,0.450,SignalP-noTM
LmjF.20.0460:mRNA-p1,0.190,42,0.183,22,0.540,12,0.240,0.206,N,0.500,SignalP-TM
LmjF.20.0470:mRNA-p1,0.188,17,0.191,17,0.235,31,0.183,0.186,N,0.450,SignalP-noTM
LmjF.20.0480:mRNA-p1,0.113,42,0.237,11,0.786,3,0.537,0.399,N,0.450,SignalP-noTM
LmjF.20.0490:mRNA-p1,0.108,31,0.103,42,0.111,37,0.095,0.099,N,0.450,SignalP-noTM
LmjF.20.0500:mRNA-p1,0.127,21,0.155,21,0.251,24,0.188,0.173,N,0.450,SignalP-noTM
LmjF.20.0510:mRNA-p1,0.110,51,0.108,19,0.130,11,0.111,0.110,N,0.450,SignalP-noTM
LmjF.20.0520:mRNA-p1,0.110,70,0.105,54,0.121,44,0.097,0.101,N,0.450,SignalP-noTM
LmjF.20.0530:mRNA-p1,0.178,35,0.150,35,0.210,6,0.136,0.142,N,0.450,SignalP-noTM
LmjF.20.0540:mRNA-p1,0.109,65,0.104,69,0.106,7,0.096,0.100,N,0.450,SignalP-noTM
LmjF.20.0550:mRNA-p1,0.112,53,0.117,11,0.149,2,0.128,0.123,N,0.450,SignalP-noTM
LmjF.20.0560:mRNA-p1,0.117,26,0.151,11,0.292,1,0.148,0.149,N,0.450,SignalP-noTM
LmjF.20.0570:mRNA-p1,0.116,18,0.123,12,0.155,1,0.125,0.124,N,0.450,SignalP-noTM
LmjF.20.0580:mRNA-p1,0.112,61,0.107,48,0.138,42,0.103,0.105,N,0.450,SignalP-noTM
LmjF.20.0590:mRNA-p1,0.337,21,0.393,21,0.694,4,0.501,0.436,N,0.500,SignalP-TM
LmjF.20.0600:mRNA-p1,0.140,67,0.115,67,0.136,12,0.103,0.109,N,0.450,SignalP-noTM
LmjF.20.0620:mRNA-p1,0.128,21,0.158,16,0.249,13,0.180,0.170,N,0.450,SignalP-noTM
LmjF.20.0630:mRNA-p1,0.153,16,0.178,16,0.290,15,0.206,0.193,N,0.450,SignalP-noTM
LmjF.20.0640:mRNA-p1,0.175,23,0.143,23,0.186,3,0.118,0.129,N,0.450,SignalP-noTM
LmjF.20.0650:mRNA-p1,0.124,69,0.119,11,0.152,1,0.122,0.121,N,0.450,SignalP-noTM
LmjF.20.0660:mRNA-p1,0.118,17,0.104,17,0.123,41,0.093,0.098,N,0.450,SignalP-noTM
LmjF.20.0670:mRNA-p1,0.113,8,0.122,11,0.157,1,0.130,0.126,N,0.450,SignalP-noTM
LmjF.20.0680:mRNA-p1,0.148,28,0.159,11,0.269,1,0.203,0.183,N,0.450,SignalP-noTM
LmjF.20.0690:mRNA-p1,0.112,17,0.116,17,0.138,11,0.119,0.117,N,0.450,SignalP-noTM
LmjF.20.0700:mRNA-p1,0.161,32,0.126,32,0.136,31,0.102,0.113,N,0.450,SignalP-noTM
LmjF.20.0705:mRNA-p1,0.108,22,0.110,11,0.127,7,0.116,0.113,N,0.450,SignalP-noTM
LmjF.20.0770:mRNA-p1,0.113,69,0.107,69,0.112,14,0.099,0.103,N,0.450,SignalP-noTM
