name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.18.0230,203,2293,1444,267,0.616,0.69
LmjF.18.0240,243,876,813,39,0.584,0.502
LmjF.18.0250,419,1617,1534,33,0.604,0.575
LmjF.18.0260,2029,5820,1342,1282,0.608,0.543
LmjF.18.0270,2710,4643,1843,1579,0.585,0.589
LmjF.18.0280,332,1122,865,123,0.578,0.654
LmjF.18.0290,682,1572,654,583,0.595,0.581
LmjF.18.0300,540,12234,10703,672,0.544,0.606
LmjF.18.0310,146,2617,1813,682,0.582,0.541
LmjF.18.0320,515,13,2,2,0.522,0.559
LmjF.18.0330,370,3565,2053,1044,0.576,0.516
LmjF.18.0340,458,1325,556,347,0.594,0.561
LmjF.18.0350,310,1279,1073,59,0.684,0.5
LmjF.18.0360,134,2114,2010,29,0.597,0.5
LmjF.18.0370,256,1359,1187,82,0.641,0.684
LmjF.18.0380,1323,1030,756,94,0.587,0.503
LmjF.18.0390,1730,3991,2349,872,0.591,0.555
LmjF.18.0400,2080,590,556,5,0.526,0.618
LmjF.18.0410,830,1411,1071,228,0.563,0.618
LmjF.18.0420,238,3514,3167,187,0.563,0.542
LmjF.18.0430,661,1754,532,510,0.604,0.545
LmjF.18.0440,321,2400,1878,279,0.511,0.629
LmjF.18.0450,272,4200,2249,1557,0.577,0.64
LmjF.18.0460,56,2431,2062,221,0.643,0.643
LmjF.18.0470,214,1155,1081,37,0.598,0.575
LmjF.18.0480,688,660,470,146,0.613,0.487
LmjF.18.0490,201,2713,2298,158,0.567,0.682
LmjF.18.0500,209,1615,707,318,0.565,0.56
LmjF.18.0510,783,2420,1675,432,0.494,0.584
LmjF.18.0520,801,4160,2227,1676,0.587,0.504
LmjF.18.0530,92,4089,3624,191,0.467,0.467
LmjF.18.0540,218,1740,1515,147,0.5,0.495
LmjF.18.0550,348,4223,3356,462,0.494,0.552
LmjF.18.0560,741,11,2,2,0.559,0.46
LmjF.18.0570,62,1905,1640,198,0.435,0.597
LmjF.18.0580,21,2224,1194,326,0.571,0.381
LmjF.18.0590,3745,813,789,6,0.48,0.67
LmjF.18.0595,142,5068,3119,1903,0.563,0.711
LmjF.18.0600,768,3437,2176,960,0.566,0.591
LmjF.18.0610,603,1942,1181,366,0.6,0.655
LmjF.18.0620,344,34702,34073,390,0.564,0.64
LmjF.18.0630,522,2174,632,357,0.54,0.661
LmjF.18.0640,164,2361,1831,287,0.555,0.61
LmjF.18.0650,1307,2391,2145,60,0.541,0.634
LmjF.18.0670,519,4730,2983,557,0.574,0.703
LmjF.18.0680,447,10217,9748,197,0.528,0.611
LmjF.18.0690,105,1332,923,168,0.629,0.41
LmjF.18.0700,49,3206,1792,1058,0.449,0.347
LmjF.18.0710,718,533,452,19,0.604,0.533
LmjF.18.0720,1170,653,436,107,0.639,0.507
LmjF.18.0730,255,3737,2135,853,0.557,0.447
LmjF.18.0740,427,3030,2451,209,0.578,0.639
LmjF.18.0750,54,1115,998,52,0.611,0.463
LmjF.18.0760,198,4953,4664,150,0.566,0.576
LmjF.18.0770,251,951,856,78,0.546,0.442
LmjF.18.0780,392,4992,3853,958,0.569,0.587
LmjF.18.0790,107,1895,1460,219,0.57,0.542
LmjF.18.0800,129,2027,1952,45,0.62,0.636
LmjF.18.0810,315,2528,1222,928,0.533,0.632
LmjF.18.0820,NA,0,NA,NA,NA,NA
LmjF.18.0830,93,1216,1168,38,0.634,0.516
LmjF.18.0840,463,515,232,220,0.609,0.572
LmjF.18.0850,NA,0,NA,NA,NA,NA
LmjF.18.0860,302,867,281,261,0.589,0.507
LmjF.18.0870,414,1600,1517,69,0.606,0.58
LmjF.18.0880,515,1278,571,496,0.608,0.503
LmjF.18.0890,156,7000,5643,919,0.551,0.558
LmjF.18.0900,718,938,468,105,0.591,0.567
LmjF.18.0910,60,778,721,29,0.567,0.267
LmjF.18.0920,170,1061,939,73,0.635,0.6
LmjF.18.0930,185,242,215,11,0.643,0.53
LmjF.18.0940,59,1087,1001,62,0.627,0.576
LmjF.18.0950,20,960,552,275,0.6,0.5
LmjF.18.0960,142,1184,917,164,0.606,0.444
LmjF.18.0970,2,289,183,71,1,0.5
LmjF.18.0980,32,1907,1353,348,0.594,0.406
LmjF.18.0990,510,2381,1350,899,0.602,0.667
LmjF.18.1000,527,1558,707,695,0.577,0.493
LmjF.18.1010,140,5424,2449,1896,0.571,0.386
LmjF.18.1020,1121,675,482,79,0.608,0.565
LmjF.18.1030,805,7056,2410,1636,0.542,0.611
LmjF.18.1040,1118,220,173,14,0.593,0.66
LmjF.18.1050,355,378,306,26,0.592,0.583
LmjF.18.1060,45,1308,702,349,0.489,0.333
LmjF.18.1070,397,1324,1242,32,0.504,0.582
LmjF.18.1080,301,3876,2805,888,0.502,0.532
LmjF.18.1090,242,1074,997,32,0.533,0.587
LmjF.18.1100,837,1828,672,627,0.485,0.584
LmjF.18.1110,49,826,800,17,0.51,0.571
LmjF.18.1120,493,3700,3511,111,0.527,0.649
LmjF.18.1130,509,2782,900,752,0.507,0.605
LmjF.18.1140,1288,532,442,27,0.601,0.533
LmjF.18.1150,225,1500,1402,47,0.591,0.569
LmjF.18.1160,3634,8565,3534,3035,0.618,0.514
LmjF.18.1170,728,2447,2105,243,0.584,0.543
LmjF.18.1180,1413,383,347,17,0.609,0.498
LmjF.18.1190,294,1447,936,145,0.582,0.527
LmjF.18.1200,60,1622,1348,212,0.533,0.383
LmjF.18.1210,366,2417,2200,148,0.557,0.585
LmjF.18.1220,334,2252,1945,174,0.557,0.593
LmjF.18.1230,248,956,840,94,0.605,0.536
LmjF.18.1240,1077,6376,5504,360,0.565,0.591
LmjF.18.1250,1305,1464,916,257,0.553,0.561
LmjF.18.1260,754,3012,2343,442,0.536,0.635
LmjF.18.1265,163,30008,24603,1843,0.583,0.65
LmjF.18.1270,163,29919,24509,1857,0.583,0.65
LmjF.18.1275,163,29874,24406,1824,0.583,0.65
LmjF.18.1280,163,29720,24611,1838,0.583,0.65
LmjF.18.1285,163,30156,24780,1890,0.583,0.65
LmjF.18.1290,163,29888,24586,1897,0.583,0.65
LmjF.18.1300,163,29708,24545,1871,0.583,0.65
LmjF.18.1310,841,2656,1374,577,0.609,0.496
LmjF.18.1320,315,1948,1778,141,0.559,0.625
LmjF.18.1330,2832,3350,1440,1276,0.567,0.571
LmjF.18.1340,2699,4332,2437,676,0.481,0.601
LmjF.18.1350,5147,250,174,27,0.497,0.627
LmjF.18.1360,232,1500,1109,194,0.556,0.53
LmjF.18.1370,215,6573,6443,86,0.507,0.535
LmjF.18.1380,97,347,142,114,0.577,0.742
LmjF.18.1390,635,2063,1486,283,0.624,0.543
LmjF.18.1400,73,75242,70884,3548,0.493,0.507
LmjF.18.1410,78,1536,970,332,0.654,0.628
LmjF.18.1420,670,1063,873,144,0.572,0.557
LmjF.18.1430,675,1505,1237,152,0.563,0.514
LmjF.18.1440,875,11550,8281,2786,0.582,0.569
LmjF.18.1450,1356,18,2,2,0.541,0.625
LmjF.18.1460,325,2254,1408,605,0.575,0.431
LmjF.18.1470,79,1197,1149,28,0.658,0.532
LmjF.18.1480,774,2942,2492,211,0.607,0.54
LmjF.18.1490,124,2724,2044,298,0.605,0.565
LmjF.18.1500,525,1043,1009,22,0.615,0.49
LmjF.18.1510,656,4971,4340,497,0.523,0.619
LmjF.18.1520,464,6021,3444,1079,0.537,0.562
LmjF.18.1530,1417,3616,2555,450,0.627,0.504
LmjF.18.1540,211,1431,1351,25,0.536,0.578
LmjF.18.1550,111,437,413,19,0.613,0.405
LmjF.18.1560,63,962,582,224,0.619,0.444
LmjF.18.1570,413,3184,1853,813,0.584,0.586
LmjF.18.1580,120,9943,4858,2555,0.542,0.592
LmjF.18.1590,1145,1782,1132,233,0.551,0.597
LmjF.18.1600,515,690,312,240,0.551,0.487
LmjF.18.1610,33,1690,1610,64,0.576,0.485
LmjF.18.1620,989,2317,2239,53,0.573,0.63
LmjF.18.1625,67,3280,2137,1097,0.582,0.582
LmjF.18.1630,1066,12506,8294,1543,0.602,0.524
LmjF.18.1640,298,10777,6630,3888,0.564,0.654
LmjF.18.1650,231,1396,511,476,0.58,0.563
LmjF.18.1660,863,2483,2274,96,0.543,0.671
LmjF.18.1670,3643,9940,8277,895,0.597,0.525
LmjF.18_2733,23,1823,1503,219,0.696,0.435
LmjF.18_2761,8,871,793,23,0.375,0.25
LmjF.18_2781,387,205,146,35,0.579,0.483
LmjF.18_2798,3598,252,106,45,0.528,0.586
LmjF.18_2801,108,49830,49145,321,0.537,0.63
LmjF.18_2802,162,490,171,79,0.623,0.623
LmjF.18_2850,174,7979,5239,2171,0.5,0.529
LmjF.18_2885,149,1086,882,97,0.503,0.658
LmjF.18_2930,59,3370,2938,288,0.525,0.542
LmjF.19.0010,275,5314,4113,412,0.556,0.549
LmjF.19.0020,479,6489,6214,126,0.626,0.459
LmjF.19.0030,68,735611,512134,203806,0.632,0.765
LmjF.19.0040,68,735611,512134,203806,0.632,0.765
LmjF.19.0050,74,58485,54607,1804,0.541,0.662
LmjF.19.0060,11,8672,7825,463,0.455,0.091
LmjF.19.0070,713,15,8,1,0.543,0.599
LmjF.19.0080,80,6529,5964,452,0.538,0.6
LmjF.19.0090,418,5653,5085,147,0.533,0.505
LmjF.19.0100,148,16984,13895,1918,0.514,0.527
LmjF.19.0110,695,7772,6932,373,0.576,0.594
LmjF.19.0120,401,2058,1883,90,0.549,0.551
LmjF.19.0130,80,3385,2897,172,0.425,0.45
LmjF.19.0140,444,2934,2747,41,0.534,0.583
LmjF.19.0150,948,6783,4719,647,0.563,0.617
LmjF.19.0160,168,7779,5195,1749,0.565,0.565
LmjF.19.0170,1365,1209,783,237,0.545,0.551
LmjF.19.0180,650,2421,1608,482,0.531,0.577
LmjF.19.0190,221,6781,5799,360,0.462,0.561
LmjF.19.0200,121,19491,18846,228,0.455,0.678
LmjF.19.0210,23,19685,19248,228,0.522,0.609
LmjF.19.0220,200,5963,4209,1416,0.48,0.555
LmjF.19.0230,139,1528,1270,209,0.633,0.489
LmjF.19.0240,295,1464,678,605,0.563,0.637
LmjF.19.0250,724,565,460,75,0.528,0.617
LmjF.19.0260,317,3525,3210,206,0.536,0.587
LmjF.19.0270,187,86,20,11,0.588,0.599
LmjF.19.0280,473,1641,1530,26,0.573,0.636
LmjF.19.0290,840,673,426,166,0.601,0.537
LmjF.19.0300,709,3280,2440,403,0.557,0.606
LmjF.19.0310,508,2529,920,584,0.591,0.545
LmjF.19.0320,353,1489,1377,16,0.598,0.572
LmjF.19.0330,896,2500,2164,246,0.627,0.478
LmjF.19.0340,344,3196,2096,503,0.549,0.555
LmjF.19.0350,942,2166,877,523,0.542,0.584
LmjF.19.0360,1240,64,33,18,0.535,0.606
LmjF.19.0370,3863,1328,664,372,0.528,0.622
LmjF.19.0380,664,80,73,2,0.627,0.551
LmjF.19.0390,28,48574,45524,1342,0.536,0.393
LmjF.19.0400,239,23,6,1,0.565,0.69
LmjF.19.0410,346,2611,2469,47,0.543,0.676
LmjF.19.0420,364,2492,2080,283,0.602,0.591
LmjF.19.0430,613,556,263,161,0.592,0.56
LmjF.19.0440,151,6085,2725,1154,0.57,0.49
LmjF.19.0450,300,1043,781,89,0.577,0.503
LmjF.19.0460,311,2653,1490,544,0.559,0.566
LmjF.19.0470,145,2704,2586,64,0.559,0.441
LmjF.19.0480,934,908,783,120,0.584,0.606
LmjF.19.0490,50,1707,837,512,0.62,0.52
LmjF.19.0500,422,3427,2369,704,0.588,0.597
LmjF.19.0510,658,2156,1377,578,0.547,0.603
LmjF.19.0520,10,6411,5638,675,0.7,0.4
LmjF.19.0530,1376,1361,1159,46,0.624,0.547
LmjF.19.0540,1893,2070,1462,268,0.52,0.629
LmjF.19.0550,261,2291,2013,108,0.563,0.54
LmjF.19.0560,395,1624,729,301,0.557,0.519
LmjF.19.0570,1124,3252,2955,222,0.511,0.639
LmjF.19.0580,NA,0,NA,NA,NA,NA
LmjF.19.0590,466,11,2,1,0.667,0.491
LmjF.19.0600,2448,40,15,5,0.535,0.604
LmjF.19.0610,233,6563,6310,102,0.549,0.498
LmjF.19.0620,457,1471,1241,110,0.58,0.586
LmjF.19.0630,232,11766,10508,1152,0.556,0.685
LmjF.19.0640,700,938,799,50,0.601,0.554
LmjF.19.0650,445,1790,619,451,0.578,0.598
LmjF.19.0660,168,2834,2093,670,0.571,0.56
LmjF.19.0670,29,3367,3218,74,0.621,0.483
LmjF.19.0680,1135,1373,1111,142,0.568,0.615
LmjF.19.0690,1420,1560,1424,20,0.546,0.598
LmjF.19.0700,294,288,169,81,0.636,0.554
LmjF.19.0710,1189,21448,8587,7439,0.603,0.589
LmjF.19.0720,937,3302,1141,915,0.568,0.469
LmjF.19.0730,688,2556,2343,79,0.577,0.622
LmjF.19.0740,175,2524,1357,1068,0.571,0.497
LmjF.19.0750,164,4815,2858,1581,0.549,0.622
LmjF.19.0760,1022,1619,1297,133,0.571,0.562
LmjF.19.0770,276,3394,2554,741,0.554,0.547
LmjF.19.0780,24,1289,1214,37,0.75,0.5
LmjF.19.0790,124,3954,3668,275,0.524,0.718
LmjF.19.0800,212,2302,2190,94,0.637,0.608
LmjF.19.0810,566,1552,748,305,0.587,0.583
LmjF.19.0820,264,1960,1841,99,0.519,0.682
LmjF.19.0830,111,22878,21006,1284,0.595,0.676
LmjF.19.0840,148,14049,11325,2319,0.622,0.73
LmjF.19.0842,101,17891,17088,570,0.624,0.713
LmjF.19.0843,111,22878,21006,1284,0.595,0.676
LmjF.19.0844,148,14049,11325,2319,0.622,0.73
LmjF.19.0846,101,17914,17088,570,0.624,0.713
LmjF.19.0847,111,22878,21006,1284,0.595,0.676
LmjF.19.0848,148,14049,11325,2319,0.622,0.73
LmjF.19.0850,101,17883,17088,570,0.624,0.713
LmjF.19.0860,600,18473,8515,6575,0.642,0.567
LmjF.19.0870,42,13712,11948,1324,0.69,0.667
LmjF.19.0880,42,7727,6578,705,0.714,0.69
LmjF.19.0900,598,16995,6998,6577,0.639,0.564
LmjF.19.0910,42,13780,11950,1324,0.69,0.667
LmjF.19.0920,159,2733,1857,432,0.516,0.497
LmjF.19.0930,164,1499,1072,102,0.579,0.64
LmjF.19.0940,266,1354,665,486,0.602,0.53
LmjF.19.0950,77,1892,1002,693,0.597,0.662
LmjF.19.0960,144,3425,3133,153,0.576,0.632
LmjF.19.0970,164,2240,2069,84,0.512,0.659
LmjF.19.0980,1077,2951,1768,1001,0.581,0.565
LmjF.19.0985,784,4613,2747,918,0.527,0.629
LmjF.19.0995,1213,1311,820,171,0.561,0.645
LmjF.19.1000,1546,725,583,63,0.574,0.6
LmjF.19.1005,1647,6865,4492,506,0.538,0.642
LmjF.19.1010,84,2906,2072,566,0.631,0.44
LmjF.19.1020,684,1320,737,377,0.639,0.523
LmjF.19.1030,406,1515,1345,140,0.554,0.579
LmjF.19.1040,242,3071,2620,128,0.521,0.599
LmjF.19.1050,1184,486,431,33,0.601,0.546
LmjF.19.1060,971,1949,1794,77,0.574,0.533
LmjF.19.1070,1329,1791,1506,39,0.558,0.516
LmjF.19.1080,NA,0,NA,NA,NA,NA
LmjF.19.1090,90,6,3,1,0.622,0.456
LmjF.19.1100,195,1813,1099,578,0.585,0.656
LmjF.19.1110,499,1406,836,230,0.579,0.557
LmjF.19.1120,341,2341,1270,546,0.575,0.63
LmjF.19.1130,NA,0,NA,NA,NA,NA
LmjF.19.1140,505,1891,1309,468,0.612,0.566
LmjF.19.1150,NA,0,NA,NA,NA,NA
LmjF.19.1160,102,8106,7313,417,0.51,0.578
LmjF.19.1170,479,619,461,28,0.589,0.551
LmjF.19.1180,281,433,280,98,0.569,0.47
LmjF.19.1190,127,2607,2457,44,0.559,0.63
LmjF.19.1200,449,1650,876,511,0.606,0.53
LmjF.19.1210,43,1806,1028,566,0.558,0.349
LmjF.19.1220,207,419,196,138,0.662,0.565
LmjF.19.1230,464,1139,943,100,0.621,0.547
LmjF.19.1240,1478,7229,4001,2864,0.642,0.526
LmjF.19.1250,294,1469,1268,61,0.578,0.633
LmjF.19.1260,81,2032,1933,37,0.556,0.395
LmjF.19.1270,123,2605,2419,126,0.585,0.472
LmjF.19.1280,195,6003,5616,272,0.544,0.61
LmjF.19.1290,393,583,394,64,0.606,0.667
LmjF.19.1300,181,600,342,102,0.674,0.646
LmjF.19.1310,345,1283,591,209,0.557,0.571
LmjF.19.1315,372,5302,5059,74,0.559,0.548
LmjF.19.1320,470,80,28,19,0.611,0.626
LmjF.19.1330,25,3142,860,743,0.64,0.4
LmjF.19.1340,536,10180,8766,616,0.535,0.599
LmjF.19.1345,536,10180,8766,616,0.537,0.597
LmjF.19.1347,629,5027,2691,2083,0.547,0.537
LmjF.19.1350,252,8026,3290,2834,0.563,0.706
LmjF.19.1360,216,4467,3806,400,0.546,0.551
LmjF.19.1365,64,3787,1859,1022,0.578,0.531
LmjF.19.1370,515,821,512,140,0.557,0.641
LmjF.19.1380,477,2398,2302,35,0.545,0.57
LmjF.19.1390,184,2307,1723,332,0.571,0.685
LmjF.19.1400,98,428,302,55,0.459,0.643
LmjF.19.1410,230,2399,1075,845,0.552,0.513
LmjF.19.1420,338,23687,20591,2915,0.527,0.686
LmjF.19.1430,28,1280,1054,198,0.393,0.607
LmjF.19.1440,34,3237,3059,116,0.5,0.324
LmjF.19.1450,95,2538,2218,254,0.442,0.579
LmjF.19.1460,67,10175,5607,2411,0.552,0.403
LmjF.19.1470,379,1506,1073,405,0.533,0.559
LmjF.19.1480,206,9907,9046,304,0.461,0.529
LmjF.19.1490,233,15936,12144,3078,0.489,0.597
LmjF.19.1500,206,9912,9046,304,0.461,0.529
LmjF.19.1505,147,9756,8450,1162,0.415,0.633
LmjF.19.1510,233,15936,12144,3078,0.489,0.597
LmjF.19.1520,758,1430,1191,71,0.612,0.518
LmjF.19.1530,358,6421,6190,153,0.494,0.536
LmjF.19.1540,3651,4644,2792,1141,0.648,0.502
LmjF.19.1550,349,3010,2872,60,0.567,0.504
LmjF.19.1560,256,5285,2282,1571,0.555,0.68
LmjF.19.1570,215,2746,1121,932,0.637,0.512
LmjF.19.1580,161,851,807,22,0.596,0.534
LmjF.19.1590,300,1866,1646,166,0.597,0.62
LmjF.19.1600,141,2319,2219,69,0.596,0.589
LmjF.19.1610,253,1341,1274,36,0.597,0.514
LmjF.19.1620,40,2054,1674,316,0.65,0.45
LmjF.19.1630,234,6035,5630,300,0.594,0.607
LmjF.19.1640,82,2638,2540,86,0.634,0.695
LmjF.19.1650,231,7448,6020,850,0.537,0.584
LmjF.19_2950,106,18,2,1,0.472,0.858
LmjF.19_2951,NA,0,NA,NA,NA,NA
LmjF.19_2957,482,2738,2306,147,0.508,0.571
LmjF.19_2979,36,4700,4389,235,0.5,0.639
LmjF.19_3004,159,1175,882,243,0.692,0.597
LmjF.19_3059,150,94039,89182,2064,0.527,0.62
LmjF.19_3062,254,4507,3403,387,0.516,0.52
LmjF.19_3088,194,2169,2090,43,0.613,0.613
LmjF.19_3098,144,322,295,10,0.569,0.451
LmjF.19_3099,139,189,68,55,0.604,0.597
LmjF.19_3101,19,1467,1438,17,0.737,0.684
LmjF.19_3117,406,2314,1937,191,0.574,0.66
LmjF.19_3130,192,9756,8450,1162,0.458,0.625
LmjF.19_3150,1604,5790,4461,685,0.565,0.61
LmjF.20.0010,39,1668,1524,120,0.692,0.436
LmjF.20.0020,75,1258,908,131,0.547,0.493
LmjF.20.0030,30,8941,7070,1422,0.467,0.633
LmjF.20.0040,204,762,335,185,0.539,0.603
LmjF.20.0050,507,1429,1255,65,0.525,0.586
LmjF.20.0060,195,1043,455,249,0.631,0.544
LmjF.20.0070,226,2481,1800,432,0.491,0.58
LmjF.20.0080,694,23,4,3,0.628,0.49
LmjF.20.0090,1173,1918,898,640,0.581,0.588
LmjF.20.0100,219,3405,1565,1422,0.548,0.653
LmjF.20.0110,71,5685,4217,918,0.577,0.648
LmjF.20.0120,127,792,772,10,0.63,0.48
LmjF.20.0130,344,1698,1277,202,0.573,0.64
LmjF.20.0140,238,1145,1096,21,0.609,0.55
LmjF.20.0150,193,906,875,16,0.575,0.627
LmjF.20.0160,36,587,466,91,0.639,0.583
LmjF.20.0170,277,522,458,41,0.635,0.552
LmjF.20.0180,415,1147,759,178,0.586,0.619
LmjF.20.0190,39,2091,1811,216,0.564,0.436
LmjF.20.0200,246,1279,1260,10,0.602,0.573
LmjF.20.0210,397,970,810,66,0.574,0.597
LmjF.20.0220,243,718,669,35,0.63,0.621
LmjF.20.0230,415,2311,1798,255,0.598,0.542
LmjF.20.0240,175,7386,7111,198,0.554,0.651
LmjF.20.0250,555,2620,2442,35,0.595,0.602
LmjF.20.0260,NA,0,NA,NA,NA,NA
LmjF.20.0265,52,1287,1037,163,0.423,0.423
LmjF.20.0270,214,193,99,45,0.514,0.617
LmjF.20.0280,78,2581,2396,159,0.449,0.449
LmjF.20.0290,296,1021,712,166,0.568,0.578
LmjF.20.0300,695,1832,1566,91,0.581,0.545
LmjF.20.0310,120,3667,1169,1128,0.633,0.575
LmjF.20.0320,297,1049,897,70,0.673,0.475
LmjF.20.0330,315,1734,939,698,0.632,0.565
LmjF.20.0340,352,1343,1200,120,0.622,0.562
LmjF.20.0343,81,2,2,2,0.63,0.469
LmjF.20.0346,140,2868,2750,102,0.614,0.586
LmjF.20.0350,830,1812,1335,214,0.537,0.593
LmjF.20.0355,542,1011,556,432,0.629,0.542
LmjF.20.0360,429,1764,1034,428,0.578,0.59
LmjF.20.0370,201,1671,1216,375,0.562,0.582
LmjF.20.0375,879,765,434,153,0.595,0.637
LmjF.20.0380,36,2513,2493,5,0.667,0.75
LmjF.20.0390,310,2762,1059,1056,0.597,0.539
LmjF.20.0400,202,917,611,146,0.639,0.54
LmjF.20.0410,430,1213,1189,13,0.621,0.593
LmjF.20.0420,130,3318,3134,138,0.608,0.638
LmjF.20.0430,609,1616,1416,81,0.598,0.586
LmjF.20.0440,537,1482,794,161,0.6,0.562
LmjF.20.0450,1612,2329,1586,297,0.599,0.532
LmjF.20.0460,1440,1511,1217,53,0.621,0.541
LmjF.20.0470,419,863,431,248,0.628,0.554
LmjF.20.0480,181,1188,972,195,0.586,0.486
LmjF.20.0490,409,82,71,2,0.594,0.584
LmjF.20.0500,223,312,291,9,0.637,0.682
LmjF.20.0510,340,2164,1449,448,0.6,0.547
LmjF.20.0520,412,694,486,76,0.587,0.534
LmjF.20.0530,257,2079,1081,928,0.646,0.525
LmjF.20.0540,380,1691,1647,30,0.626,0.492
LmjF.20.0550,275,1019,898,53,0.615,0.604
LmjF.20.0560,248,2971,2193,481,0.532,0.573
LmjF.20.0570,274,1891,1345,257,0.558,0.584
LmjF.20.0580,120,4083,2979,898,0.592,0.642
LmjF.20.0590,312,1737,1195,276,0.638,0.599
LmjF.20.0600,434,1155,1144,6,0.608,0.507
LmjF.20.0620,743,1259,801,212,0.618,0.559
LmjF.20.0630,976,1158,616,198,0.601,0.577
LmjF.20.0640,1413,1791,1551,114,0.604,0.607
LmjF.20.0650,25,1987,944,942,0.56,0.52
LmjF.20.0660,318,2649,1866,496,0.575,0.579
LmjF.20.0670,278,3294,1821,1033,0.619,0.486
LmjF.20.0680,178,5780,3980,1254,0.556,0.652
LmjF.20.0690,714,34,12,2,0.532,0.576
LmjF.20.0700,928,19,2,1,0.466,0.564
LmjF.20.0705,826,92,69,5,0.499,0.594
LmjF.20.0770,NA,0,NA,NA,NA,NA
LmjF.20.0780,97,1808,1505,236,0.577,0.546
LmjF.20.0790,167,246,243,1,0.683,0.503
LmjF.20.0800,223,991,963,10,0.619,0.605
LmjF.20.0810,175,2614,2441,123,0.594,0.617
LmjF.20.0820,167,286,259,15,0.581,0.545
LmjF.20.0830,6,94,91,2,0.333,0.167
LmjF.20.0840,231,3002,2792,165,0.545,0.558
LmjF.20.0850,284,730,636,67,0.475,0.563
LmjF.20.0860,224,1593,1003,295,0.545,0.518
LmjF.20.0870,247,2091,1765,187,0.615,0.457
LmjF.20.0880,223,2635,2394,119,0.605,0.61
LmjF.20.0890,64,1037,1001,22,0.641,0.516
LmjF.20.0900,688,604,484,91,0.58,0.485
LmjF.20.0910,139,4345,4142,73,0.698,0.518
LmjF.20.0920,137,1942,981,426,0.606,0.394
LmjF.20.0930,500,1320,900,210,0.592,0.52
LmjF.20.0940,39,18,16,1,0.667,0.615
LmjF.20.0950,270,1083,992,23,0.641,0.459
LmjF.20.0960,NA,0,NA,NA,NA,NA
LmjF.20.0970,266,2612,2341,94,0.575,0.639
LmjF.20.0980,64,567,494,20,0.562,0.641
LmjF.20.0990,279,2603,2216,314,0.595,0.53
LmjF.20.1000,303,1121,668,167,0.574,0.601
LmjF.20.1010,88,3564,1493,1060,0.568,0.455
LmjF.20.1020,1261,1333,1252,44,0.531,0.596
LmjF.20.1030,2054,2668,1105,763,0.571,0.57
LmjF.20.1040,2023,1136,856,115,0.557,0.644
LmjF.20.1050,1683,5821,2949,1541,0.599,0.552
LmjF.20.1060,551,460,136,127,0.612,0.572
LmjF.20.1070,1102,1979,1546,154,0.579,0.591
LmjF.20.1080,NA,0,NA,NA,NA,NA
LmjF.20.1090,1443,503,462,19,0.608,0.502
LmjF.20.1100,869,1545,1464,48,0.574,0.59
LmjF.20.1110,502,1167,1031,82,0.562,0.598
LmjF.20.1120,NA,0,NA,NA,NA,NA
LmjF.20.1130,116,2192,2047,75,0.526,0.56
LmjF.20.1140,193,2113,1485,305,0.565,0.565
LmjF.20.1150,152,1090,1063,23,0.599,0.678
LmjF.20.1160,281,1006,731,78,0.569,0.658
LmjF.20.1170,419,633,307,178,0.561,0.578
LmjF.20.1175,NA,0,NA,NA,NA,NA
LmjF.20.1180,119,4447,4397,10,0.437,0.563
LmjF.20.1185,243,834,409,233,0.49,0.588
LmjF.20.1190,352,1138,1123,6,0.466,0.619
LmjF.20.1200,1227,874,430,346,0.559,0.605
LmjF.20.1210,2645,138,54,20,0.615,0.528
LmjF.20.1220,352,2823,2745,46,0.526,0.634
LmjF.20.1230,306,1672,1455,98,0.601,0.699
LmjF.20.1240,NA,0,NA,NA,NA,NA
LmjF.20.1250,837,1846,1696,36,0.568,0.644
LmjF.20.1260,806,1922,1783,18,0.556,0.659
LmjF.20.1270,254,1776,1047,335,0.528,0.484
LmjF.20.1280,289,32689,26463,5003,0.554,0.633
LmjF.20.1290,200,7607,5865,793,0.59,0.585
LmjF.20.1300,214,4728,2234,1247,0.57,0.486
LmjF.20.1310,249,11093,10837,52,0.502,0.747
LmjF.20.1320,433,3319,1813,1088,0.617,0.497
LmjF.20.1330,1674,613,539,14,0.6,0.621
LmjF.20.1340,211,1409,1243,112,0.526,0.635
LmjF.20.1350,286,3324,2569,354,0.57,0.444
LmjF.20.1360,61,2750,2276,340,0.525,0.459
LmjF.20.1365,1440,1648,1534,76,0.592,0.62
LmjF.20.1370,3719,4322,2044,909,0.606,0.581
LmjF.20.1380,593,1187,1007,60,0.563,0.499
LmjF.20.1390,297,3134,737,692,0.582,0.532
LmjF.20.1400,210,2353,2298,36,0.61,0.619
LmjF.20.1410,606,1408,649,431,0.64,0.523
LmjF.20.1420,518,1350,577,458,0.569,0.566
LmjF.20.1430,245,1689,1268,106,0.608,0.588
LmjF.20.1440,101,7583,7534,16,0.614,0.703
LmjF.20.1450,338,1782,1049,605,0.604,0.544
LmjF.20.1460,NA,0,NA,NA,NA,NA
LmjF.20.1470,205,688,378,183,0.659,0.595
LmjF.20.1480,134,1148,895,124,0.597,0.59
LmjF.20.1490,159,1861,1816,14,0.566,0.597
LmjF.20.1500,189,1243,1153,53,0.55,0.492
LmjF.20.1510,390,866,438,304,0.638,0.569
LmjF.20.1520,392,1171,919,144,0.653,0.559
LmjF.20.1530,442,3,1,1,0.575,0.477
